"Place_lo","Place_hi","Payout"
"1","1","700"
"2","2","500"
"3","3","300"
"4","4","200"
"5","5","150"
"6","6","120"
"7","8","100"
"9","10","75"
"11","12","60"
"13","15","50"
"16","20","40"
"21","30","35"
"31","40","30"
"41","50","25"
"51","61","20"
"62","81","15"
"82","101","12"
"102","136","10"
"137","236","8"
"237","356","7"
"357","616","6"
