"Wil Myers_SD","Corey Seager_LAD","Hunter Pence_SF","Buster Posey_SF","Maikel Franco_PHI","Brandon Belt_SF","Eduardo Nunez_SF","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Denard Span_SF","Logan Forsythe_LAD","Odubel Herrera_PHI","Joc Pederson_LAD","Joe Panik_SF","Tommy Joseph_PHI","Justin Turner_LAD","Brandon Crawford_SF","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Michael Saunders_PHI","Cody Bellinger_LAD","Chris Taylor_LAD","Aaron Altherr_PHI","Ryan Schimpf_SD","Christian Arroyo_SF","Jarrett Parker_SF","Cesar Hernandez_PHI","Freddy Galvis_PHI","Howie Kendrick_PHI","Trayce Thompson_LAD","Nick Hundley_SF","Yangervis Solarte_SD","Austin Barnes_LAD","Rhys Hoskins_PHI","Andrew Toles_LAD","Mac Williamson_SF","Manuel Margot_SD","Cameron Rupp_PHI","Rob Segedin_LAD","Daniel Nava_PHI","Cory Spangenberg_SD","Aaron Hill_SF","Kelby Tomlinson_SF","Alex Dickerson_SD","Hunter Renfroe_SD","Andrew Knapp_PHI","Ty Kelly_PHI","Andre Ethier_LAD","Scott Van Slyke_LAD","Kike Hernandez_LAD","Gorkys Hernandez_SF","Travis Jankowski_SD","Brock Stassi_PHI","Conor Gillaspie_SF","Michael Morse_SF","Andres Blanco_PHI","Drew Stubbs_SF","Christian Bethancourt_SD","Austin Hedges_SD","Tim Federowicz_SF","Luis Sardinas_SD","Erick Aybar_SD","Allen Cordoba_SD","Jabari Blash_SD","Brett Eibner_LAD","Hector Sanchez_SD","Luis Torrens_SD","Chris Marrero_SF"
67.7077922077922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.08823529411765,0,0,0,0,0,0,0,10.2597402597403,0,0,0,0,-2.64047619047619,0,0,0,-24.5,0,0,0,4.45454545454545,0,0,0,0,0,0,-8.87179487179487,0,0,0,0,0,0,9.7843137254902,0,10.5,-15.8099415204678,-7.9,-22.3333333333333,0,0,19.3333333333333,0
0,68.1052631578947,0,0,0,0,0,9.60294117647059,9.68421052631579,0,37.7909090909091,0,42.8,0,0,27.1111111111111,0,37.9083333333333,-2.71428571428571,27.5,0,-6.83333333333333,-17.3333333333333,0,0,0,0,0,0,0,0,0,0,46,0,0.355555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27.247619047619,11.9666666666667,0,5.01754385964912,16.0578947368421,0,0,3.73636363636364,0,0,0,9.41830065359477,0,0,16.4154411764706,0,0,0,0,0,0,0,0,-4,2.97619047619048,0,0,0,0,18.8222222222222,0,0,0,0,0,0,0,0,0,0,-22.1666666666667,0,0,0,0,0,0,0,0,5.125,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8392857142857
0,0,11.9666666666667,24.4958333333333,0,4.25238095238095,-2.78333333333333,0,0,1.26190476190476,0,0,0,-3.1025641025641,0,0,0.807692307692308,0,0,0,0,0,0,0,0,16,-6.41666666666667,0,0,0,0,-1.4,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,-6.96428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
0,0,0,0,71.4852941176471,0,0,0,0,0,0,-13.1083333333333,0,0,13.8681318681319,0,0,0,0,0,10.5576923076923,0,0,8.21428571428571,0,0,0,-37.4333333333333,-0.647058823529412,-4,0,0,0,0,0,0,0,0,-18.5,0,-7.65,0,0,0,0,0,20.4,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.01754385964912,4.25238095238095,0,34.4078947368421,10.8070175438596,0,0,-2.26363636363636,0,0,0,9.50367647058824,0,0,-2.47083333333333,0,0,0,0,0,0,0,0,-12,-10.8,0,0,0,0,-8.82142857142857,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,-2.86111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.583333333333333
0,0,16.0578947368421,-2.78333333333333,0,10.8070175438596,51.9619047619048,0,0,8.8,0,0,0,15.8954248366013,0,0,11.8933823529412,0,0,0,0,0,0,0,0,-12,-7,0,0,0,0,27.375,0,0,0,0,0,0,0,0,0,0,-31.3333333333333,0,0,0,0,0,0,0,0,1.81944444444444,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17.375
0,9.60294117647059,0,0,0,0,0,23.2205882352941,-0.959558823529412,0,3.25,0,11.6666666666667,0,0,11.4285714285714,0,19.4285714285714,-7.76190476190476,15,0,12.5,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,0,2.95555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.68421052631579,0,0,0,0,0,-0.959558823529412,58.5476190476191,0,7.15454545454545,0,-2.61818181818182,0,0,14.1754385964912,0,5.45833333333333,1.30952380952381,-2,0,-1.0842021724855e-19,-7,0,0,0,0,0,0,0,0,0,0,40.3,0,0.177777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.73636363636364,1.26190476190476,0,-2.26363636363636,8.8,0,0,12.7878787878788,0,0,0,-11.0818181818182,0,0,11.1636363636364,0,0,0,0,0,0,0,0,0,23.8,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6
0,37.7909090909091,0,0,0,0,0,3.25,7.15454545454545,0,34.7636363636364,0,20.6333333333333,0,0,15.0555555555556,0,25.5714285714286,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,80.6666666666667,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-13.1083333333333,0,0,0,0,0,0,18.7833333333333,0,0,5.34615384615385,0,0,0,0,0,9.92307692307692,0,0,3.78571428571429,0,0,0,10.0714285714286,-0.641666666666667,17.7142857142857,0,0,0,0,0,0,0,0,9.68181818181818,0,6.25,0,0,0,0,0,-12.15,0,0,0,0,0,0,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42.8,0,0,0,0,0,11.6666666666667,-2.61818181818182,0,20.6333333333333,0,40.3636363636364,0,0,19.9333333333333,0,54.8888888888889,-3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,-7.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9.41830065359477,-3.1025641025641,0,9.50367647058824,15.8954248366013,0,0,-11.0818181818182,0,0,0,34.0643274853801,0,0,1.54583333333333,0,0,0,0,0,0,0,0,0,2.21428571428571,0,0,0,0,12.6666666666667,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,24.6666666666667,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.4761904761905
0,0,0,0,13.8681318681319,0,0,0,0,0,0,5.34615384615385,0,0,23.2087912087912,0,0,0,0,0,19.3090909090909,0,0,9.97619047619048,0,0,0,6.06593406593407,-7.34065934065934,40.4523809523809,0,0,0,0,0,0,0,0,17.2,0,-4,0,0,0,0,0,17.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27.1111111111111,0,0,0,0,0,11.4285714285714,14.1754385964912,0,15.0555555555556,0,19.9333333333333,0,0,23.9883040935673,0,22.0384615384615,2.86666666666667,20.5,0,-3.33333333333333,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,24.9,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16.4154411764706,0.807692307692308,0,-2.47083333333333,11.8933823529412,0,0,11.1636363636364,0,0,0,1.54583333333333,0,0,35.2941176470588,0,0,0,0,0,0,0,0,0,-1.8,0,0,0,0,6.64285714285714,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,46,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2678571428571
0,37.9083333333333,0,0,0,0,0,19.4285714285714,5.45833333333333,0,25.5714285714286,0,54.8888888888889,0,0,22.0384615384615,0,57.8625,-9.61904761904762,-4,0,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2.71428571428571,0,0,0,0,0,-7.76190476190476,1.30952380952381,0,0,0,-3.4,0,0,2.86666666666667,0,-9.61904761904762,7.47619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27.5,0,0,0,0,0,15,-2,0,16.5,0,0,0,0,20.5,0,-4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10.5576923076923,0,0,0,0,0,0,9.92307692307692,0,0,19.3090909090909,0,0,0,0,0,55.1025641025641,0,0,-30.4166666666667,0,0,0,6.13636363636364,8.88461538461539,81.6666666666667,0,0,0,0,0,0,0,0,28.1111111111111,0,4.5,0,0,0,0,0,-6.16666666666667,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-6.83333333333333,0,0,0,0,0,12.5,-1.0842021724855e-19,0,0,0,0,0,0,-3.33333333333333,0,-12.5,0,0,0,6.33333333333333,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-17.3333333333333,0,0,0,0,0,0,-7,0,0,0,0,0,0,-0.166666666666667,0,0,0,0,0,-6,15.3333333333333,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8.21428571428571,0,0,0,0,0,0,3.78571428571429,0,0,9.97619047619048,0,0,0,0,0,-30.4166666666667,0,0,22.5,0,0,0,6.28571428571429,-0.607142857142857,0,0,0,0,0,0,0,0,0,1.7,0,-3,0,0,0,0,0,3.5,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7.08823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.7941176470588,0,0,0,0,0,0,0,3.29411764705882,0,0,0,0,-5.80147058823529,0,0,0,0,0,0,0,-9.97058823529412,0,0,0,0,0,0,-2.08333333333333,0,0,0,0,0,0,-19.5952380952381,0,0,-6.16666666666667,1.16666666666667,-20,0,0,-10,0
0,0,-4,16,0,-12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.97619047619048,-6.41666666666667,0,-10.8,-7,0,0,23.8,0,0,0,2.21428571428571,0,0,-1.8,0,0,0,0,0,0,0,0,0,42.6190476190476,0,0,0,0,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-37.4333333333333,0,0,0,0,0,0,10.0714285714286,0,0,6.06593406593407,0,0,0,0,0,6.13636363636364,0,0,6.28571428571429,0,0,0,70.6666666666667,-3.3,49.7142857142857,0,0,0,0,0,0,0,0,25.530303030303,0,11.6666666666667,0,0,0,0,0,-31.3333333333333,0,0,0,0,0,0,-86.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.647058823529412,0,0,0,0,0,0,-0.641666666666667,0,0,-7.34065934065934,0,0,0,0,0,8.88461538461539,0,0,-0.607142857142857,0,0,0,-3.3,36.5294117647059,6.28571428571429,0,0,0,0,0,0,0,0,-9.96969696969697,0,-6.4,0,0,0,0,0,1,0,0,0,0,0,0,3.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-4,0,0,0,0,0,0,17.7142857142857,0,0,40.4523809523809,0,0,0,0,0,81.6666666666667,0,0,0,0,0,0,49.7142857142857,6.28571428571429,91.7142857142857,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18.8222222222222,-1.4,0,-8.82142857142857,27.375,0,0,8.5,0,0,0,12.6666666666667,0,0,6.64285714285714,0,0,0,0,0,0,0,0,0,76.5,0,0,0,0,32.2333333333333,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,-0.75,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.1666666666667
10.2597402597403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29411764705882,0,0,0,0,0,0,0,38.1818181818182,0,0,0,0,7.91666666666667,0,0,0,10.5,0,0,0,-6.94372294372294,0,0,0,0,0,0,0.83974358974359,0,0,0,0,0,0,0.470588235294118,0,-6.66666666666667,16.6374269005848,-3.6,-4.66666666666667,0,0,-5,0
0,46,0,0,0,0,0,11.6666666666667,40.3,0,80.6666666666667,0,-56,0,0,24.9,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,78.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.355555555555556,0,0,0,0,0,2.95555555555556,0.177777777777778,0,22,0,-7.42857142857143,0,0,7.5,0,0.888888888888889,-2.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.64047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.80147058823529,0,0,0,0,0,0,0,7.91666666666667,0,0,0,0,32.6619047619048,0,0,0,35,0,0,0,4.53809523809524,0,0,0,0,0,0,-5.04545454545455,0,0,0,0,0,0,-7.44117647058824,0,-11.1666666666667,12.9673202614379,7,-20.6666666666667,0,0,3.33333333333333,0
0,0,0,0,-18.5,0,0,0,0,0,0,9.68181818181818,0,0,17.2,0,0,0,0,0,28.1111111111111,0,0,1.7,0,0,0,25.530303030303,-9.96969696969697,69,0,0,0,0,0,0,0,0,26.6287878787879,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-7.65,0,0,0,0,0,0,6.25,0,0,-4,0,0,0,0,0,4.5,0,0,-3,0,0,0,11.6666666666667,-6.4,0,0,0,0,0,0,0,0,0,-1,0,4.2,0,0,0,0,0,-5.5,0,0,0,0,0,0,-14.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,35,0,0,0,24.5,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,80.5,0,-49,0,0,0,0
0,0,-22.1666666666667,4.5,0,24.5,-31.3333333333333,0,0,0,0,0,0,-9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,52.9166666666667,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.6666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.45454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.97058823529412,0,0,0,0,0,0,0,-6.94372294372294,0,0,0,0,4.53809523809524,0,0,0,24.5,0,0,0,40.7532467532468,0,0,0,0,0,0,-6.3974358974359,0,0,0,0,0,0,3.72549019607843,0,-41.3333333333333,-4.33918128654971,15.1,0.333333333333333,0,0,7.33333333333333,0
0,0,0,0,20.4,0,0,0,0,0,0,-12.15,0,0,17.3333333333333,0,0,0,0,0,-6.16666666666667,0,0,3.5,0,0,0,-31.3333333333333,1,18,0,0,0,0,0,0,0,0,0,0,-5.5,0,0,0,0,0,16.7,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
