"Charlie Blackmon_COL","Nolan Arenado_COL","Mookie Betts_BOS","Andrew McCutchen_PIT","Mike Trout_LAA","Josh Bell_PIT","Starling Marte_PIT","Mark Reynolds_COL","Gerardo Parra_COL","Josh Harrison_PIT","Gregory Polanco_PIT","Trevor Story_COL","Dustin Pedroia_BOS","DJ LeMahieu_COL","Adam Frazier_PIT","Ian Desmond_COL","David Freese_PIT","Jordy Mercer_PIT","David Dahl_COL","Xander Bogaerts_BOS","Andrew Benintendi_BOS","Hanley Ramirez_BOS","Carlos Gonzalez_COL","Jose Osuna_PIT","Jackie Bradley_BOS","Francisco Cervelli_PIT","Raimel Tapia_COL","Pat Valaika_COL","Cameron Maybin_LAA","Mitch Moreland_BOS","Chris Young_BOS","Danny Ortiz_PIT","Elias Diaz_PIT","Albert Pujols_LAA","Jefry Marte_LAA","Andrelton Simmons_LAA","Jordan Patterson_COL","Jhonny Peralta_BOS","Mike Tauchman_COL","Ben Revere_LAA","Nick Franklin_LAA","Brock Holt_BOS","CJ Cron_LAA","Alexi Amarista_COL","Stephen Cardullo_COL","Jacob Stallings_PIT","Tom Murphy_COL","Max Moroff_PIT","Yunel Escobar_LAA","Kole Calhoun_LAA","Gift Ngoepe_PIT","Cristhian Adames_COL","Martin Maldonado_LAA","Pablo Sandoval_BOS","Luis Valbuena_LAA","Danny Espinosa_LAA","Ryan Hanigan_COL","John Jaso_PIT","Tony Wolters_COL","Kevin Newman_PIT","John Bormann_PIT","Steve Selsky_BOS","Marco Hernandez_BOS","Chris Stewart_PIT","Eric Young_LAA","Deven Marrero_BOS","Josh Rutledge_BOS","Sam Travis_BOS","Tzu-Wei Lin_BOS","David Fletcher_LAA","Dustin Garneau_COL","Phil Gosselin_PIT","Chris Bostick_PIT","Sandy Leon_BOS","Christian Vazquez_BOS","Nolan Fontana_LAA","Cliff Pennington_LAA","Carlos Perez_LAA","Juan Graterol_LAA","Shane Robinson_LAA","Kaleb Cowart_LAA"
0,0,0,69,0,62,11,0,0,64,71,0,0,0,38,0,45,66,0,0,0,0,0,21,0,40,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,66,0,0,0,0,0,63,33,0,0,70,0,64,0,38,0,0,0,0,0,0,51,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,8,0,44,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
0,0,71,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,63,66,58,0,0,57,0,0,0,0,62,33,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,12,0,0,26,14,5,10,0,0,0,0,38,35,0,0,0,0,0,0
80,79,0,0,0,0,0,73,39,0,0,64,0,83,0,52,0,0,0,0,0,0,63,0,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,11,0,51,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
0,0,0,52,0,49,10,0,0,48,38,0,0,0,55,0,45,51,0,0,0,0,0,5,0,33,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,52,0,0,0,0,0,46,16,0,0,38,0,52,0,54,0,0,0,0,0,0,37,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,29,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,0,62,0,56,13,0,0,59,45,0,0,0,45,0,64,60,0,0,0,0,0,16,0,39,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,81,0,74,14,0,0,77,66,0,0,0,51,0,60,85,0,0,0,0,0,25,0,52,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,81,70,68,0,0,66,0,0,0,0,68,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,12,0,0,32,25,8,7,0,0,0,0,41,40,0,0,0,0,0,0
0,0,77,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,70,79,62,0,0,62,0,0,0,0,73,28,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,15,0,0,27,20,0,10,0,0,0,0,38,41,0,0,0,0,0,0
0,0,73,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,68,62,74,0,0,60,0,0,0,0,60,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,13,0,0,30,18,8,10,0,0,0,0,36,38,0,0,0,0,0,0
66,64,0,0,0,0,0,58,30,0,0,51,0,63,0,37,0,0,0,0,0,0,68,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,10,0,43,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
0,0,0,24,0,20,0,0,0,25,21,0,0,0,5,0,16,25,0,0,0,0,0,27,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,72,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,66,62,60,0,0,74,0,0,0,0,61,24,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,0,0,34,22,9,10,0,0,0,0,34,40,0,0,0,0,0,0
0,0,0,54,0,49,13,0,0,50,40,0,0,0,33,0,39,52,0,0,0,0,0,15,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,0,0,0,0,0,18,3,0,0,17,0,17,0,12,0,0,0,0,0,0,9,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,14,0,0,0,0,0,17,5,0,0,7,0,14,0,12,0,0,0,0,0,0,14,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,63,23,69,0,0,0,21,4,0,19,0,0,0,0,0,53,66,0,0,58,0,38,49,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,16,0,11,0,0
0,0,74,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,68,73,60,0,0,61,0,0,0,0,76,27,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,16,0,0,24,19,0,10,0,0,0,0,36,40,0,0,0,0,0,0
0,0,38,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,34,28,28,0,0,24,0,0,0,0,27,40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,19,12,9,3,0,0,0,0,24,16,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15,0,12,0,0,0,15,13,0,0,0,9,0,13,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,83,22,81,0,0,0,34,4,0,27,0,0,0,0,0,68,78,0,0,70,0,38,55,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,27,3,10,3,0
0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,22,28,27,0,0,0,7,0,0,5,0,0,0,0,0,20,26,0,0,22,0,5,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0
0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,81,27,91,0,0,0,39,4,0,31,0,0,0,0,0,70,86,0,0,74,0,46,59,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,28,2,15,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,34,7,39,0,0,0,40,2,0,14,0,0,0,0,0,32,36,0,0,27,0,24,21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,2,11,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,2,4,0,0,0,0,0,0,0,4,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,8,6,0,0,7,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0
0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,27,5,31,0,0,0,14,0,0,32,0,0,0,0,0,24,29,0,0,24,0,6,25,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,2,6,3,0
17,17,0,0,0,0,0,14,8,0,0,8,0,13,0,11,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5,5,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8,0,8,0,0,0,8,9,0,0,0,3,0,4,5,0,0,0,0,0,6,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,68,20,70,0,0,0,32,4,0,24,0,0,0,0,0,72,69,0,0,59,0,29,47,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,22,3,10,3,0
0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,78,26,86,0,0,0,36,4,0,29,0,0,0,0,0,69,88,0,0,70,0,44,58,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,28,3,15,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,70,22,74,0,0,0,27,3,0,24,0,0,0,0,0,59,70,0,0,75,0,37,47,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,25,0,0,3,0
0,0,23,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,21,24,20,0,0,16,0,0,0,0,24,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,7,0,0,4,4,0,0,0,0,0,0,14,11,0,0,0,0,0,0
0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,5,46,0,0,0,24,4,0,6,0,0,0,0,0,29,44,0,0,37,0,46,21,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,20,0,9,0,0
0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,55,24,59,0,0,0,21,0,0,25,0,0,0,0,0,47,58,0,0,47,0,21,61,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0
13,14,0,0,0,0,0,14,4,0,0,8,0,11,0,12,0,0,0,0,0,0,10,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,34,0,32,2,0,0,31,24,0,0,0,23,0,19,34,0,0,0,0,0,5,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,51,0,0,0,0,0,47,29,0,0,44,0,51,0,29,0,0,0,0,0,0,43,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,15,13,0,0,11,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0
0,0,0,17,0,18,3,0,0,17,17,0,0,0,12,0,11,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,24,4,25,0,0,0,7,0,0,9,0,0,0,0,0,23,26,0,0,22,0,14,19,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0
0,0,37,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,32,27,30,0,0,34,0,0,0,0,24,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37,8,9,4,0,0,0,0,17,20,0,0,0,0,0,0
0,0,25,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,25,20,18,0,0,22,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,25,4,0,0,0,0,0,11,14,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,8,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,5,4,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,10,10,0,0,10,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,5,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,0,0,0,0,0,14,8,0,0,13,0,15,0,7,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,44,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,41,38,36,0,0,34,0,0,0,0,36,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,0,17,11,5,5,0,0,0,0,45,0,0,0,0,0,0,0
