"Place_lo","Place_hi","Payout"
"1","1","1e+05"
"2","2","40000"
"3","3","20000"
"4","4","10000"
"5","5","7000"
"6","6","5000"
"7","8","4000"
"9","10","3000"
"11","15","2000"
"16","25","1500"
"26","50","1200"
"51","75","1000"
"76","140","800"
"141","260","600"
