"Paul Goldschmidt_ARI","Nolan Arenado_COL","Charlie Blackmon_COL","Jake Lamb_ARI","George Springer_HOU","Jose Altuve_HOU","David Peralta_ARI","Carlos Correa_HOU","AJ Pollock_ARI","Ian Desmond_COL","DJ LeMahieu_COL","Gregor Blanco_ARI","David Dahl_COL","Chris Owings_ARI","Trevor Story_COL","Brandon Drury_ARI","Yasmany Tomas_ARI","Yonder Alonso_OAK","Mark Reynolds_COL","Carlos Beltran_HOU","Khris Davis_OAK","Ryon Healy_OAK","Carlos Gonzalez_COL","Chris Iannetta_ARI","Rey Fuentes_ARI","Nick Ahmed_ARI","Matt Joyce_OAK","Gerardo Parra_COL","Daniel Descalso_ARI","Chris Herrmann_ARI","Brian McCann_HOU","Rajai Davis_OAK","Marwin Gonzalez_HOU","Raimel Tapia_COL","Pat Valaika_COL","Jed Lowrie_OAK","Josh Reddick_HOU","Chad Pinder_OAK","Jeremy Hazelbaker_ARI","Stephen Cardullo_COL","Derek Fisher_HOU","Dustin Garneau_COL","Marcus Semien_OAK","Alex Bregman_HOU","Socrates Brito_ARI","Tom Murphy_COL","Jordan Patterson_COL","Stephen Vogt_OAK","Jake Marisnick_HOU","Tony Wolters_COL","Yuli Gurriel_HOU","Alexi Amarista_COL","Mark Canha_OAK","Christian Walker_ARI","Evan Gattis_HOU","Joey Wendle_OAK","Ryan Hanigan_COL","Cristhian Adames_COL","Norichika Aoki_HOU","Jake Smolinski_OAK","Ryan LaMarre_OAK","JD Davis_HOU","Bruce Maxwell_OAK","Matt Chapman_OAK","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Josh Phegley_OAK","Jaycob Brugman_OAK","Jeff Mathis_ARI","Kyle Tucker_HOU","Adam Rosales_OAK","Jaff Decker_OAK","Juan Centeno_HOU","Renato Nunez_OAK","Teoscar Hernandez_HOU","Colin Moran_HOU","Matt Olson_OAK","Tony Kemp_HOU","Franklin Barreto_OAK"
66.4405246494799,0,0,7.28341013824885,0,0,25.1297959183673,0,31.089247311828,0,0,4.63333333333333,0,1.63627819548872,0,19.9646464646465,2.48245614035088,0,0,0,0,0,0,-8.64502164502164,0,14.1505681818182,0,0,10.5846560846561,21.2166666666667,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135483870967742,0,0,0,0,0,0,0,0,0,0
0,74.1961538461538,8.98572184029614,0,0,0,0,0,0,19.4325236167341,10.0512956107879,0,0,0,8.85815602836879,0,0,0,9.44706594071385,0,0,0,0.563636363636364,0,0,0,0,-1.6633064516129,0,0,0,0,0,-25.4,69.4888888888889,0,0,0,0,14.05,0,-2.2,0,0,0,0,0,0,0,-1.90418353576248,0,27.5384615384615,0,0,0,0,20.3392857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.98572184029614,71.4561011904762,0,0,0,0,0,0,11.8022759601707,9.04344262295082,0,0,0,3.48359929078014,0,0,0,19.7753759398496,0,0,0,9.35454545454546,0,0,0,0,13.5862068965517,0,0,0,0,0,-40.6,20.9363636363636,0,0,0,0,5.4,0,4.21428571428571,0,0,0,0,0,0,0,20.8825910931174,0,15.3636363636364,0,0,0,0,0.619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.28341013824885,0,0,65.0591346153846,0,0,25.9937254901961,0,-3.17241379310345,0,0,16.3214285714286,0,-5.93396226415094,0,18.1458635703919,5.16904761904762,0,0,0,0,0,0,-0.969047619047619,0,-11.4225806451613,0,0,-23.8583333333333,35.0474308300395,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3448275862069,0,0,0,0,0,0,0,0,0,0
0,0,0,0,72.8588048651507,0.272342675832893,0,20.7383838383838,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,0,0,0,0,0,0,0,0,0,0,1.52777777777778,0,9.2176386913229,0,0,0,-0.829809725158562,0,0,0,25.4166666666667,0,0,9.08956228956229,0,0,0,0,1.46739130434783,0,0,0,0,0,26.7047619047619,0,0,0,12.8183183183183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.272342675832893,65.3021257349615,0,-4.06864406779661,0,0,0,0,0,0,0,0,0,0,0,15.8176100628931,0,0,0,0,0,0,0,0,0,0,-5.24332171893148,0,3.96280487804878,0,0,0,-6.50382653061224,0,0,0,-7.91666666666667,0,0,4.85447106954997,0,0,0,0,1.53439153439153,0,0,0,0,0,2.28378378378378,0,0,0,7.28205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0
25.1297959183673,0,0,25.9937254901961,0,0,76.9423076923077,0,10.7687747035573,0,0,16.7022058823529,0,0.947560975609756,0,38.1782945736434,22.5897435897436,0,0,0,0,0,0,20.6916666666667,0,7.22794117647059,0,0,-26.7292490118577,52.6078431372549,0,0,0,0,0,0,0,0,36.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.10333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20.7383838383838,-4.06864406779661,0,54.6961924907456,0,0,0,0,0,0,0,0,0,0,0,15.5204081632653,0,0,0,0,0,0,0,0,0,0,-8.65505226480836,0,14.031746031746,0,0,0,17.2505050505051,0,0,0,25.0833333333333,0,0,5.50873515024458,0,0,0,0,9.65833333333333,0,0,0,0,0,12.1899159663866,0,0,0,0.12012012012012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.089247311828,0,0,-3.17241379310345,0,0,10.7687747035573,0,59.2540322580645,0,0,0,0,-5.20229885057471,0,15.9692307692308,-12.52,0,0,0,0,0,0,-5.88181818181818,0,18.5769230769231,0,0,18.0416666666667,19.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0,0,0,0,0,0
0,19.4325236167341,11.8022759601707,0,0,0,0,0,0,55.8695121951219,6.92307692307692,0,0,0,-1.40307692307692,0,0,0,-1.22941176470588,0,0,0,3.25668449197861,0,0,0,0,-20.0681818181818,0,0,0,0,0,11.4,-20.7,0,0,0,0,0,0,54.5714285714286,0,0,0,0,0,0,0,-5.24901185770751,0,-4.88888888888889,0,0,0,0,13.2678571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
