"Miguel Sano_MIN","Jose Abreu_CWS","Avisail Garcia_CWS","Nicholas Castellanos_DET","Mike Moustakas_KC","Whit Merrifield_KC","Brian Dozier_MIN","Melky Cabrera_CWS","Ian Kinsler_DET","Justin Upton_DET","Salvador Perez_KC","Eric Hosmer_KC","Yoan Moncada_CWS","Victor Martinez_DET","Miguel Cabrera_DET","Kennys Vargas_MIN","Mikie Mahtook_DET","Matt Davidson_CWS","Joe Mauer_MIN","Eduardo Escobar_MIN","Eddie Rosario_MIN","Byron Buxton_MIN","Brandon Moss_KC","Alcides Escobar_KC","Jorge Bonifacio_KC","Zack Granite_MIN","Lorenzo Cain_KC","Andrew Romine_DET","Alex Avila_DET","Alex Gordon_KC","Alen Hanson_CWS","Cheslor Cuthbert_KC","Max Kepler_MIN","Paulo Orlando_KC","Billy Burns_KC","Robbie Grossman_MIN","Charlie Tilson_CWS","Jose Iglesias_DET","Jorge Soler_KC","Tim Anderson_CWS","Daniel Palka_MIN","Tyler Saladino_CWS","Adam Engel_CWS","Ryan O'Hearn_KC","Chris Gimenez_MIN","Alex Presley_DET","Ehire Adrianza_MIN","Dixon Machado_DET","JaCoby Jones_DET","Leury Garcia_CWS","Omar Narvaez_CWS","Jacob May_CWS","Terrance Gore_KC","John Hicks_DET","Tyler Collins_DET","Cody Asche_CWS","Jason Castro_MIN","James McCann_DET","Geovany Soto_CWS","Yolmer Sanchez_CWS","Willy Garcia_CWS","Jim Adduci_DET","Jorge Polanco_MIN","Raul Mondesi_KC","Matt den Dekker_DET","Drew Butera_KC","Ramon Torres_KC","Kevan Smith_CWS","Grant Green_CWS","Hunter Dozier_KC","Zack Collins_CWS"
73.0560903369122,0,0,0,0,0,-0.464947987336047,0,0,0,0,0,0,0,0,0,0,0,17.9564582115722,17.640243902439,-5.44426229508197,12.7909604519774,0,0,0,0,0,0,0,0,0,0,26.2296466973886,0,0,8.96021303258145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16365007541478,0,0,0,0,0,10.3285714285714,0,0,0,0,0,0,0,0
0,54.8984567901235,8.25613682092555,0,0,0,0,17.1498632946001,0,0,0,0,0,0,0,0,0,17.9655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59855072463768,0,0,0,0,0,0,0,0,0,-9.42303433001107,0,0,0,0,0,0,0,0,0,6.40820029027576,0,0,0,0,0,0,0,0,0,0,0
0,8.25613682092555,82.3748043818466,0,0,0,0,-0.550482879719052,0,0,0,0,0,0,0,0,0,25.3808080808081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8599590373784,0,0,0,0,0,0,0,0,0,5.2030487804878,0,0,0,0,0,0,0,0,0,10.2929292929293,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,61.7620902304447,8.25192307692308,0,0,0,0,10.6987927565392,9.88811188811189,0,0,0,0,0,0,0,0,0,0,20.5045248868778,-3.41820837390458,10.5142165759226,0,3.01281613123718,0,0,20.9381846635368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8.25192307692308,48.5250391236307,0,0,0,0,5.10664682539683,6.96478873239437,0,0,0,0,0,0,0,0,0,0,4.1775641025641,10.8172926447574,-0.0359438924605494,0,1.02749360613811,0,0,13.421146953405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.464947987336047,0,0,0,0,0,45.8704183635691,0,0,0,0,0,0,0,0,0,0,0,5.90999415546464,1.56666666666667,12.875988700565,8.14348334307422,0,0,0,0,0,0,0,0,0,0,17.2724014336918,0,0,1.39285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89308176100629,0,0,0,0,0,5.63636363636364,0,0,0,0,0,0,0,0
0,17.1498632946001,-0.550482879719052,0,0,0,0,52.2191142191142,0,0,0,0,0,0,0,0,0,10.8881578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703964194373402,0,0,0,0,0,0,0,0,0,-7.09358974358974,0,0,0,0,0,0,0,0,0,-1.69720965309201,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,52.7042062415197,6.86405529953917,0,0,0,9.8033381712627,7.26228956228956,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4865853658537,0,0,0,0,0,0,0,0,-4.82704402515723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6.86405529953917,61.3694638694639,0,0,0,0.630874316939891,2.94638694638695,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28937198067633,0,0,0,0,0,0,0,0,3.85128205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10.6987927565392,5.10664682539683,0,0,0,0,52.3386075949367,9.94271340473872,0,0,0,0,0,0,0,0,0,0,21.4014801110083,2.58386075949367,-3.33740601503759,0,12.1638361638362,0,0,10.6077856025039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9.88811188811189,6.96478873239437,0,0,0,0,9.94271340473872,41.1732157177225,0,0,0,0,0,0,0,0,0,0,7.19758672699849,10.0388933440257,2.46236559139785,0,3.55220883534137,0,0,12.3922743922744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
