"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,787182984,"johnz1975 (3/3)",0,171.85,"OF Brandon Moss OF Justin Upton 1B José Abreu SS José Iglesias 2B Whit Merrifield OF Jorge Bonifacio 3B Nicholas Castellanos C James McCann P Adalberto Mejía P Matthew Boyd",NA,"Adalberto Mejía","70.41%",13.55
2,787362523,"govnascrew",0,153.85,"OF Brandon Moss OF Justin Upton 3B Mike Moustakas C Salvador Perez 1B José Abreu SS José Iglesias 2B Whit Merrifield OF Jorge Bonifacio P Adalberto Mejía P Matthew Boyd",NA,"Justin Upton","69.18%",21
3,787123946,"icebreaker8",0,151.85,"OF Melky Cabrera OF Justin Upton C Salvador Perez 1B Eric Hosmer 3B Matt Davidson SS José Iglesias 2B Whit Merrifield OF Jorge Bonifacio P Adalberto Mejía P Matthew Boyd",NA,"Salvador Perez","68.10%",0
4,787217460,"zsavior (8/20)",0,150,"OF Brandon Moss P Travis Wood OF Justin Upton C Salvador Perez 1B Eric Hosmer SS José Iglesias 2B Whit Merrifield OF Jorge Bonifacio 3B Nicholas Castellanos P Matthew Boyd",NA,"Avisaíl García","65.17%",3
4,787223592,"joseymaru (2/4)",0,150,"OF Brandon Moss P Travis Wood OF Justin Upton C Salvador Perez 1B Eric Hosmer SS José Iglesias 2B Whit Merrifield OF Jorge Bonifacio 3B Nicholas Castellanos P Matthew Boyd",NA,"Melky Cabrera","64.63%",0
6,787369265,"luckyyou208 (7/18)",0,149.85,"OF Brandon Moss 3B Mike Moustakas 1B Eric Hosmer SS Eduardo Escobar OF Avisaíl García 2B Whit Merrifield OF Jorge Bonifacio C James McCann P Adalberto Mejía P Matthew Boyd",NA,"Eduardo Escobar","54.42%",16
7,787012659,"bluester111 (2/20)",0,148,"P Travis Wood OF Justin Upton C Salvador Perez 1B Eric Hosmer SS José Iglesias 2B Whit Merrifield OF Jorge Bonifacio 3B Nicholas Castellanos OF Mikie Mahtook P Matthew Boyd",NA,"Derek Holland","54.01%",2.3
8,787278408,"moklovin (5/20)",0,147.85,"OF Brandon Moss OF Justin Upton C Salvador Perez 1B Eric Hosmer SS Eduardo Escobar 2B Whit Merrifield OF Jorge Bonifacio 3B Miguel Sanó P Adalberto Mejía P Matthew Boyd",NA,"Miguel Sanó","53.47%",2
8,787348875,"jjwd (5/20)",0,147.85,"OF Brandon Moss OF Justin Upton C Salvador Perez 1B Eric Hosmer SS Eduardo Escobar 2B Whit Merrifield OF Jorge Bonifacio 3B Miguel Sanó P Adalberto Mejía P Matthew Boyd",NA,"José Abreu","51.84%",12
8,787369374,"luckyyou208 (11/18)",0,147.85,"OF Brandon Moss OF Justin Upton C Salvador Perez 1B Eric Hosmer SS Eduardo Escobar 2B Whit Merrifield OF Jorge Bonifacio 3B Miguel Sanó P Adalberto Mejía P Matthew Boyd",NA,"Brian Dozier","45.58%",23
11,787064332,"dlee907",0,146.85,"OF Brandon Moss OF Melky Cabrera OF Justin Upton 1B Eric Hosmer C Omar Narváez SS José Iglesias 2B Whit Merrifield 3B Miguel Sanó P Adalberto Mejía P Matthew Boyd",NA,"Matthew Boyd","45.24%",23.3
11,787216552,"youdacao (3/20)",0,146.85,"OF Justin Upton C Salvador Perez SS Eduardo Escobar 1B José Abreu 2B Whit Merrifield OF Jorge Bonifacio 3B Miguel Sanó P Adalberto Mejía P Matthew Boyd OF Adam Engel",NA,"Whit Merrifield","30.41%",30
11,787378422,"luckyyou208 (14/18)",0,146.85,"OF Justin Upton 3B Mike Moustakas C Salvador Perez 1B Eric Hosmer OF Robbie Grossman SS Eduardo Escobar 2B Whit Merrifield OF Jorge Bonifacio P Adalberto Mejía P Matthew Boyd",NA,"Travis Wood","29.12%",5.7
14,787287555,"scarr58 (6/7)",0,145,"P Travis Wood OF Justin Upton 3B Mike Moustakas C Salvador Perez 1B Eric Hosmer OF Avisaíl García SS José Iglesias 2B Whit Merrifield OF Jorge Bonifacio P Matthew Boyd",NA,"Jorge Bonifacio","23.61%",16
15,787008212,"Sbillers",0,143.6,"2B Ian Kinsler OF Justin Upton P Derek Holland 1B José Abreu OF Avisaíl García 3B Matt Davidson SS José Iglesias C James McCann P Matthew Boyd OF Adam Engel",NA,"Alcides Escobar","20.61%",2
16,787216561,"youdacao (12/20)",0,142.85,"OF Brandon Moss OF Justin Upton C Salvador Perez SS Eduardo Escobar 1B José Abreu 2B Whit Merrifield OF Jorge Bonifacio 3B Miguel Sanó P Adalberto Mejía P Matthew Boyd",NA,"Mike Moustakas","20.34%",3
16,787298943,"albana123 (4/4)",0,142.85,"OF Justin Upton 3B Mike Moustakas C Salvador Perez 1B Eric Hosmer SS Eduardo Escobar OF Avisaíl García 2B Whit Merrifield OF Jorge Bonifacio P Adalberto Mejía P Matthew Boyd",NA,"Eric Hosmer","19.73%",17
16,787362869,"luckyyou208 (6/18)",0,142.85,"OF Justin Upton 3B Mike Moustakas C Salvador Perez 1B Eric Hosmer SS Eduardo Escobar OF Avisaíl García 2B Whit Merrifield OF Jorge Bonifacio P Adalberto Mejía P Matthew Boyd",NA,"Ian Kinsler","18.37%",19
19,787250267,"haydenpitch (6/6)",0,142,"OF Brandon Moss P Travis Wood OF Justin Upton 3B Mike Moustakas C Salvador Perez 1B Eric Hosmer SS José Iglesias 2B Whit Merrifield OF Mikie Mahtook P Matthew Boyd",NA,"Nicholas Castellanos","17.55%",2
20,787335322,"ballinc",0,141.85,"OF Brandon Moss OF Melky Cabrera OF Justin Upton C Salvador Perez 1B Eric Hosmer SS José Iglesias 2B Whit Merrifield 3B Miguel Sanó P Adalberto Mejía P Matthew Boyd",NA,"Miguel Cabrera","17.55%",0
20,787348874,"jjwd (4/20)",0,141.85,"OF Brandon Moss OF Justin Upton 3B Mike Moustakas C Salvador Perez 1B Eric Hosmer SS Eduardo Escobar 2B Brian Dozier OF Jorge Bonifacio P Adalberto Mejía P Matthew Boyd",NA,"Robbie Grossman","14.22%",7
20,787378441,"luckyyou208 (15/18)",0,141.85,"OF Brandon Moss C Salvador Perez 1B Eric Hosmer SS Eduardo Escobar 3B Matt Davidson 2B Whit Merrifield OF Jorge Bonifacio OF Eddie Rosario P Adalberto Mejía P Matthew Boyd",NA,"Eddie Rosario","13.74%",12
23,787159837,"invertedcheese (9/20)",0,141,"OF Brandon Moss P Travis Wood OF Justin Upton C Salvador Perez 1B Eric Hosmer SS José Iglesias 2B Whit Merrifield 3B Nicholas Castellanos OF Mikie Mahtook P Matthew Boyd",NA,"Chris Gimenez","12.93%",0
23,787285762,"contenders (1/2)",0,141,"OF Melky Cabrera P Travis Wood OF Justin Upton C Salvador Perez 1B Eric Hosmer SS José Iglesias 2B Whit Merrifield OF Jorge Bonifacio 3B Nicholas Castellanos P Matthew Boyd",NA,"Mikie Mahtook","12.59%",7
23,787356806,"ericmcfadden",0,141,"P Travis Wood OF Alex Gordon OF Justin Upton C Salvador Perez 1B Eric Hosmer SS José Iglesias 2B Whit Merrifield OF Jorge Bonifacio 3B Nicholas Castellanos P Matthew Boyd",NA,"Brandon Moss","11.63%",9
