"Miguel Sano_MIN","Jose Abreu_CWS","Avisail Garcia_CWS","Nicholas Castellanos_DET","Mike Moustakas_KC","Whit Merrifield_KC","Brian Dozier_MIN","Melky Cabrera_CWS","Ian Kinsler_DET","Justin Upton_DET","Salvador Perez_KC","Eric Hosmer_KC","Yoan Moncada_CWS","Victor Martinez_DET","Miguel Cabrera_DET","Kennys Vargas_MIN","Mikie Mahtook_DET","Matt Davidson_CWS","Joe Mauer_MIN","Eduardo Escobar_MIN","Eddie Rosario_MIN","Byron Buxton_MIN","Brandon Moss_KC","Alcides Escobar_KC","Jorge Bonifacio_KC","Zack Granite_MIN","Lorenzo Cain_KC","Andrew Romine_DET","Alex Avila_DET","Alex Gordon_KC","Alen Hanson_CWS","Cheslor Cuthbert_KC","Max Kepler_MIN","Paulo Orlando_KC","Billy Burns_KC","Robbie Grossman_MIN","Charlie Tilson_CWS","Jose Iglesias_DET","Jorge Soler_KC","Tim Anderson_CWS","Daniel Palka_MIN","Tyler Saladino_CWS","Adam Engel_CWS","Ryan O'Hearn_KC","Chris Gimenez_MIN","Alex Presley_DET","Ehire Adrianza_MIN","Dixon Machado_DET","JaCoby Jones_DET","Leury Garcia_CWS","Omar Narvaez_CWS","Jacob May_CWS","Terrance Gore_KC","John Hicks_DET","Tyler Collins_DET","Cody Asche_CWS","Jason Castro_MIN","James McCann_DET","Geovany Soto_CWS","Yolmer Sanchez_CWS","Willy Garcia_CWS","Jim Adduci_DET","Jorge Polanco_MIN","Raul Mondesi_KC","Matt den Dekker_DET","Drew Butera_KC","Ramon Torres_KC","Kevan Smith_CWS","Grant Green_CWS","Hunter Dozier_KC","Zack Collins_CWS"
0,0,0,0,71,64,0,0,0,0,80,79,0,0,0,0,0,0,0,0,0,0,47,80,57,0,78,0,0,72,0,18,0,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,10,0,0,0,0
0,0,0,0,78,71,0,0,0,0,79,87,0,0,0,0,0,0,0,0,0,0,52,87,63,0,84,0,0,78,0,21,0,11,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,9,0,0,0,0
0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,53,61,0,0,0,66,55,0,27,0,0,0,0,0,0,0,0,0,0,33,39,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,12,0,12,9,0,0,0,0,7,24,0,0,29,0,0,0,11,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,55,66,0,0,0,55,71,0,30,0,0,0,0,0,0,0,0,0,0,34,40,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,17,0,14,9,0,0,0,0,8,19,0,0,32,0,0,0,7,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,35,0,0,25,21,28,29,0,0,0,2,0,0,0,0,0,0,26,0,0,21,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,30,30,0,0,0,27,30,0,34,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,4,0,8,5,0,0,0,0,7,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,55,0,0,0,0,57,0,0,0,0,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,52,0,21,19,0,0,0,0,0,0,30,26,4,0,0,0,3,0,0,5,41,14,0,0,0,0,0,0,29,0,0,0
59,0,0,0,0,0,59,0,0,0,0,0,0,0,0,25,0,0,66,35,54,51,0,0,0,5,0,0,0,0,0,0,60,0,0,47,0,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,49,0,0,0,0,0,0,0,0
41,0,0,0,0,0,40,0,0,0,0,0,0,0,0,21,0,0,35,48,39,37,0,0,0,2,0,0,0,0,0,0,37,0,0,34,0,0,0,0,0,0,0,0,18,0,10,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,35,0,0,0,0,0,0,0,0
61,0,0,0,0,0,60,0,0,0,0,0,0,0,0,28,0,0,54,39,67,52,0,0,0,5,0,0,0,0,0,0,56,0,0,47,0,0,0,0,0,0,0,0,20,0,11,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,53,0,0,0,0,0,0,0,0
60,0,0,0,0,0,59,0,0,0,0,0,0,0,0,29,0,0,51,37,52,65,0,0,0,0,0,0,0,0,0,0,53,0,0,47,0,0,0,0,0,0,0,0,23,0,10,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,53,0,0,0,0,0,0,0,0
0,0,0,0,52,40,0,0,0,0,47,52,0,0,0,0,0,0,0,0,0,0,53,53,36,0,51,0,0,50,0,3,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,3,0,0,0,0
0,0,0,0,79,72,0,0,0,0,80,87,0,0,0,0,0,0,0,0,0,0,53,88,63,0,85,0,0,79,0,21,0,11,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,19,10,0,0,0,0
0,0,0,0,58,59,0,0,0,0,57,63,0,0,0,0,0,0,0,0,0,0,36,63,63,0,60,0,0,54,0,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0
7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,5,2,5,0,0,0,0,7,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,77,69,0,0,0,0,78,84,0,0,0,0,0,0,0,0,0,0,51,85,60,0,85,0,0,76,0,19,0,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,9,0,0,0,0
0,0,0,0,0,0,0,0,27,36,0,0,0,33,34,0,12,0,0,0,0,0,0,0,0,0,0,40,25,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,7,0,7,4,0,0,0,0,3,15,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,41,46,0,0,0,39,40,0,12,0,0,0,0,0,0,0,0,0,0,25,49,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,17,0,6,2,0,0,0,0,4,18,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0
0,0,0,0,72,63,0,0,0,0,72,78,0,0,0,0,0,0,0,0,0,0,50,79,54,0,76,0,0,79,0,17,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,8,0,0,0,0
0,10,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,4,0,0,0
0,0,0,0,13,17,0,0,0,0,18,21,0,0,0,0,0,0,0,0,0,0,3,21,14,0,19,0,0,17,0,21,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0
63,0,0,0,0,0,63,0,0,0,0,0,0,0,0,26,0,0,60,37,56,53,0,0,0,7,0,0,0,0,0,0,70,0,0,51,0,0,0,0,0,0,0,0,19,0,14,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,53,0,0,0,0,0,0,0,0
0,0,0,0,9,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,8,11,0,0,11,0,0,11,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,57,0,0,0,0,0,0,0,0,21,0,0,47,34,47,47,0,0,0,6,0,0,0,0,0,0,51,0,0,62,0,0,0,0,0,0,0,0,23,0,14,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,45,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,54,66,0,0,0,55,62,0,28,0,0,0,0,0,0,0,0,0,0,32,41,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,15,0,8,8,0,0,0,0,11,23,0,0,32,0,0,0,10,0,0,0,0,0,0,0,0,0
0,0,0,0,20,21,0,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,10,23,16,0,21,0,0,18,0,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0
0,70,63,0,0,0,0,69,0,0,0,0,2,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,71,0,23,22,0,0,0,0,0,0,37,34,7,0,0,0,12,0,0,8,43,15,0,0,0,0,0,0,29,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,28,0,0,0,0,27,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,30,4,0,0,0,0,0,0,23,11,5,0,0,0,8,0,0,9,8,5,0,0,0,0,0,0,10,0,0,0
0,25,18,0,0,0,0,25,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22,0,4,25,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,18,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,22,0,0,0,0,0,0,0,0,12,0,0,16,18,20,23,0,0,0,0,0,0,0,0,0,0,19,0,0,23,0,0,0,0,0,0,0,0,26,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14,18,0,0,0,12,17,0,4,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,10,0,0,11,10,11,10,0,0,0,3,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,14,0,0,0,12,14,0,8,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,16,3,0,0,0,0,5,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,8,0,0,0,9,9,0,5,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,41,0,0,0,0,40,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,23,0,0,0,0,0,0,0,44,23,4,0,0,0,12,0,0,9,23,7,0,0,0,0,0,0,12,0,0,0
0,39,33,0,0,0,0,37,0,0,0,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,34,0,11,9,0,0,0,0,0,0,23,39,5,0,0,0,9,0,0,0,23,11,0,0,0,0,0,0,2,0,0,0
0,8,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,4,5,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,12,0,0,0,7,8,0,7,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,12,2,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,23,25,0,0,0,24,19,0,2,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,27,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0
0,14,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,12,9,3,0,0,0,14,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,54,0,0,0,0,0,0,0,0,25,0,0,51,33,49,45,0,0,0,6,0,0,0,0,0,0,52,0,0,41,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,43,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,35,38,0,0,0,29,32,0,20,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,4,0,9,6,0,0,0,0,5,15,0,0,40,0,0,0,6,0,0,0,0,0,0,0,0,0
0,9,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0
0,53,45,0,0,0,0,52,0,0,0,0,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,43,0,8,21,0,0,0,0,0,0,23,23,0,0,0,0,4,0,0,3,53,17,0,0,0,0,0,0,29,0,0,0
0,21,14,0,0,0,0,19,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,5,7,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,17,21,0,0,0,0,0,0,11,0,0,0
0,0,0,0,0,0,0,0,8,12,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,0,0,49,35,53,53,0,0,0,4,0,0,0,0,0,0,53,0,0,45,0,0,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,62,0,0,0,0,0,0,0,0
0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12,17,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,8,19,12,0,18,0,0,14,0,10,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0
0,0,0,0,8,8,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,3,10,6,0,9,0,0,8,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
0,35,29,0,0,0,0,33,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,29,0,10,18,0,0,0,0,0,0,12,2,2,0,0,0,0,0,0,0,29,11,0,0,0,0,0,0,35,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
