Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,11056,Antonio Brown,WR,1,PIT,NE,--,--,8900,27.5
2,13291,Julio Jones,WR,1,ATL,PHI,--,--,9300,23
3,7242,Drew Brees,QB,1,NO,ARI,--,--,8000,22.9
4,732,Matt Ryan,QB,1,ATL,PHI,--,--,7500,22.8
5,16389,Odell Beckham Jr,WR,1,NYG,DAL,--,--,9200,22.3
6,11197,Demaryius Thomas,WR,1,DEN,BAL,--,--,9100,21.7
7,13227,Randall Cobb,WR,1,GB,CHI,--,--,8000,21.1
8,14536,Russell Wilson,QB,1,SEA,LA,--,--,7800,20.8
9,11270,Dez Bryant,WR,1,DAL,NYG,--,--,8700,20.7
10,15138,Eddie Lacy,RB,1,GB,CHI,--,--,7500,20.6
11,6029,Calvin Johnson,WR,1,DET,SD,--,--,8500,20.4
12,12845,AJ Green,WR,1,CIN,OAK,--,--,7800,20.4
13,13799,Ryan Tannehill,QB,1,MIA,WAS,--,--,7400,19.8
14,2593,Aaron Rodgers,QB,1,GB,CHI,--,--,8600,19.8
15,10974,Rob Gronkowski,TE,1,NE,PIT,--,--,7000,19.7
16,14008,Andrew Luck,QB,1,IND,BUF,--,--,8300,19.5
17,3807,Ben Roethlisberger,QB,1,PIT,NE,--,--,7300,19.4
18,7328,Peyton Manning,QB,1,DEN,BAL,--,--,8200,18.9
19,7969,Jamaal Charles,RB,1,KC,HOU,--,--,7900,18.9
20,13124,DeMarco Murray,RB,1,PHI,ATL,--,--,6700,18.9
21,8244,Philip Rivers,QB,1,SD,DET,--,--,7100,18.8
22,4932,Eli Manning,QB,1,NYG,DAL,--,--,7400,18.8
23,8972,Jay Cutler,QB,1,CHI,GB,--,--,6800,18.8
24,9038,Matthew Stafford,QB,1,DET,SD,--,--,7000,18.8
25,11488,Jimmy Graham,TE,1,SEA,LA,--,--,5600,18.7
26,4314,Tom Brady,QB,1,NE,PIT,--,--,7700,18.6
27,11527,Sam Bradford,QB,1,PHI,ATL,--,--,6900,18.3
28,4807,Adrian Peterson,RB,1,MIN,SF,--,--,7700,18.3
29,12386,Marshawn Lynch,RB,1,SEA,LA,--,--,7300,18.3
30,2428,Carson Palmer,QB,1,ARI,NO,--,--,6500,18.2
31,13791,Lamar Miller,RB,1,MIA,WAS,--,--,5500,18.2
32,3867,Tony Romo,QB,1,DAL,NYG,--,--,7300,18.2
33,611,Joe Flacco,QB,1,BAL,DEN,--,--,6700,18
34,15974,Jordan Matthews,WR,1,PHI,ATL,--,--,7200,17.8
35,15020,CJ Anderson,RB,1,DEN,BAL,--,--,7000,17.7
36,12841,Andy Dalton,QB,1,CIN,OAK,--,--,6100,17.3
37,16112,Jeremy Hill,RB,1,CIN,OAK,--,--,7100,16.9
38,2699,Matt Forte,RB,1,CHI,GB,--,--,7800,16.2
39,1181,Martellus Bennett,TE,1,CHI,GB,--,--,4300,16.1
40,13443,Colin Kaepernick,QB,1,SF,MIN,--,--,7000,16
41,13275,Kyle Rudolph,TE,1,MIN,SF,--,--,3500,15.7
42,7635,Heath Miller,TE,1,PIT,NE,--,--,3300,15.7
43,13320,Cam Newton,QB,1,CAR,JAX,--,--,7600,15.6
44,15048,Travis Kelce,TE,1,KC,HOU,--,--,4800,15.3
45,12861,Jordan Cameron,TE,1,MIA,WAS,--,--,3800,15.3
46,16763,Marcus Mariota,QB,1,TEN,TB,--,--,6000,15
47,14856,Zach Ertz,TE,1,PHI,ATL,--,--,3600,15
48,722,Jason Witten,TE,1,DAL,NYG,--,--,4000,14.9
49,7175,Delanie Walker,TE,1,TEN,TB,--,--,3400,14.7
50,15782,Larry Donnell,TE,1,NYG,DAL,--,--,3200,14.7
51,16245,Blake Bortles,QB,1,JAX,CAR,--,--,5900,14.6
52,16497,Teddy Bridgewater,QB,1,MIN,SF,--,--,6600,14.1
53,15100,Jordan Reed,TE,1,WAS,MIA,--,--,3300,13.9
54,14918,Tyler Eifert,TE,1,CIN,OAK,--,--,3500,13.9
55,16568,Brandin Cooks,WR,1,NO,ARI,--,--,7100,13.9
56,16834,Tevin Coleman,RB,1,ATL,PHI,--,--,4800,13.8
57,16762,Jameis Winston,QB,1,TB,TEN,--,--,6000,13.7
58,14252,Kirk Cousins,QB,1,WAS,MIA,--,--,5000,13.7
59,16311,Derek Carr,QB,1,OAK,CIN,--,--,6100,13.7
60,6739,Alex Smith,QB,1,KC,HOU,--,--,6200,13.6
61,8283,Ryan Fitzpatrick,QB,1,NYJ,CLE,--,--,5500,13.6
62,12831,Tyrod Taylor,QB,1,BUF,IND,--,--,5000,13.4
63,8355,Julian Edelman,WR,1,NE,PIT,--,--,6600,13.2
64,8358,Brian Hoyer,QB,1,HOU,KC,--,--,5100,12.5
65,16491,Richard Rodgers,TE,1,GB,CHI,--,--,2500,12.5
66,16020,Jarvis Landry,WR,1,MIA,WAS,--,--,5600,12.5
67,13723,Nick Foles,QB,1,LA,SEA,--,--,5300,12.4
68,14187,Alshon Jeffery,WR,1,CHI,GB,--,--,8300,12.4
69,11063,Emmanuel Sanders,WR,1,DEN,BAL,--,--,7900,12.4
70,1810,Owen Daniels,TE,1,DEN,BAL,--,--,3400,12.3
71,16608,Austin Seferian-Jenkins,TE,1,TB,TEN,--,--,3400,12.3
72,9369,Justin Forsett,RB,1,BAL,DEN,--,--,6200,12.2
73,12751,Charles Clay,TE,1,BUF,IND,--,--,3700,12.2
74,15207,Benjamin Cunningham,RB,1,LA,SEA,--,--,3000,12.2
75,14005,TY Hilton,WR,1,IND,BUF,--,--,7600,12.2
76,5282,Josh McCown,QB,1,CLE,NYJ,--,--,5200,12.1
77,14122,Ladarius Green,TE,1,SD,DET,--,--,3500,12.1
78,14986,DeAndre Hopkins,WR,1,HOU,KC,--,--,7400,12.1
79,3519,Vincent Jackson,WR,1,TB,TEN,--,--,6000,12.1
80,16451,Eric Ebron,TE,1,DET,SD,--,--,2900,12
81,11611,Golden Tate,WR,1,DET,SD,--,--,6300,12
82,13997,Coby Fleener,TE,1,IND,BUF,--,--,3400,11.9
83,15076,Keenan Allen,WR,1,SD,DET,--,--,7100,11.9
84,16816,Maxx Williams,TE,1,BAL,DEN,--,--,2700,11.4
85,16263,Allen Robinson,WR,1,JAX,CAR,--,--,5400,11.3
86,8914,Jeremy Maclin,WR,1,KC,HOU,--,--,6900,11.2
87,204,Roddy White,WR,1,ATL,PHI,--,--,6500,11.2
88,16765,Amari Cooper,WR,1,OAK,CIN,--,--,6700,11.2
89,4358,Steve Smith,WR,1,BAL,DEN,--,--,6400,11.2
90,11712,Anquan Boldin,WR,1,SF,MIN,--,--,6200,11.2
91,5571,Larry Fitzgerald,WR,1,ARI,NO,--,--,5500,11.2
92,11932,LeSean McCoy,RB,1,BUF,IND,--,--,7200,11.1
93,5,Carolina Panthers,DST,1,CAR,JAX,--,--,3100,11
94,11667,Brandon Marshall,WR,1,NYJ,CLE,--,--,6600,11
95,2429,Andre Johnson,WR,1,IND,BUF,--,--,6100,10.8
96,15224,Andre Ellington,RB,1,ARI,NO,--,--,6400,10.6
97,3943,DeSean Jackson,WR,1,WAS,MIA,--,--,6800,10.4
98,13957,Kendall Wright,WR,1,TEN,TB,--,--,5100,10.4
99,13337,Mark Ingram,RB,1,NO,ARI,--,--,5600,10.3
100,15071,Latavius Murray,RB,1,OAK,CIN,--,--,5700,10.1
101,8649,Rashad Jennings,RB,1,NYG,DAL,--,--,5100,10.1
102,64,Miami Dolphins,DST,1,MIA,WAS,--,--,3000,10
103,12,Green Bay Packers,DST,1,GB,CHI,--,--,3000,10
104,14242,Rueben Randle,WR,1,NYG,DAL,--,--,5100,10
105,16640,John Brown,WR,1,ARI,NO,--,--,4500,9.9
106,5094,Marques Colston,WR,1,NO,ARI,--,--,6000,9.9
107,16003,Sammy Watkins,WR,1,BUF,IND,--,--,7000,9.8
108,16470,Davante Adams,WR,1,GB,CHI,--,--,4400,9.8
109,16781,Nelson Agholor,WR,1,PHI,ATL,--,--,5700,9.7
110,14973,Markus Wheaton,WR,1,PIT,NE,--,--,3800,9.7
111,11182,Eric Decker,WR,1,NYJ,CLE,--,--,6000,9.5
112,8529,Mike Wallace,WR,1,MIN,SF,--,--,6000,9.4
113,5451,Jonathan Stewart,RB,1,CAR,JAX,--,--,5800,9.3
114,16797,TJ Yeldon,RB,1,JAX,CAR,--,--,5500,9.3
115,12323,Joique Bell,RB,1,DET,SD,--,--,5200,9.3
116,13460,Doug Baldwin,WR,1,SEA,LA,--,--,4600,9.3
117,6767,Pierre Garcon,WR,1,WAS,MIA,--,--,5200,9.3
118,16776,Melvin Gordon,RB,1,SD,DET,--,--,5500,9.2
119,7389,Eddie Royal,WR,1,CHI,GB,--,--,3900,9.2
120,15141,Charles Johnson,WR,1,MIN,SF,--,--,4900,9.1
