Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,11056,Antonio Brown,WR,14,PIT,CIN,4,9,8900,27.2
2,13320,Cam Newton,QB,14,CAR,ATL,6,2,7500,26.4
3,2428,Carson Palmer,QB,14,ARI,MIN,10,12,6500,23
4,16389,Odell Beckham Jr,WR,14,NYG,MIA,28,24,9100,22.2
5,14986,DeAndre Hopkins,WR,14,HOU,NE,10,18,8500,21.9
6,13291,Julio Jones,WR,14,ATL,CAR,3,7,8900,21.3
7,16524,Devonta Freeman,RB,14,ATL,CAR,3,12,7700,20.9
8,12845,AJ Green,WR,14,CIN,PIT,19,27,7900,20.8
9,14187,Alshon Jeffery,WR,14,CHI,WAS,17,25,6900,20.3
10,14536,Russell Wilson,QB,14,SEA,BAL,21,24,6300,20.1
11,11667,Brandon Marshall,WR,14,NYJ,TEN,18,22,7600,20
12,5571,Larry Fitzgerald,WR,14,ARI,MIN,10,14,7400,20
13,16263,Allen Robinson,WR,14,JAX,IND,29,30,8000,19.9
14,6029,Calvin Johnson,WR,14,DET,LA,9,3,7400,19.7
15,16245,Blake Bortles,QB,14,JAX,IND,29,23,6000,19.5
16,2593,Aaron Rodgers,QB,14,GB,DAL,8,8,7000,19.5
17,11197,Demaryius Thomas,WR,14,DEN,OAK,25,13,6800,19.4
18,3807,Ben Roethlisberger,QB,14,PIT,CIN,4,3,6800,19.3
19,11932,LeSean McCoy,RB,14,BUF,PHI,26,19,6100,19.3
20,7242,Drew Brees,QB,14,NO,TB,16,16,6800,19.1
21,16020,Jarvis Landry,WR,14,MIA,NYG,31,18,6300,19.1
22,7580,DeAngelo Williams,RB,14,PIT,CIN,4,10,6000,19
23,16568,Brandin Cooks,WR,14,NO,TB,16,19,6200,19
24,12841,Andy Dalton,QB,14,CIN,PIT,19,22,6600,19
25,12831,Tyrod Taylor,QB,14,BUF,PHI,26,30,5400,19
26,16135,Johnny Manziel,QB,14,CLE,SF,24,20,5000,19
27,9038,Matthew Stafford,QB,14,DET,LA,9,6,5800,18.9
28,16763,Marcus Mariota,QB,14,TEN,NYJ,7,10,5700,18.8
29,1658,Greg Olsen,TE,14,CAR,ATL,6,22,6900,18.8
30,8283,Ryan Fitzpatrick,QB,14,NYJ,TEN,18,26,5400,18.7
31,14385,Doug Martin,RB,14,TB,NO,32,30,6200,18.6
32,2699,Matt Forte,RB,14,CHI,WAS,17,14,6800,18.6
33,16597,Mike Evans,WR,14,TB,NO,32,24,7200,18.6
34,9906,Danny Amendola,WR,14,NE,HOU,12,13,5200,18.6
35,4314,Tom Brady,QB,14,NE,HOU,12,17,7800,18.6
36,16762,Jameis Winston,QB,14,TB,NO,32,32,5500,18.5
37,8972,Jay Cutler,QB,14,CHI,WAS,17,14,5100,18.5
38,4932,Eli Manning,QB,14,NYG,MIA,28,23,6100,18.4
39,13799,Ryan Tannehill,QB,14,MIA,NYG,31,28,5200,18.4
40,14053,Brock Osweiler,QB,14,DEN,OAK,25,27,5200,18.4
41,7175,Delanie Walker,TE,14,TEN,NYJ,7,2,5600,18.3
42,732,Matt Ryan,QB,14,ATL,CAR,3,4,6100,18.2
43,6739,Alex Smith,QB,14,KC,SD,22,13,5100,18.1
44,8358,Brian Hoyer,QB,14,HOU,NE,10,10,5200,18.1
45,12982,Blaine Gabbert,QB,14,SF,CLE,31,28,5100,18
46,17050,Thomas Rawls,RB,14,SEA,BAL,21,4,5800,18
47,16847,David Johnson,RB,14,ARI,MIN,10,7,4300,18
48,14005,TY Hilton,WR,14,IND,JAX,28,14,5900,18
49,8914,Jeremy Maclin,WR,14,KC,SD,22,6,5500,18
50,16003,Sammy Watkins,WR,14,BUF,PHI,26,32,6100,17.9
51,1034,Matt Hasselbeck,QB,14,IND,JAX,28,31,5200,17.8
52,16311,Derek Carr,QB,14,OAK,DEN,1,1,5600,17.7
53,4807,Adrian Peterson,RB,14,MIN,ARI,5,8,6900,17.7
54,11182,Eric Decker,WR,14,NYJ,TEN,18,22,6400,17.7
55,11063,Emmanuel Sanders,WR,14,DEN,OAK,25,13,5900,17.7
56,14252,Kirk Cousins,QB,14,WAS,CHI,13,19,5100,17.5
57,11270,Dez Bryant,WR,14,DAL,GB,15,12,6800,17.4
58,11712,Anquan Boldin,WR,14,SF,CLE,31,28,4000,17.4
59,13227,Randall Cobb,WR,14,GB,DAL,8,5,6300,17.3
60,13460,Doug Baldwin,WR,14,SEA,BAL,21,29,4500,17.1
61,5451,Jonathan Stewart,RB,14,CAR,ATL,6,28,5800,17
62,8244,Philip Rivers,QB,14,SD,KC,11,9,6000,16.9
63,16640,John Brown,WR,14,ARI,MIN,10,14,4500,16.7
64,8723,Matt Cassel,QB,14,DAL,GB,15,15,5100,16.7
65,16146,Martavis Bryant,WR,14,PIT,CIN,4,9,5700,16.6
66,11527,Sam Bradford,QB,14,PHI,BUF,20,18,5100,16.6
67,3943,DeSean Jackson,WR,14,WAS,CHI,13,9,4800,16.4
68,15048,Travis Kelce,TE,14,KC,SD,22,26,4700,16.2
