Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,2428,Carson Palmer,QB,7,ARI,BAL,30,32,6700,26.3
2,13320,Cam Newton,QB,7,CAR,PHI,9,9,6600,26.2
3,14986,DeAndre Hopkins,WR,7,HOU,MIA,17,20,8600,26
4,14008,Andrew Luck,QB,7,IND,NO,32,31,7600,24.2
5,7242,Drew Brees,QB,7,NO,IND,27,24,7000,22.5
6,8244,Philip Rivers,QB,7,SD,OAK,24,16,6500,22.4
7,4314,Tom Brady,QB,7,NE,NYJ,1,2,8500,22.4
8,13291,Julio Jones,WR,7,ATL,TEN,10,14,9100,22.4
9,14967,Le'Veon Bell,RB,7,PIT,KC,29,13,8400,21.9
10,16524,Devonta Freeman,RB,7,ATL,TEN,10,8,7900,21.9
11,16389,Odell Beckham Jr,WR,7,NYG,DAL,22,11,8700,20.7
12,11792,Arian Foster,RB,7,HOU,MIA,17,21,7500,20.4
13,5571,Larry Fitzgerald,WR,7,ARI,BAL,30,31,7400,20.3
14,14536,Russell Wilson,QB,7,SEA,SF,31,29,6500,20.1
15,15076,Keenan Allen,WR,7,SD,OAK,24,12,7700,20
16,6029,Calvin Johnson,WR,7,DET,MIN,5,9,7700,19.9
17,11056,Antonio Brown,WR,7,PIT,KC,29,32,7900,19.9
18,11667,Brandon Marshall,WR,7,NYJ,NE,13,26,7800,19.9
19,8355,Julian Edelman,WR,7,NE,NYJ,1,6,8200,19.5
20,1658,Greg Olsen,TE,7,CAR,PHI,9,2,6100,18.9
21,9038,Matthew Stafford,QB,7,DET,MIN,5,5,5700,18.7
22,16020,Jarvis Landry,WR,7,MIA,HOU,19,17,6200,18.7
23,14005,TY Hilton,WR,7,IND,NO,32,13,6500,18.6
24,732,Matt Ryan,QB,7,ATL,TEN,10,17,7200,18.5
25,4932,Eli Manning,QB,7,NYG,DAL,22,18,6800,18.5
26,13799,Ryan Tannehill,QB,7,MIA,HOU,19,28,5700,18.5
27,16245,Blake Bortles,QB,7,JAX,BUF,20,23,5400,18.3
28,8283,Ryan Fitzpatrick,QB,7,NYJ,NE,13,27,5200,18.3
29,6739,Alex Smith,QB,7,KC,PIT,16,19,5100,18.3
30,4358,Steve Smith,WR,7,BAL,ARI,6,19,6200,18.2
31,4807,Adrian Peterson,RB,7,MIN,DET,30,26,7600,18.1
32,11932,LeSean McCoy,RB,7,BUF,JAX,25,28,5500,18.1
33,16640,John Brown,WR,7,ARI,BAL,30,31,5500,18.1
34,15071,Latavius Murray,RB,7,OAK,SD,15,32,6100,18
35,16263,Allen Robinson,WR,7,JAX,BUF,20,23,6400,18
36,5282,Josh McCown,QB,7,CLE,LA,8,3,5200,18
37,16762,Jameis Winston,QB,7,TB,WAS,11,13,5100,17.8
38,16497,Teddy Bridgewater,QB,7,MIN,DET,30,22,5100,17.7
39,13337,Mark Ingram,RB,7,NO,IND,27,22,6300,17.7
40,10974,Rob Gronkowski,TE,7,NE,NYJ,1,4,8100,17.7
41,11527,Sam Bradford,QB,7,PHI,CAR,4,5,6100,17.6
42,13791,Lamar Miller,RB,7,MIA,HOU,19,23,4600,17.6
43,16141,Willie Snead,WR,7,NO,IND,27,30,4300,17.5
44,16311,Derek Carr,QB,7,OAK,SD,15,11,5300,17.4
45,611,Joe Flacco,QB,7,BAL,ARI,6,6,5700,17.4
46,8358,Brian Hoyer,QB,7,HOU,MIA,17,9,5300,17.3
47,12239,Chris Ivory,RB,7,NYJ,NE,13,6,5800,17.3
48,16771,Todd Gurley,RB,7,LA,CLE,26,30,5000,17.2
49,13124,DeMarco Murray,RB,7,PHI,CAR,4,19,6400,17.2
50,16568,Brandin Cooks,WR,7,NO,IND,27,30,5500,17.2
51,14868,EJ Manuel,QB,7,BUF,JAX,25,26,5100,17
52,16175,Zach Mettenberger,QB,7,TEN,ATL,14,7,5000,17
53,5820,Frank Gore,RB,7,IND,NO,32,27,4900,16.9
54,12386,Marshawn Lynch,RB,7,SEA,SF,31,25,6900,16.8
55,16232,Donte Moncrief,WR,7,IND,NO,32,13,5200,16.8
56,6767,Pierre Garcon,WR,7,WAS,TB,21,27,5000,16.8
57,14252,Kirk Cousins,QB,7,WAS,TB,21,21,5000,16.8
58,13887,Travis Benjamin,WR,7,CLE,LA,8,7,5400,16.6
59,9331,Michael Crabtree,WR,7,OAK,SD,15,3,4300,16.5
60,8723,Matt Cassel,QB,7,DAL,NYG,18,15,5000,16.4
61,16597,Mike Evans,WR,7,TB,WAS,11,22,6400,16.4
62,13723,Nick Foles,QB,7,LA,CLE,26,20,5100,16.1
63,11182,Eric Decker,WR,7,NYJ,NE,13,26,5300,16
64,16146,Martavis Bryant,WR,7,PIT,KC,29,32,4700,15.6
65,14971,Landry Jones,QB,7,PIT,KC,29,30,5100,15.5
66,8529,Mike Wallace,WR,7,MIN,DET,30,24,4200,15.4
67,11488,Jimmy Graham,TE,7,SEA,SF,31,21,5400,15.3
68,15088,Terrance Williams,WR,7,DAL,NYG,18,10,4200,15.3
69,12861,Jordan Cameron,TE,7,MIA,HOU,19,21,3300,14.8
70,14478,Michael Floyd,WR,7,ARI,BAL,30,31,3200,14.8
71,13162,Leonard Hankerson,WR,7,ATL,TEN,10,14,4200,14.7
72,13443,Colin Kaepernick,QB,7,SF,SEA,4,15,5000,14.4
73,15100,Jordan Reed,TE,7,WAS,TB,21,5,4200,14.4
74,5451,Jonathan Stewart,RB,7,CAR,PHI,9,3,4000,14
75,14269,Alfred Morris,RB,7,WAS,TB,21,17,3300,13.7
76,6828,Chris Johnson,RB,7,ARI,BAL,30,9,4300,13.3
77,9369,Justin Forsett,RB,7,BAL,ARI,6,5,6100,12.5
78,14385,Doug Martin,RB,7,TB,WAS,11,7,4900,11.9
79,16765,Amari Cooper,WR,7,OAK,SD,15,3,6500,11.5
80,12296,LeGarrette Blount,RB,7,NE,NYJ,1,1,4800,11.3
81,15974,Jordan Matthews,WR,7,PHI,CAR,4,5,6400,11.1
82,11611,Golden Tate,WR,7,DET,MIN,5,9,5200,11
83,12317,Danny Woodhead,RB,7,SD,OAK,24,10,4600,10.9
84,13957,Kendall Wright,WR,7,TEN,ATL,14,4,5200,10.8
85,15048,Travis Kelce,TE,7,KC,PIT,16,31,4900,10.6
86,7175,Delanie Walker,TE,7,TEN,ATL,14,26,3900,10.6
87,13027,Julius Thomas,TE,7,JAX,BUF,20,24,4500,10.3
88,3519,Vincent Jackson,WR,7,TB,WAS,11,22,5300,10.1
89,16838,Duke Johnson,RB,7,CLE,LA,8,20,4200,9.9
90,11712,Anquan Boldin,WR,7,SF,SEA,4,2,4500,9.5
91,16253,Allen Hurns,WR,7,JAX,BUF,20,23,5300,9.4
92,16906,Stefon Diggs,WR,7,MIN,DET,30,24,4200,9.2
93,722,Jason Witten,TE,7,DAL,NYG,18,28,4800,9.2
94,12780,Shane Vereen,RB,7,NYG,DAL,22,29,4300,9.2
95,16307,Charcandrick West,RB,7,KC,PIT,16,4,4200,9.1
96,8066,Darren McFadden,RB,7,DAL,NYG,18,24,3100,9.1
97,16866,Jamison Crowder,WR,7,WAS,TB,21,27,3700,9.1
98,5,Carolina Panthers,DST,7,CAR,PHI,--,--,3100,9
99,32,Los Angeles Rams,DST,7,LA,CLE,--,--,2400,9
100,13788,Rishard Matthews,WR,7,MIA,HOU,19,17,4300,9
101,4577,Gary Barnidge,TE,7,CLE,LA,8,9,4900,8.7
102,14242,Rueben Randle,WR,7,NYG,DAL,22,11,4400,8.7
103,12722,Kamar Aiken,WR,7,BAL,ARI,6,19,4400,8.7
104,12751,Charles Clay,TE,7,BUF,JAX,25,19,4300,8.7
105,14871,Robert Woods,WR,7,BUF,JAX,25,15,3300,8.7
106,13460,Doug Baldwin,WR,7,SEA,SF,31,30,4100,8.6
107,15085,Joseph Randle,RB,7,DAL,NYG,18,24,5500,8.5
108,10949,CJ Spiller,RB,7,NO,IND,27,22,3300,8.5
109,8649,Rashad Jennings,RB,7,NYG,DAL,22,29,4000,8.4
110,2950,Steve Johnson,WR,7,SD,OAK,24,12,3500,8.4
111,16451,Eric Ebron,TE,7,DET,MIN,5,23,3000,8.3
112,16797,TJ Yeldon,RB,7,JAX,BUF,20,16,4500,8.2
113,15126,Theo Riddick,RB,7,DET,MIN,5,9,3400,8.2
114,90,Seattle Seahawks,DST,7,SEA,SF,--,--,3800,8
115,37,Buffalo Bills,DST,7,BUF,JAX,--,--,3100,8
116,28,Pittsburgh Steelers,DST,7,PIT,KC,--,--,2600,8
117,16856,Matt Jones,RB,7,WAS,TB,21,17,3200,8
118,11756,Benjamin Watson,TE,7,NO,IND,27,14,3300,8
119,14141,Cole Beasley,WR,7,DAL,NYG,18,10,3200,7.9
120,13275,Kyle Rudolph,TE,7,MIN,DET,30,25,3100,7.9
121,12109,Ted Ginn,WR,7,CAR,PHI,9,29,3300,7.8
122,16083,Crockett Gillmore,TE,7,BAL,ARI,6,1,2500,7.5
123,7711,Malcom Floyd,WR,7,SD,OAK,24,12,3600,7.4
124,16776,Melvin Gordon,RB,7,SD,OAK,24,10,4200,7.3
125,16815,Ameer Abdullah,RB,7,DET,MIN,5,9,4000,7.3
126,8564,Nate Washington,WR,7,HOU,MIA,17,20,3000,7.3
127,16668,Carlos Hyde,RB,7,SF,SEA,4,3,4600,7.2
128,6198,Darren Sproles,RB,7,PHI,CAR,4,19,3800,7.2
129,1,Arizona Cardinals,DST,7,ARI,BAL,--,--,3600,7
130,21,New England Patriots,DST,7,NE,NYJ,--,--,3200,7
131,67,Minnesota Vikings,DST,7,MIN,DET,--,--,3000,7
132,97,Washington Redskins,DST,7,WAS,TB,--,--,2500,7
133,15782,Larry Donnell,TE,7,NYG,DAL,22,7,3300,7
134,14856,Zach Ertz,TE,7,PHI,CAR,4,8,3200,7
135,16163,Antonio Andrews,RB,7,TEN,ATL,14,31,3300,6.9
136,15215,Tavon Austin,WR,7,LA,CLE,26,19,4500,6.9
137,16801,Dorial Green-Beckham,WR,7,TEN,ATL,14,4,3200,6.8
138,2429,Andre Johnson,WR,7,IND,NO,32,13,4300,6.7
139,9906,Danny Amendola,WR,7,NE,NYJ,1,6,3500,6.7
140,14122,Ladarius Green,TE,7,SD,OAK,24,32,2900,6.7
141,5094,Marques Colston,WR,7,NO,IND,27,30,3400,6.7
142,14749,Jermaine Kearse,WR,7,SEA,SF,31,30,3600,6.6
143,13595,Bryan Walters,WR,7,JAX,BUF,20,23,3000,6.6
144,8532,Kenny Britt,WR,7,LA,CLE,26,19,3700,6.6
145,14828,Chris Hogan,WR,7,BUF,JAX,25,15,3300,6.6
146,16308,Albert Wilson,WR,7,KC,PIT,16,21,3000,6.6
147,16609,Charles Sims,RB,7,TB,WAS,11,7,3600,6.5
148,16345,Branden Oliver,RB,7,SD,OAK,24,10,3000,6.5
149,5084,Vernon Davis,TE,7,SF,SEA,4,31,3000,6.5
150,8534,Jared Cook,TE,7,LA,CLE,26,15,2800,6.4
151,13997,Coby Fleener,TE,7,IND,NO,32,29,3000,6.4
152,13117,Dwayne Harris,WR,7,NYG,DAL,22,11,3300,6.4
153,204,Roddy White,WR,7,ATL,TEN,10,14,3600,6.3
154,11313,Riley Cooper,WR,7,PHI,CAR,4,5,3000,6.3
155,6768,Lance Moore,WR,7,DET,MIN,5,9,3500,6.2
156,12830,Torrey Smith,WR,7,SF,SEA,4,2,4200,6.1
157,11256,Ryan Mathews,RB,7,PHI,CAR,4,19,3200,6.1
158,26,Philadelphia Eagles,DST,7,PHI,CAR,--,--,2700,6
159,11,Detroit Lions,DST,7,DET,MIN,--,--,2600,6
160,83,Oakland Raiders,DST,7,OAK,SD,--,--,2400,6
161,84,San Diego Chargers,DST,7,SD,OAK,--,--,2600,6
162,69,New Orleans Saints,DST,7,NO,IND,--,--,2000,6
163,95,Tampa Bay Buccaneers,DST,7,TB,WAS,--,--,2600,6
164,12847,Andrew Hawkins,WR,7,CLE,LA,8,7,3000,5.9
165,852,Jacob Tamme,TE,7,ATL,TEN,10,27,2900,5.8
166,11220,Dexter McCluster,RB,7,TEN,ATL,14,31,3200,5.7
167,14978,Justin Hunter,WR,7,TEN,ATL,14,4,3000,5.5
168,15256,Christine Michael,RB,7,DAL,NYG,18,24,3000,5.4
169,16127,Isaiah Crowell,RB,7,CLE,LA,8,20,3800,5.3
170,16178,Bishop Sankey,RB,7,TEN,ATL,14,31,3400,5.3
171,15224,Andre Ellington,RB,7,ARI,BAL,30,9,4300,5.3
172,15645,Khiry Robinson,RB,7,NO,IND,27,22,3000,5.3
173,13163,Roy Helu,RB,7,OAK,SD,15,32,3000,5.2
174,15196,Kenny Stills,WR,7,MIA,HOU,19,17,3000,5.2
175,15216,Stedman Bailey,WR,7,LA,CLE,26,19,3000,5.1
176,13,Houston Texans,DST,7,HOU,MIA,--,--,2900,5
177,2,Atlanta Falcons,DST,7,ATL,TEN,--,--,3300,5
178,64,Miami Dolphins,DST,7,MIA,HOU,--,--,2700,5
179,48,Dallas Cowboys,DST,7,DAL,NYG,--,--,2500,5
180,8330,Brian Hartline,WR,7,CLE,LA,8,7,3000,5
181,16837,Chris Conley,WR,7,KC,PIT,16,21,3000,5
182,15141,Charles Johnson,WR,7,MIN,DET,30,24,3000,5
183,16830,Tyler Lockett,WR,7,SEA,SF,31,30,3200,4.9
184,15207,Benjamin Cunningham,RB,7,LA,CLE,26,30,3300,4.8
185,15971,Josh Huff,WR,7,PHI,CAR,4,5,3200,4.8
