Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,13291,Julio Jones,WR,9,ATL,SF,26,30,9300,27.2
2,4314,Tom Brady,QB,9,NE,WAS,16,15,8500,26.9
3,8244,Philip Rivers,QB,9,SD,CHI,18,25,6900,26.2
4,13320,Cam Newton,QB,9,CAR,GB,12,9,6900,25.8
5,11056,Antonio Brown,WR,9,PIT,OAK,24,12,8100,22.8
6,16524,Devonta Freeman,RB,9,ATL,SF,26,29,8000,22.4
7,7242,Drew Brees,QB,9,NO,TEN,9,13,7200,22.2
8,16389,Odell Beckham Jr,WR,9,NYG,TB,23,29,8800,21.9
9,8355,Julian Edelman,WR,9,NE,WAS,16,22,8200,21.2
10,11197,Demaryius Thomas,WR,9,DEN,IND,27,25,7500,20.7
11,16771,Todd Gurley,RB,9,LA,MIN,7,5,6900,20.5
12,14187,Alshon Jeffery,WR,9,CHI,SD,21,9,6700,20.5
13,12845,AJ Green,WR,9,CIN,CLE,26,18,7600,20.2
14,11063,Emmanuel Sanders,WR,9,DEN,IND,27,25,7300,19.9
15,16597,Mike Evans,WR,9,TB,NYG,29,20,6800,19.8
16,11667,Brandon Marshall,WR,9,NYJ,JAX,25,17,7600,19.7
17,732,Matt Ryan,QB,9,ATL,SF,26,22,7100,19.2
18,2593,Aaron Rodgers,QB,9,GB,CAR,6,3,7400,19.1
19,3807,Ben Roethlisberger,QB,9,PIT,OAK,24,27,6600,18.8
20,16020,Jarvis Landry,WR,9,MIA,BUF,17,24,6300,18.7
21,1658,Greg Olsen,TE,9,CAR,GB,12,22,6500,18.6
22,12831,Tyrod Taylor,QB,9,BUF,MIA,22,21,5300,18.5
23,8972,Jay Cutler,QB,9,CHI,SD,21,17,5200,18.5
24,4932,Eli Manning,QB,9,NYG,TB,23,30,6900,18.4
25,13124,DeMarco Murray,RB,9,PHI,DAL,13,28,6400,18.3
26,13791,Lamar Miller,RB,9,MIA,BUF,17,17,5000,18.3
27,12841,Andy Dalton,QB,9,CIN,CLE,26,23,6200,18.3
28,16765,Amari Cooper,WR,9,OAK,PIT,15,15,6700,18.2
29,7328,Peyton Manning,QB,9,DEN,IND,27,20,6300,18.2
30,13227,Randall Cobb,WR,9,GB,CAR,6,5,6800,18.1
31,8283,Ryan Fitzpatrick,QB,9,NYJ,JAX,25,26,5200,18.1
32,16763,Marcus Mariota,QB,9,TEN,NO,32,32,5300,18
33,16311,Derek Carr,QB,9,OAK,PIT,15,14,5500,18
34,4807,Adrian Peterson,RB,9,MIN,LA,3,10,7300,17.9
35,13799,Ryan Tannehill,QB,9,MIA,BUF,17,19,5700,17.9
36,16906,Stefon Diggs,WR,9,MIN,LA,3,4,5300,17.8
37,14008,Andrew Luck,QB,9,IND,DEN,1,1,7000,17.7
38,16762,Jameis Winston,QB,9,TB,NYG,29,28,5200,17.7
39,11527,Sam Bradford,QB,9,PHI,DAL,13,9,5900,17.7
40,10974,Rob Gronkowski,TE,9,NE,WAS,16,7,8000,17.6
41,16568,Brandin Cooks,WR,9,NO,TEN,9,13,5800,17.6
42,14385,Doug Martin,RB,9,TB,NYG,29,21,5700,17.5
43,11182,Eric Decker,WR,9,NYJ,JAX,25,17,5300,17.5
44,9331,Michael Crabtree,WR,9,OAK,PIT,15,15,4900,17.5
45,11270,Dez Bryant,WR,9,DAL,PHI,8,27,7900,17.4
46,11932,LeSean McCoy,RB,9,BUF,MIA,22,23,5500,17.3
47,13337,Mark Ingram,RB,9,NO,TEN,9,7,6500,17.3
48,16263,Allen Robinson,WR,9,JAX,NYJ,4,16,6400,17.3
49,16497,Teddy Bridgewater,QB,9,MIN,LA,3,2,5100,17.3
50,16245,Blake Bortles,QB,9,JAX,NYJ,4,11,5400,17.1
51,12239,Chris Ivory,RB,9,NYJ,JAX,25,24,5900,17
52,14046,Ronnie Hillman,RB,9,DEN,IND,27,27,4600,17
53,4577,Gary Barnidge,TE,9,CLE,CIN,11,10,4800,16.8
54,14252,Kirk Cousins,QB,9,WAS,NE,13,18,5100,16.5
55,5451,Jonathan Stewart,RB,9,CAR,GB,12,19,4300,16.5
56,7884,Antonio Gates,TE,9,SD,CHI,18,5,4700,16.5
57,15071,Latavius Murray,RB,9,OAK,PIT,15,3,6000,16.4
58,16146,Martavis Bryant,WR,9,PIT,OAK,24,12,5500,16.4
59,7580,DeAngelo Williams,RB,9,PIT,OAK,24,15,5500,16.2
60,15138,Eddie Lacy,RB,9,GB,CAR,6,20,6100,16
61,14005,TY Hilton,WR,9,IND,DEN,1,2,6900,16
62,16141,Willie Snead,WR,9,NO,TEN,9,13,4800,15.9
63,7711,Malcom Floyd,WR,9,SD,CHI,18,25,3900,15.8
64,16253,Allen Hurns,WR,9,JAX,NYJ,4,16,5300,15.5
65,13788,Rishard Matthews,WR,9,MIA,BUF,17,24,4500,15.5
66,16232,Donte Moncrief,WR,9,IND,DEN,1,2,5400,15.4
67,16112,Jeremy Hill,RB,9,CIN,CLE,26,31,5200,15.3
68,16163,Antonio Andrews,RB,9,TEN,NO,32,22,3600,15.3
69,16003,Sammy Watkins,WR,9,BUF,MIA,22,21,5000,15.2
70,6302,James Jones,WR,9,GB,CAR,6,5,5600,14.8
71,7635,Heath Miller,TE,9,PIT,OAK,24,32,2700,14.6
72,11756,Benjamin Watson,TE,9,NO,TEN,9,19,4000,13.9
73,16491,Richard Rodgers,TE,9,GB,CAR,6,13,3000,13.9
74,16135,Johnny Manziel,QB,9,CLE,CIN,11,11,5000,13.4
75,14918,Tyler Eifert,TE,9,CIN,CLE,26,14,5400,13.3
76,12708,Dion Lewis,RB,9,NE,WAS,16,11,6400,13.3
77,8066,Darren McFadden,RB,9,DAL,PHI,8,4,4300,12.8
78,12296,LeGarrette Blount,RB,9,NE,WAS,16,11,4800,12.7
79,12982,Blaine Gabbert,QB,9,SF,ATL,11,5,5000,12
80,8723,Matt Cassel,QB,9,DAL,PHI,8,7,5000,11.1
81,13723,Nick Foles,QB,9,LA,MIN,7,12,5100,11
82,2950,Steve Johnson,WR,9,SD,CHI,18,25,3200,10.8
83,15100,Jordan Reed,TE,9,WAS,NE,13,6,4500,10.6
84,7175,Delanie Walker,TE,9,TEN,NO,32,27,4200,10.6
85,12317,Danny Woodhead,RB,9,SD,CHI,18,10,4800,10.5
86,15974,Jordan Matthews,WR,9,PHI,DAL,13,5,6400,10.5
87,1181,Martellus Bennett,TE,9,CHI,SD,21,20,4900,10.5
88,1810,Owen Daniels,TE,9,DEN,IND,27,21,2600,10.2
89,16867,Jeremy Langford,RB,9,CHI,SD,21,32,4000,10.1
90,16797,TJ Yeldon,RB,9,JAX,NYJ,4,1,4800,10.1
91,6767,Pierre Garcon,WR,9,WAS,NE,13,27,5000,10.1
92,16838,Duke Johnson,RB,9,CLE,CIN,11,18,4000,10
93,13887,Travis Benjamin,WR,9,CLE,CIN,11,10,5200,9.7
94,5820,Frank Gore,RB,9,IND,DEN,1,13,4800,9.6
95,15215,Tavon Austin,WR,9,LA,MIN,7,9,4800,9.4
96,3943,DeSean Jackson,WR,9,WAS,NE,13,27,5700,9.3
97,14242,Rueben Randle,WR,9,NYG,TB,23,29,4100,9.3
98,11463,Brandon LaFell,WR,9,NE,WAS,16,22,3200,9.3
99,16776,Melvin Gordon,RB,9,SD,CHI,18,10,4000,9.2
100,14916,Giovani Bernard,RB,9,CIN,CLE,26,31,4800,9.2
101,14856,Zach Ertz,TE,9,PHI,DAL,13,11,3200,8.9
102,12780,Shane Vereen,RB,9,NYG,TB,23,12,4400,8.8
103,722,Jason Witten,TE,9,DAL,PHI,8,2,5200,8.7
104,16470,Davante Adams,WR,9,GB,CAR,6,5,3900,8.5
105,14871,Robert Woods,WR,9,BUF,MIA,22,21,3500,8.5
106,15020,CJ Anderson,RB,9,DEN,IND,27,27,4100,8.4
107,13027,Julius Thomas,TE,9,JAX,NYJ,4,10,4200,8.4
108,12861,Jordan Cameron,TE,9,MIA,BUF,17,17,3300,8.3
109,852,Jacob Tamme,TE,9,ATL,SF,26,16,3000,8.3
110,12751,Charles Clay,TE,9,BUF,MIA,22,18,4200,8.2
111,15102,Chris Thompson,RB,9,WAS,NE,13,8,3300,8.1
112,13997,Coby Fleener,TE,9,IND,DEN,1,11,2800,8.1
113,32,Los Angeles Rams,DST,9,LA,MIN,--,--,3500,8
114,7,Cincinnati Bengals,DST,9,CIN,CLE,--,--,3200,8
115,11256,Ryan Mathews,RB,9,PHI,DAL,13,28,3700,7.9
116,10949,CJ Spiller,RB,9,NO,TEN,9,7,3100,7.9
117,12109,Ted Ginn,WR,9,CAR,GB,12,10,3500,7.9
118,16866,Jamison Crowder,WR,9,WAS,NE,13,27,3700,7.8
119,16609,Charles Sims,RB,9,TB,NYG,29,21,3600,7.7
120,15467,Kendall Gaskins,FB,9,SF,ATL,11,28,3000,7.5
121,8529,Mike Wallace,WR,9,MIN,LA,3,4,4100,7.5
122,13870,Marvin Jones,WR,9,CIN,CLE,26,18,4300,7.5
123,15118,Marquess Wilson,WR,9,CHI,SD,21,9,4000,7.5
124,8649,Rashad Jennings,RB,9,NYG,TB,23,12,3900,7.4
125,16856,Matt Jones,RB,9,WAS,NE,13,8,3200,7.2
126,14978,Justin Hunter,WR,9,TEN,NO,32,28,3000,7.2
127,12830,Torrey Smith,WR,9,SF,ATL,11,3,3900,7.1
128,49,Denver Broncos,DST,9,DEN,IND,--,--,3000,7
129,2,Atlanta Falcons,DST,9,ATL,SF,--,--,3400,7
130,21,New England Patriots,DST,9,NE,WAS,--,--,3300,7
131,37,Buffalo Bills,DST,9,BUF,MIA,--,--,2900,7
132,26,Philadelphia Eagles,DST,9,PHI,DAL,--,--,2700,7
133,69,New Orleans Saints,DST,9,NO,TEN,--,--,2200,7
134,15088,Terrance Williams,WR,9,DAL,PHI,8,27,4100,7
135,5094,Marques Colston,WR,9,NO,TEN,9,13,3400,7
136,6198,Darren Sproles,RB,9,PHI,DAL,13,28,3800,7
137,5084,Vernon Davis,TE,9,SF,ATL,27,21,2800,7
138,13443,Colin Kaepernick,QB,9,SF,ATL,11,5,5000,6.8
139,204,Roddy White,WR,9,ATL,SF,26,30,3900,6.8
140,16728,Dontrelle Inman,WR,9,SD,CHI,18,25,3000,6.8
141,11220,Dexter McCluster,RB,9,TEN,NO,32,22,3400,6.8
142,2429,Andre Johnson,WR,9,IND,DEN,1,2,4000,6.7
143,16175,Zach Mettenberger,QB,9,TEN,NO,32,32,5100,6.6
144,9906,Danny Amendola,WR,9,NE,WAS,16,22,4000,6.6
145,13878,Mohamed Sanu,WR,9,CIN,CLE,26,18,3200,6.5
146,6211,Harry Douglas,WR,9,TEN,NO,32,28,3000,6.4
147,14496,Garrett Celek,TE,9,SF,ATL,11,28,2500,6.3
148,13117,Dwayne Harris,WR,9,NYG,TB,23,29,3800,6.2
149,8534,Jared Cook,TE,9,LA,MIN,7,23,2600,6.2
150,16127,Isaiah Crowell,RB,9,CLE,CIN,11,18,3400,6.1
151,13275,Kyle Rudolph,TE,9,MIN,LA,3,8,2900,6.1
152,82,New York Jets,DST,9,NYJ,JAX,--,--,3100,6
153,48,Dallas Cowboys,DST,9,DAL,PHI,--,--,2700,6
154,16129,Taylor Gabriel,WR,9,CLE,CIN,11,10,3000,5.9
155,17754,Will Tye,TE,9,NYG,TB,23,26,2500,5.9
156,12506,James Starks,RB,9,GB,CAR,6,20,4200,5.8
157,8778,Brandon Myers,TE,9,TB,NYG,29,31,2500,5.7
158,13987,Dwayne Allen,TE,9,IND,DEN,1,11,2500,5.6
159,14269,Alfred Morris,RB,9,WAS,NE,13,8,3300,5.2
160,16801,Dorial Green-Beckham,WR,9,TEN,NO,32,28,3100,5.1
161,16553,Corey Brown,WR,9,CAR,GB,12,10,3000,5.1
162,12,Green Bay Packers,DST,9,GB,CAR,--,--,3200,5
163,67,Minnesota Vikings,DST,9,MIN,LA,--,--,3100,5
164,5,Carolina Panthers,DST,9,CAR,GB,--,--,3200,5
165,83,Oakland Raiders,DST,9,OAK,PIT,--,--,2300,5
166,15221,Zac Stacy,RB,9,NYJ,JAX,25,24,3000,5
167,15196,Kenny Stills,WR,9,MIA,BUF,17,24,3000,5
168,8532,Kenny Britt,WR,9,LA,MIN,7,9,3600,4.9
169,14973,Markus Wheaton,WR,9,PIT,OAK,24,12,3000,4.8
170,17292,Donteea Dye,WR,9,TB,NYG,29,20,3000,4.8
171,11313,Riley Cooper,WR,9,PHI,DAL,13,5,3000,4.7
172,12794,Jeremy Kerley,WR,9,NYJ,JAX,25,17,3000,4.7
173,14828,Chris Hogan,WR,9,BUF,MIA,22,21,3400,4.6
174,2220,Ahmad Bradshaw,RB,9,IND,DEN,1,13,3000,4.6
175,7857,Jerome Simpson,WR,9,SF,ATL,11,3,3000,4.5
176,14465,Jarius Wright,WR,9,MIN,LA,3,4,3000,4.4
177,15239,Vance McDonald,TE,9,SF,ATL,11,28,2500,4.4
178,15241,Quinton Patton,WR,9,SF,ATL,11,3,3000,4.4
179,4104,Jerricho Cotchery,WR,9,CAR,GB,12,10,3000,4.3
180,16868,Justin Hardy,WR,9,ATL,SF,26,30,3000,4.3
181,15216,Stedman Bailey,WR,9,LA,MIN,7,9,3000,4.3
182,15141,Charles Johnson,WR,9,MIN,LA,3,4,3000,4.2
183,15207,Benjamin Cunningham,RB,9,LA,MIN,7,5,3000,4.2
184,3382,Marcel Reece,FB,9,OAK,PIT,15,3,3000,4.2
185,14141,Cole Beasley,WR,9,DAL,PHI,8,27,3000,4.1
186,64,Miami Dolphins,DST,9,MIA,BUF,--,--,2900,4
187,84,San Diego Chargers,DST,9,SD,CHI,--,--,2600,4
188,28,Pittsburgh Steelers,DST,9,PIT,OAK,--,--,2600,4
189,14,Indianapolis Colts,DST,9,IND,DEN,--,--,2100,4
190,34,Tennessee Titans,DST,9,TEN,NO,--,--,2600,4
191,15971,Josh Huff,WR,9,PHI,DAL,13,5,3200,4
192,8771,Darrius Heyward-Bey,WR,9,PIT,OAK,24,12,3000,4
193,14594,Griff Whalen,WR,9,IND,DEN,1,2,3000,4
194,16829,Clive Walford,TE,9,OAK,PIT,15,30,2600,4
195,3330,Miles Austin,WR,9,PHI,DAL,13,5,3000,3.9
196,15072,Mychal Rivera,TE,9,OAK,PIT,15,30,2500,3.9
197,3061,Marcedes Lewis,TE,9,JAX,NYJ,4,10,2500,3.9
198,16802,Devin Funchess,WR,9,CAR,GB,12,10,3000,3.9
199,12548,Scott Chandler,TE,9,NE,WAS,16,7,2500,3.8
