Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,13291,Julio Jones,WR,17,ATL,NO,32,29,8500,27.6
2,11056,Antonio Brown,WR,17,PIT,CLE,27,27,9300,27.4
3,16389,Odell Beckham Jr,WR,17,NYG,PHI,30,32,9000,26
4,16524,Devonta Freeman,RB,17,ATL,NO,32,30,7600,23.4
5,4314,Tom Brady,QB,17,NE,MIA,29,20,7400,23.1
6,4932,Eli Manning,QB,17,NYG,PHI,30,31,5600,22.7
7,3807,Ben Roethlisberger,QB,17,PIT,CLE,27,27,6900,22.6
8,14986,DeAndre Hopkins,WR,17,HOU,JAX,28,16,8400,22.4
9,732,Matt Ryan,QB,17,ATL,NO,32,32,5500,22.4
10,13320,Cam Newton,QB,17,CAR,TB,18,16,7500,20.6
11,14536,Russell Wilson,QB,17,SEA,ARI,3,5,7000,20.4
12,11667,Brandon Marshall,WR,17,NYJ,BUF,17,20,7900,20
13,7580,DeAngelo Williams,RB,17,PIT,CLE,27,22,7100,19.8
14,16245,Blake Bortles,QB,17,JAX,HOU,7,12,6700,19.6
15,16568,Brandin Cooks,WR,17,NO,ATL,9,2,6400,19.5
16,12845,AJ Green,WR,17,CIN,BAL,19,30,7500,19.4
17,11197,Demaryius Thomas,WR,17,DEN,SD,16,5,6700,19.3
18,7242,Drew Brees,QB,17,NO,ATL,9,9,6700,19.2
19,16020,Jarvis Landry,WR,17,MIA,NE,10,19,6600,19.1
20,12722,Kamar Aiken,WR,17,BAL,CIN,5,12,5400,19.1
21,2593,Aaron Rodgers,QB,17,GB,MIN,11,14,6800,19
22,8283,Ryan Fitzpatrick,QB,17,NYJ,BUF,17,18,5400,18.9
23,5571,Larry Fitzgerald,WR,17,ARI,SEA,1,3,6600,18.9
24,16847,David Johnson,RB,17,ARI,SEA,1,1,6000,18.8
25,9038,Matthew Stafford,QB,17,DET,CHI,15,26,6200,18.7
26,2428,Carson Palmer,QB,17,ARI,SEA,1,2,6500,18.7
27,12831,Tyrod Taylor,QB,17,BUF,NYJ,6,6,5300,18.6
28,16263,Allen Robinson,WR,17,JAX,HOU,7,7,7800,18.5
29,11527,Sam Bradford,QB,17,PHI,NYG,31,30,5300,18.4
30,6029,Calvin Johnson,WR,17,DET,CHI,15,8,6900,18.4
31,11611,Golden Tate,WR,17,DET,CHI,15,8,5700,18.4
32,7175,Delanie Walker,TE,17,TEN,IND,26,19,5600,18.3
33,16146,Martavis Bryant,WR,17,PIT,CLE,27,27,5300,18.2
34,8914,Jeremy Maclin,WR,17,KC,OAK,23,11,6400,18.1
35,16003,Sammy Watkins,WR,17,BUF,NYJ,6,17,6700,18
36,13460,Doug Baldwin,WR,17,SEA,ARI,3,9,6700,17.9
