Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,7242,Drew Brees,QB,2,NO,TB,29,30,7800,22.8
2,11056,Antonio Brown,WR,2,PIT,SF,2,9,8800,22.8
3,16389,Odell Beckham Jr,WR,2,NYG,ATL,19,18,8800,20.6
4,7969,Jamaal Charles,RB,2,KC,DEN,1,8,7600,20
5,2593,Aaron Rodgers,QB,2,GB,SEA,17,24,8300,20
6,14008,Andrew Luck,QB,2,IND,NYJ,2,4,8200,19.9
7,14536,Russell Wilson,QB,2,SEA,GB,20,15,7300,19.8
8,732,Matt Ryan,QB,2,ATL,NYG,27,27,7400,19.3
9,13799,Ryan Tannehill,QB,2,MIA,JAX,6,10,7000,19.2
10,3807,Ben Roethlisberger,QB,2,PIT,SF,2,5,7200,19
11,13124,DeMarco Murray,RB,2,PHI,DAL,12,17,7000,18.8
12,4932,Eli Manning,QB,2,NYG,ATL,19,13,7100,18.8
13,3867,Tony Romo,QB,2,DAL,PHI,23,20,7100,18.5
14,8244,Philip Rivers,QB,2,SD,CIN,7,11,6700,18.5
15,8972,Jay Cutler,QB,2,CHI,ARI,18,19,6000,18.4
16,9038,Matthew Stafford,QB,2,DET,MIN,13,7,6800,18.3
17,16497,Teddy Bridgewater,QB,2,MIN,DET,32,25,6400,18.3
18,2428,Carson Palmer,QB,2,ARI,CHI,25,28,6700,18.1
19,13337,Mark Ingram,RB,2,NO,TB,29,22,5900,18
20,12386,Marshawn Lynch,RB,2,SEA,GB,20,23,7200,17.9
21,2699,Matt Forte,RB,2,CHI,ARI,18,19,7700,17.9
22,7328,Peyton Manning,QB,2,DEN,KC,23,25,7500,17.9
23,4314,Tom Brady,QB,2,NE,BUF,11,21,7500,17.9
24,10974,Rob Gronkowski,TE,2,NE,BUF,11,19,7300,17.8
25,11527,Sam Bradford,QB,2,PHI,DAL,12,4,6900,17.7
26,16112,Jeremy Hill,RB,2,CIN,SD,14,29,7400,17.7
27,611,Joe Flacco,QB,2,BAL,OAK,28,23,6400,17.7
28,12841,Andy Dalton,QB,2,CIN,SD,14,14,5800,17.5
29,15138,Eddie Lacy,RB,2,GB,SEA,17,8,7200,17.4
30,15020,CJ Anderson,RB,2,DEN,KC,23,9,6700,17.4
31,11488,Jimmy Graham,TE,2,SEA,GB,20,22,5800,17.2
32,16815,Ameer Abdullah,RB,2,DET,MIN,13,31,4500,17.1
33,722,Jason Witten,TE,2,DAL,PHI,23,7,4300,17.1
34,14918,Tyler Eifert,TE,2,CIN,SD,14,21,4200,17
35,13443,Colin Kaepernick,QB,2,SF,PIT,30,32,6600,16.8
36,15048,Travis Kelce,TE,2,KC,DEN,1,9,5100,16.4
37,1181,Martellus Bennett,TE,2,CHI,ARI,18,5,4500,15.8
38,13320,Cam Newton,QB,2,CAR,HOU,24,29,7200,15.5
39,12861,Jordan Cameron,TE,2,MIA,JAX,6,6,4000,15.1
40,1658,Greg Olsen,TE,2,CAR,HOU,24,29,4900,15
41,13291,Julio Jones,WR,2,ATL,NYG,27,11,8900,15
42,16763,Marcus Mariota,QB,2,TEN,CLE,21,12,6000,14.7
43,16668,Carlos Hyde,RB,2,SF,PIT,30,12,5100,14.7
44,15782,Larry Donnell,TE,2,NYG,ATL,19,10,3100,14.6
45,13275,Kyle Rudolph,TE,2,MIN,DET,32,25,3500,14.3
46,7635,Heath Miller,TE,2,PIT,SF,2,12,3500,14.3
47,11197,Demaryius Thomas,WR,2,DEN,KC,23,32,8400,14.3
48,16245,Blake Bortles,QB,2,JAX,MIA,9,3,5300,14.3
49,12296,LeGarrette Blount,RB,2,NE,BUF,11,2,5000,14.2
50,14122,Ladarius Green,TE,2,SD,CIN,7,3,3500,14.2
51,14856,Zach Ertz,TE,2,PHI,DAL,12,11,3600,14.2
52,16135,Johnny Manziel,QB,2,CLE,TEN,10,16,5200,14.2
53,16762,Jameis Winston,QB,2,TB,NO,31,31,5600,13.8
54,6029,Calvin Johnson,WR,2,DET,MIN,13,2,8200,13.7
55,12831,Tyrod Taylor,QB,2,BUF,NE,26,22,6200,13.6
56,8283,Ryan Fitzpatrick,QB,2,NYJ,IND,16,15,5500,13.6
57,14252,Kirk Cousins,QB,2,WAS,LA,15,17,5500,13.4
58,6739,Alex Smith,QB,2,KC,DEN,1,1,6300,13.3
59,13723,Nick Foles,QB,2,LA,WAS,8,9,5500,13.3
60,12771,Ryan Mallett,QB,2,HOU,CAR,3,6,5100,13.2
61,16311,Derek Carr,QB,2,OAK,BAL,5,2,5500,13.2
62,13227,Randall Cobb,WR,2,GB,SEA,17,16,7400,13.1
63,16568,Brandin Cooks,WR,2,NO,TB,29,26,7000,13
64,12845,AJ Green,WR,2,CIN,SD,14,5,7500,12.9
65,11063,Emmanuel Sanders,WR,2,DEN,KC,23,32,7600,12.9
66,15076,Keenan Allen,WR,2,SD,CIN,7,6,7100,12.8
67,11611,Golden Tate,WR,2,DET,MIN,13,2,6300,12.7
68,8355,Julian Edelman,WR,2,NE,BUF,11,24,6700,12.6
69,7580,DeAngelo Williams,RB,2,PIT,SF,2,9,5300,12.4
70,5571,Larry Fitzgerald,WR,2,ARI,CHI,25,28,5400,12.4
71,16020,Jarvis Landry,WR,2,MIA,JAX,6,20,5900,12.4
72,16597,Mike Evans,WR,2,TB,NO,31,23,7400,12.3
