"Place_lo","Place_hi","Payout"
"1","1","50000"
"2","2","25000"
"3","3","15000"
"4","4","10000"
"5","5","5000"
"6","6","3000"
"7","7","2000"
"8","8","1500"
"9","10","1000"
"11","15","750"
"16","25","500"
"26","40","400"
"41","65","300"
"66","100","250"
"101","150","200"
"151","225","150"
"226","350","120"
"351","525","100"
"526","795","80"
"796","1220","70"
"1221","2060","60"
