"Mike Trout_LAA","Paul Goldschmidt_ARI","Miguel Cabrera_DET","AJ Pollock_ARI","Jake Lamb_ARI","Andrew McCutchen_PIT","Gregory Polanco_PIT","Joey Votto_CIN","Ian Kinsler_DET","JD Martinez_DET","Billy Hamilton_CIN","Justin Upton_DET","Starling Marte_PIT","Yasmany Tomas_ARI","Adam Duvall_CIN","Josh Harrison_PIT","Chris Owings_ARI","Hunter Pence_SF","Josh Bell_PIT","Buster Posey_SF","Eugenio Suarez_CIN","Nicholas Castellanos_DET","Eduardo Nunez_SF","Brandon Belt_SF","Zack Cozart_CIN","Albert Pujols_LAA","David Peralta_ARI","Brandon Drury_ARI","Denard Span_SF","Joe Panik_SF","Kole Calhoun_LAA","Francisco Cervelli_PIT","Christian Arroyo_SF","Victor Martinez_DET","Cameron Maybin_LAA","Brandon Crawford_SF","Alex Avila_DET","CJ Cron_LAA","Alen Hanson_PIT","Luis Valbuena_LAA","Yunel Escobar_LAA","Jefry Marte_LAA","Tyler Collins_DET","Jeremy Hazelbaker_ARI","Jose Peraza_CIN","Chris Herrmann_ARI","Scooter Gennett_CIN","Jarrett Parker_SF","Scott Schebler_CIN","Jim Adduci_DET","Ben Revere_LAA","David Freese_PIT","Jordy Mercer_PIT","Socrates Brito_ARI","Adam Frazier_PIT","Nick Hundley_SF","Andrelton Simmons_LAA","Gregor Blanco_ARI","John Jaso_PIT","Chris Iannetta_ARI","Danny Ortiz_PIT","Kevin Newman_PIT","Arismendy Alcantara_CIN","Mac Williamson_SF","Danny Espinosa_LAA","Jose Osuna_PIT","Aaron Hill_SF","Gorkys Hernandez_SF","Kelby Tomlinson_SF","JaCoby Jones_DET","James McCann_DET","Nick Ahmed_ARI","Jesse Winker_CIN","Phillip Ervin_CIN","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Elias Diaz_PIT","Phil Gosselin_PIT","Jose Iglesias_DET","Daniel Descalso_ARI","Conor Gillaspie_SF","Gift Ngoepe_PIT","Justin Ruggiano_SF","Drew Stubbs_SF","Devin Mesoraco_CIN","Chris Bostick_PIT","Max Moroff_PIT","Michael Morse_SF","Tucker Barnhart_CIN","Martin Maldonado_LAA","Juan Graterol_LAA","Jeff Mathis_ARI","Chris Stewart_PIT","John Bormann_PIT","Tim Federowicz_SF","Patrick Kivlehan_CIN","Andrew Romine_DET","Carlos Perez_LAA","Cliff Pennington_LAA","Chris Marrero_SF","Stuart Turner_CIN"
28.951566951567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3384615384615,0,0,0,0,4.54,0,0,0,-5.22222222222222,0,0,-6.17948717948718,0,0,6.47692307692308,-1.71428571428571,0,0,0,0,0,0,0,0,12.1333333333333,0,0,0,0,0,-5.71384615384615,0,0,0,0,0,0,0,6.80434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.81168831168831,10.5,0,0,0,0,0,0,0,25,0,0
0,76.2348484848485,0,33.5185185185185,4.53448275862069,0,0,0,0,0,0,0,0,-1.72166666666667,0,0,3.02380952380952,0,0,0,0,0,0,0,0,0,23.4166666666667,14.0655270655271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666666666667,0,13.9444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.6363636363636,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,11.6818181818182,0,0,0,0,0,0,0,0,0,0,0,1.21428571428571,0,0,0,0,0,0,0,0,0
0,0,53.2426470588235,0,0,0,0,0,3.15909090909091,0,0,16.5238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.17142857142857,0,0,28.1,0,0,0,0,0,-5.39393939393939,0,0,0,0,0,0,-8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,0.636363636363636,0,0,0,-10,0,14,0,0,22.6857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.9166666666667,0,0,0,0
0,33.5185185185185,0,59.9729064039409,-6.08,0,0,0,0,0,0,0,0,-12.6816666666667,0,0,-6.05840455840456,0,0,0,0,0,0,0,0,0,9.24736842105263,11.4076086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.1,0,0,0,0,0,0,0,0,0,0,0,20.5757575757576,0,0,0,0,0,0,0,0,18.1785714285714,0,0,0,0,0,0,0,0,0,0,0,8.86190476190476,0,0,0,0,0,0,0,0,0
0,4.53448275862069,0,-6.08,51.9784946236559,0,0,0,0,0,0,0,0,-1.10671936758893,0,0,-22.8646153846154,0,0,0,0,0,0,0,0,0,21.6014492753623,5.71333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,41.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11111111111111,0,0,0,0,0,0,0,0,0,0,0,-23.1043956043956,0,0,0,0,0,0,0,0,-30.7083333333333,0,0,0,0,0,0,0,0,0,0,0,-4.48571428571429,0,0,0,0,0,0,0,0,0
0,0,0,0,0,38.616091954023,-2.895,0,0,0,0,0,10.8272727272727,0,0,12.8817663817664,0,0,-10.6,0,0,0,0,0,0,0,0,0,0,0,0,6.84415584415584,0,0,0,0,0,0,18.8,0,0,0,0,0,0,0,0,0,0,0,0,11.1238095238095,7.92195767195767,0,22.8,0,0,0,-22.0694444444444,0,0,0,0,0,0,4.73636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0
0,0,0,0,0,-2.895,36.0446153846154,0,0,0,0,0,-2.97619047619048,0,0,-13.3982683982684,0,0,3.73122529644269,0,0,0,0,0,0,0,0,0,0,0,0,-5.55228758169935,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,-2.07272727272727,6.28666666666667,0,-2.88095238095238,0,0,0,7.625,0,0,0,0,0,0,6.47272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85714285714286,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,63.7290322580645,0,0,-0.880541871921182,0,0,0,-3.65740740740741,0,0,0,0,0,4.63492063492064,0,0,0,6.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8531746031746,0,-11.9090909090909,0,-0.376847290640394,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,0,0,0,2.2034632034632,0,0,0,0,0,0,-9.83333333333333,0,0,0,0,5.33333333333333
0,0,3.15909090909091,0,0,0,0,0,48.9619047619048,0,0,22.233918128655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1738095238095,0,0,39.8409090909091,0,0,0,0,0,17.6285714285714,0,0,0,0,0,0,31.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.66666666666667,31.1060606060606,0,0,0,12.5,-6.5,-0.2,0,0,-9.78095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7954545454545,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
