"Place_lo","Place_hi","Payout"
"1","1","30000"
"2","2","15000"
"3","3","10000"
"4","4","7000"
"5","5","5000"
"6","6","3500"
"7","7","2500"
"8","8","2000"
"9","10","1500"
"11","15","1250"
"16","25","1000"
"26","35","750"
"36","50","500"
"51","75","400"
"76","125","300"
"126","200","250"
"201","325","200"
"326","550","150"
"551","1000","110"
"1001","1750","85"
