"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Yu Darvish",11000,"TEX@SD 03:40PM ET",21.164,"TEX"
"SP","Cole Hamels",9800,"TEX@SD 03:40PM ET",10.817,"TEX"
"SP","Jake Arrieta",8400,"CHC@COL 02:10PM ET",14.144,"CHC"
"SP","Tyson Ross",8200,"TEX@SD 03:40PM ET",0,"TEX"
"SP","A.J. Griffin",8000,"TEX@SD 03:40PM ET",18.788,"TEX"
"SP","John Lackey",7400,"CHC@COL 02:10PM ET",12.679,"CHC"
"SP","Jon Lester",7200,"CHC@COL 02:10PM ET",16.114,"CHC"
"SP","Jon Gray",7000,"CHC@COL 02:10PM ET",7.65,"COL"
"SP","Antonio Senzatela",6700,"CHC@COL 02:10PM ET",13.186,"COL"
"SP","Kyle Hendricks",6200,"CHC@COL 02:10PM ET",12.171,"CHC"
"SP","Martin Perez",5900,"TEX@SD 03:40PM ET",9.307,"TEX"
"SP","Jered Weaver",5800,"TEX@SD 03:40PM ET",6.717,"SD"
"SP","Andrew Cashner",5800,"TEX@SD 03:40PM ET",10.18,"TEX"
"1B","Anthony Rizzo",5800,"CHC@COL 02:10PM ET",8.625,"CHC"
"OF","Charlie Blackmon",5800,"CHC@COL 02:10PM ET",10.212,"COL"
"SP","Tyler Wagner",5700,"TEX@SD 03:40PM ET",0,"TEX"
"SP","Kyle Freeland",5700,"CHC@COL 02:10PM ET",13.383,"COL"
"3B","Kris Bryant",5700,"CHC@COL 02:10PM ET",10.094,"CHC"
"SP","Zach Lee",5600,"TEX@SD 03:40PM ET",4.8,"SD"
"SP","Chad Bettis",5600,"CHC@COL 02:10PM ET",0,"COL"
"SP","Jhoulys Chacin",5500,"TEX@SD 03:40PM ET",10.188,"SD"
"3B","Nolan Arenado",5500,"CHC@COL 02:10PM ET",9.156,"COL"
"SP","Tyler Anderson",5500,"CHC@COL 02:10PM ET",10.021,"COL"
"SP","Tyler Chatwood",5400,"CHC@COL 02:10PM ET",14.036,"COL"
"SP","Clayton Richard",5200,"TEX@SD 03:40PM ET",10.186,"SD"
"SP","Luis Perdomo",5100,"TEX@SD 03:40PM ET",12.063,"SD"
"SP","Chi Chi Gonzalez",5100,"TEX@SD 03:40PM ET",0,"TEX"
"OF","Ian Desmond",5000,"CHC@COL 02:10PM ET",8.714,"COL"
"SP","Robbie Erlin",4900,"TEX@SD 03:40PM ET",0,"SD"
"OF","Kyle Schwarber",4900,"CHC@COL 02:10PM ET",6.903,"CHC"
"2B/OF","Ben Zobrist",4800,"CHC@COL 02:10PM ET",6.448,"CHC"
"SP","Christian Friedrich",4700,"TEX@SD 03:40PM ET",0,"SD"
"2B","Javier Baez",4700,"CHC@COL 02:10PM ET",6.714,"CHC"
"OF","David Dahl",4600,"CHC@COL 02:10PM ET",0,"COL"
"SS","Trevor Story",4600,"CHC@COL 02:10PM ET",6.469,"COL"
"C","Willson Contreras",4600,"CHC@COL 02:10PM ET",5.222,"CHC"
"OF","Jason Heyward",4600,"CHC@COL 02:10PM ET",6.643,"CHC"
"SP","Jarred Cosart",4500,"TEX@SD 03:40PM ET",4.117,"SD"
"SP","Jake Esch",4500,"TEX@SD 03:40PM ET",-1.2,"SD"
"RP","Yohander Mendez",4500,"TEX@SD 03:40PM ET",0,"TEX"
"SS","Addison Russell",4500,"CHC@COL 02:10PM ET",7.333,"CHC"
"2B","DJ LeMahieu",4500,"CHC@COL 02:10PM ET",6.121,"COL"
"OF","Carlos Gonzalez",4500,"CHC@COL 02:10PM ET",4.759,"COL"
"1B","Wil Myers",4400,"TEX@SD 03:40PM ET",9.424,"SD"
"OF","Albert Almora Jr.",4400,"CHC@COL 02:10PM ET",4.75,"CHC"
"SP","Nick Martinez",4300,"TEX@SD 03:40PM ET",9.038,"TEX"
"1B","Mark Reynolds",4300,"CHC@COL 02:10PM ET",9.719,"COL"
"RP","Matt Bush",4200,"TEX@SD 03:40PM ET",4.88,"TEX"
"RP","Jeremy Jeffress",4200,"TEX@SD 03:40PM ET",0.774,"TEX"
"RP","Tony Barnette",4200,"TEX@SD 03:40PM ET",1.508,"TEX"
"SP","Austin Bibens-Dirkx",4200,"TEX@SD 03:40PM ET",0,"TEX"
"RP","Sam Dyson",4200,"TEX@SD 03:40PM ET",-1.6,"TEX"
"RP","Tanner Scheppers",4200,"TEX@SD 03:40PM ET",0,"TEX"
"RP","Anthony Bass",4200,"TEX@SD 03:40PM ET",-5.825,"TEX"
"RP","Dario Alvarez",4200,"TEX@SD 03:40PM ET",2.865,"TEX"
"RP","Alex Claudio",4200,"TEX@SD 03:40PM ET",2.658,"TEX"
"RP","Jose Leclerc",4200,"TEX@SD 03:40PM ET",4.965,"TEX"
"2B","Rougned Odor",4200,"TEX@SD 03:40PM ET",6.182,"TEX"
"RP","Keone Kela",4200,"TEX@SD 03:40PM ET",2.395,"TEX"
"C","Miguel Montero",4200,"CHC@COL 02:10PM ET",6,"CHC"
"OF","Jon Jay",4200,"CHC@COL 02:10PM ET",4.704,"CHC"
"SP","German Marquez",4200,"CHC@COL 02:10PM ET",6.6,"COL"
"OF","Shin-soo Choo",4100,"TEX@SD 03:40PM ET",7.172,"TEX"
"RP","Craig Stammen",4100,"TEX@SD 03:40PM ET",2.629,"SD"
"RP","Ryan Buchter",4100,"TEX@SD 03:40PM ET",3.823,"SD"
"SP","Trevor Cahill",4100,"TEX@SD 03:40PM ET",21.617,"SD"
"RP","Brad Hand",4100,"TEX@SD 03:40PM ET",4.41,"SD"
