"Place_lo","Place_hi","Payout"
"1","1","50000"
"2","2","20000"
"3","3","10000"
"4","4","6000"
"5","5","4000"
"6","6","3000"
"7","8","2000"
"9","10","1500"
"11","12","1000"
"13","15","750"
"16","20","500"
"21","25","300"
"26","35","250"
"36","50","200"
"51","70","150"
"71","100","100"
"101","130","70"
"131","180","60"
"181","250","50"
"251","350","40"
"351","450","30"
"451","750","25"
"751","1750","20"
"1751","3800","15"
"3801","8500","12"
