"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B/OF","Cody Bellinger",5600,"LAA@LAD 10:10PM ET",11,"LAD","LAA",10.77,9.4,9.43,NA,"4","4",11
"SS","Corey Seager",5300,"LAA@LAD 10:10PM ET",9,"LAD","LAA",8.58,0,9.17,NA,"x","x",NA
"OF","Charlie Blackmon",5100,"COL@SF 10:15PM ET",10.462,"COL","SF",10.06,9.3,8.33,NA,"1","1",5
"3B","Nolan Arenado",4900,"COL@SF 10:15PM ET",9.139,"COL","SF",9.34,8.1,8.17,NA,"3","3",7
"1B","Paul Goldschmidt",4800,"STL@ARI 09:40PM ET",11.671,"ARI","STL",8.66,8.4,8.47,NA,"3","3",2
"OF","Nelson Cruz",4700,"PHI@SEA 10:10PM ET",8.467,"SEA","PHI",8.02,7.3,9.56,NA,"4","4",0
"3B","Justin Turner",4700,"LAA@LAD 10:10PM ET",9.236,"LAD","LAA",9.1,0,8.76,NA,"x","x",NA
"1B","Freddie Freeman",4600,"ATL@SD 10:10PM ET",12.514,"ATL","SD",NA,0,NA,NA,"x","x",NA
"2B","Robinson Cano",4500,"PHI@SEA 10:10PM ET",8.333,"SEA","PHI",8.1,8.9,9.55,NA,"3","3",3
"OF","Mitch Haniger",4500,"PHI@SEA 10:10PM ET",10.486,"SEA","PHI",7.19,6.8,7.79,NA,"2","6",0
"OF","Dexter Fowler",4500,"STL@ARI 09:40PM ET",8.075,"STL","ARI",NA,0,NA,NA,"x","x",NA
"OF","David Peralta",4500,"STL@ARI 09:40PM ET",7.896,"ARI","STL",7.4,9.4,7.35,NA,"2","2",16
"OF","AJ Pollock",4500,"STL@ARI 09:40PM ET",9.135,"ARI","STL",NA,0,NA,NA,"x","x",NA
"3B","Jake Lamb",4500,"STL@ARI 09:40PM ET",9.877,"ARI","STL",8.72,9.4,7.01,NA,"4","4",15
"OF","Mike Trout",4500,"LAA@LAD 10:10PM ET",12.02,"LAA","LAD",NA,0,NA,NA,"x","x",NA
"OF","Ben Gamel",4400,"PHI@SEA 10:10PM ET",8.593,"SEA","PHI",NA,7.2,8.53,NA,"x","2",2
"OF","Tommy Pham",4400,"STL@ARI 09:40PM ET",8.717,"STL","ARI",NA,8.9,NA,NA,"2","2",10
"OF","Joc Pederson",4400,"LAA@LAD 10:10PM ET",6.86,"LAD","LAA",7.67,8.5,7.15,NA,"6","6",18
"3B","Jedd Gyorko",4300,"STL@ARI 09:40PM ET",7.746,"STL","ARI",6.37,8.4,7.17,NA,"4","4",11
"SS","Jean Segura",4200,"PHI@SEA 10:10PM ET",8.792,"SEA","PHI",7.07,7.3,9.74,NA,"1","1",18
"1B","Matt Adams",4200,"ATL@SD 10:10PM ET",6.769,"ATL","SD",7.62,9.1,6.31,NA,"5","5",7
"OF","Ender Inciarte",4200,"ATL@SD 10:10PM ET",8.373,"ATL","SD",7.28,8.3,6.59,NA,"1","1",7
"1B","Mark Reynolds",4200,"COL@SF 10:15PM ET",8.959,"COL","SF",8.08,7.6,7.22,NA,"4","4",23
"2B/OF","Chris Taylor",4100,"LAA@LAD 10:10PM ET",8.177,"LAD","LAA",NA,7,7.6,NA,"2","3",5
