"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Clayton Kershaw","P","LAD","vs WSH",2.81,"Strasburg, R 2.91","L",2.28,0,0,6.9,10,0.9,NA,12800,51.5,26.2,30.35,30.35,"%",60,2.4,32.15,2.5
"Zack Greinke","P","ARI","vs SD",3.4,"Perdomo, R 5.01","R",3.06,0,0,6.1,10.5,0.98,NA,12400,50.7,22.3,24.74,24.74,"%",42,2,20.45,1.6
"Stephen Strasburg","P","WSH","@ LAD",3.69,"Kershaw, L 2.28","R",2.91,0,0,6.8,9.8,1.04,NA,11400,43.9,23.9,23.27,23.27,"%",57,2,25.7,2.3
"Yu Darvish","P","TEX","vs NYM",4.23,"Wheeler, R 3.72","R",3.01,0,0,6.2,9.7,1.19,NA,10500,36.6,20.2,18.01,18.01,"%",54,1.7,25.5,2.4
"Jimmy Nelson","P","MIL","vs SF",4.34,"Blach, L 3.24","R",3.36,0,0,5.8,9.2,1.26,NA,7900,43,17.2,16.68,16.68,"%",23,2.1,18.1,2.3
"Michael Foltynewicz","P","ATL","vs PHI",4.18,"Eickhoff, R 5.28","R",3.9,0,0,5.2,8,1.34,NA,7700,35.9,13.3,13.48,13.48,"%",16,1.8,24.15,3.1
"Francisco Liriano","P","TOR","@ OAK",4.45,"Cotton, R 5.11","L",5.94,0,0,4.2,9.4,1.77,NA,7600,43.6,9.6,13.97,13.97,"%",0,1.8,11.05,1.5
"CC Sabathia","P","NYY","vs BOS",4.38,"Porcello, R 4.24","L",4.12,0,0,5.8,7.4,1.34,NA,7500,34.5,14.7,13.21,13.21,"%",28,1.8,29,3.9
"John Lackey","P","CHC","vs MIA",3.66,"Urena, R 3.80","R",4.9,0,0,5.8,9.3,1.38,NA,7400,35.3,15.2,16.46,16.46,"%",38,2.2,10.7,1.4
"Rick Porcello","P","BOS","@ NYY",4.62,"Sabathia, L 4.12","R",4.24,0,0,6.2,8.9,1.48,NA,7300,26,15.7,11.79,11.79,"%",55,1.6,8.85,1.2
"Zack Wheeler","P","NYM","@ TEX",5.27,"Darvish, R 3.01","R",3.72,0,0,5.6,8.2,1.35,NA,7200,19.2,14.7,9.7,9.7,"%",68,1.3,18.35,2.5
"Wade Miley","P","BAL","vs PIT",4,"Kuhl, R 6.02","L",2.82,0,0,5.5,8,1.43,NA,6900,35,14.7,13.74,13.74,"%",28,2,0,NA
"Lance Lynn","P","STL","@ CIN",4.74,"Arroyo, R 6.24","R",2.97,0,0,5.8,8.4,1.07,NA,6800,30,17.4,11.42,11.42,"%",47,1.7,14.25,2.1
"Ty Blach","P","SF","@ MIL",4.66,"Nelson, R 3.36","L",3.24,0,0,3.9,3.5,1.11,NA,6700,34.6,7.8,10.74,10.74,"%",0,1.6,4.1,0.6
"Trevor Bauer","P","CLE","@ COL",5.57,"Freeland, L 3.39","R",5.83,0,0,5.3,11.2,1.4,NA,6600,36.2,15.7,13.06,13.06,"%",26,2,-0.5,NA
"Jharel Cotton","P","OAK","vs TOR",4.55,"Liriano, L 5.94","R",5.11,0,0,5.5,8,1.42,NA,6500,30.2,12.4,11.3,11.3,"%",24,1.7,8.7,1.3
"Adalberto Mejia","P","MIN","@ SEA",4.83,"Gallardo, R 6.24","L",3.95,0,0,4.6,7.8,1.5,NA,6400,24.6,10.7,10.61,10.61,"%",35,1.7,11.65,1.8
"Jason Vargas","P","KC","vs HOU",4.76,"Diaz, R 27.00","L",2.08,0,0,6.3,7,1.1,NA,6100,34.2,19.9,12.78,12.78,"%",46,2.1,16.45,2.7
"Alex Meyer","P","LAA","@ DET",5.39,"Farmer, R 0.00","R",4.91,0,0,4.9,9.7,1.53,NA,6000,26.6,13,8.17,8.17,"%",29,1.4,26.7,4.5
"Luis Perdomo","P","SD","@ ARI",5.1,"Greinke, R 3.06","R",5.01,0,0,5.6,8.2,1.33,NA,5900,31.1,11.7,11.06,11.06,"%",14,1.9,-4.4,NA
"Jerad Eickhoff","P","PHI","@ ATL",4.82,"Foltynewicz, R 3.90","R",5.28,0,0,5.4,8,1.54,NA,5800,26.9,10.4,8.17,8.17,"%",10,1.4,10.25,1.8
"George Springer","OF","HOU","@ KC",4.76,"Vargas, L 2.08","R",0.276,0.364,0.235,0,0,0,1,5700,31.6,9.4,14.31,14.31,"%",54,2.5,9,1.6
"Yovani Gallardo","P","SEA","vs MIN",4.67,"Mejia, L 3.95","R",6.24,0,0,5.2,6.8,1.65,NA,5700,28.5,7.8,8.91,8.91,"%",0,1.6,12.95,2.3
"Carlos Correa","SS","HOU","@ KC",4.76,"Vargas, L 2.08","R",0.309,0.396,0.221,0,0,0,4,5600,29.3,9.5,14.16,14.16,"%",60,2.5,0,NA
"Chad Kuhl","P","PIT","@ BAL",5,"Miley, L 2.82","R",6.02,0,0,4.5,7.2,1.5,NA,5600,28.1,7.6,6.64,6.64,"%",0,1.2,12.45,2.2
"Jose Altuve","2B","HOU","@ KC",4.76,"Vargas, L 2.08","R",0.329,0.399,0.196,0,0,0,3,5500,29.7,9.7,13.44,13.44,"%",58,2.4,5,0.9
"Mike Pelfrey","P","CWS","@ TB",4.89,"Faria, R","R",3.86,0,0,5,5.2,1.16,NA,5500,23.9,10.1,7.02,7.02,"%",17,1.3,11.2,2
"Paul Goldschmidt","1B","ARI","vs SD",5.1,"Perdomo, R 5.01","R",0.305,0.431,0.262,0,0,0,3,5500,30.6,11,14.28,14.28,"%",63,2.6,14,2.5
"Charlie Blackmon","OF","COL","vs CLE",5.57,"Bauer, R 5.83","L",0.329,0.403,0.279,0,0,0,1,5400,33.6,10.7,16.24,16.24,"%",60,3,18,3.3
"Aaron Judge","OF","NYY","vs BOS",4.62,"Porcello, R 4.24","R",0.328,0.466,0.36,0,0,0,3,5300,32,11.5,12.99,12.99,"%",59,2.5,2,0.4
"Kyle Freeland","P","COL","vs CLE",5.43,"Bauer, R 5.83","L",3.39,0,0,5.8,5.4,1.35,NA,5300,23.1,12.9,9.09,9.09,"%",46,1.7,22.65,4.3
"Nolan Arenado","3B","COL","vs CLE",5.57,"Bauer, R 5.83","R",0.279,0.376,0.266,0,0,0,3,5300,31.1,9.1,15.61,15.61,"%",57,2.9,24,4.5
"J.D. Martinez","OF","DET","vs LAA",5.39,"Meyer, R 4.91","R",0.297,0.474,0.487,0,0,0,5,5200,38.3,11.8,12.99,12.99,"%",46,2.5,5,1
"Michael Conforto","OF","NYM","@ TEX",4.23,"Darvish, R 3.01","L",0.307,0.435,0.318,0,0,0,1,5100,31.5,9.8,11.75,11.75,"%",50,2.3,6,1.2
"Jake Lamb","3B","ARI","vs SD",5.1,"Perdomo, R 5.01","L",0.284,0.395,0.279,0,0,0,4,5100,29.3,10.2,12.85,12.85,"%",60,2.5,22,4.3
"Francisco Lindor","SS","CLE","@ COL",5.43,"Freeland, L 3.39","B",0.263,0.349,0.244,0,0,0,2,5100,31.4,8.6,15.43,15.43,"%",54,3,8,1.6
"Michael Brantley","OF","CLE","@ COL",5.43,"Freeland, L 3.39","L",0.303,0.357,0.135,0,0,0,3,5000,27.7,8.1,15.43,15.43,"%",62,3.1,0,NA
"Jose Urena","P","MIA","@ CHC",5.34,"Lackey, R 4.90","R",3.8,0,0,3.9,5.3,1.35,NA,4900,20.5,7.8,6.41,6.41,"%",10,1.3,15.65,3.2
"Elvis Andrus","SS","TEX","vs NYM",5.27,"Wheeler, R 3.72","R",0.303,0.354,0.167,0,0,0,3,4900,28.6,9.2,12.54,12.54,"%",56,2.6,3,0.6
"Joey Votto","1B","CIN","vs STL",4.74,"Lynn, R 2.97","L",0.282,0.415,0.277,0,0,0,3,4900,26.5,10.1,12.07,12.07,"%",64,2.5,19,3.9
"Jason Kipnis","2B","CLE","@ COL",5.43,"Freeland, L 3.39","L",0.232,0.298,0.181,0,0,0,1,4900,32.2,7.1,14.93,14.93,"%",39,3,0,NA
"Kris Bryant","3B","CHC","vs MIA",5.34,"Urena, R 3.80","R",0.277,0.405,0.272,0,0,0,2,4800,30.4,9.8,13.46,13.46,"%",57,2.8,2,0.4
"Travis Shaw","3B","MIL","vs SF",4.66,"Blach, L 3.24","L",0.292,0.369,0.238,0,0,0,4,4800,28,9.2,11.11,11.11,"%",54,2.3,9,1.9
"Domingo Santana","OF","MIL","vs SF",4.66,"Blach, L 3.24","R",0.274,0.369,0.21,0,0,0,2,4800,25.9,8.2,11.65,11.65,"%",56,2.4,19,4
"Zack Cozart","SS","CIN","vs STL",4.74,"Lynn, R 2.97","R",0.353,0.449,0.273,0,0,0,2,4800,28.7,10.4,11.4,11.4,"%",58,2.4,7,1.5
"Matt Kemp","OF","ATL","vs PHI",4.82,"Eickhoff, R 5.28","R",0.327,0.392,0.235,0,0,0,4,4800,29.1,9.3,11.23,11.23,"%",52,2.3,2,0.4
"Justin Upton","OF","DET","vs LAA",5.39,"Meyer, R 4.91","R",0.257,0.366,0.241,0,0,0,6,4700,25.1,8.6,9.96,9.96,"%",56,2.1,21,4.5
"Carlos Beltran","OF","HOU","@ KC",4.76,"Vargas, L 2.08","B",0.249,0.315,0.183,0,0,0,5,4700,25.4,7.1,10.53,10.53,"%",48,2.2,7,1.5
