P,P,C,1B,2B,3B,SS,OF,OF,OF
Max Scherzer,Brian Johnson,Manny Pina,Anthony Rizzo,Jonathan Villar,Kris Bryant,Orlando Arcia,Ryan Braun,Kyle Schwarber,Domingo Santana
Yu Darvish,Luis Severino,Miguel Montero,Anthony Rizzo,Jonathan Villar,Kris Bryant,Aledmys Diaz,Kyle Schwarber,Domingo Santana,Jason Heyward
Yu Darvish,Luis Severino,Manny Pina,Eric Thames,Jonathan Villar,Kris Bryant,Brandon Crawford,Bryce Harper,Ryan Braun,Domingo Santana
Max Scherzer,Luis Severino,Miguel Montero,Eric Thames,Jonathan Villar,Mike Moustakas,Orlando Arcia,Ryan Braun,Kyle Schwarber,Keon Broxton
Yu Darvish,Brian Johnson,Miguel Montero,Anthony Rizzo,Ben Zobrist,Kris Bryant,Brandon Crawford,Bryce Harper,Ryan Braun,Kyle Schwarber
Yu Darvish,Luis Severino,Salvador Perez,Anthony Rizzo,Jonathan Villar,Manny Machado,Orlando Arcia,Ryan Braun,Keon Broxton,Domingo Santana
Max Scherzer,Luis Severino,Manny Pina,Albert Pujols,Jonathan Villar,Anthony Rendon,Aledmys Diaz,Ryan Braun,Keon Broxton,Domingo Santana
Max Scherzer,Brian Johnson,Miguel Montero,Anthony Rizzo,Javier Baez,Manny Machado,Aledmys Diaz,Ryan Braun,Kyle Schwarber,Jason Heyward
Max Scherzer,Luis Severino,Miguel Montero,Anthony Rizzo,Ben Zobrist,Kris Bryant,Orlando Arcia,Ryan Braun,Jason Heyward,Jaff Decker
Max Scherzer,Luis Severino,Alex Avila,Brandon Belt,Jonathan Villar,Travis Shaw,Orlando Arcia,Bryce Harper,Ryan Braun,Domingo Santana
Max Scherzer,Mike Foltynewicz,Alex Avila,Eric Thames,Jonathan Villar,Kris Bryant,Andrelton Simmons,Ryan Braun,Keon Broxton,Domingo Santana
Max Scherzer,Kevin Gausman,Brian McCann,Eric Thames,Jonathan Villar,Anthony Rendon,Orlando Arcia,Ryan Braun,Domingo Santana,Josh Reddick
Max Scherzer,Luis Severino,Manny Pina,Eric Thames,Daniel Murphy,Manny Machado,Orlando Arcia,Ryan Braun,Domingo Santana,Jason Heyward
Max Scherzer,Brian Johnson,Miguel Montero,Eric Thames,Jonathan Villar,Travis Shaw,Aledmys Diaz,Mike Trout,Ryan Braun,Domingo Santana
Yu Darvish,Kevin Gausman,Manny Pina,Anthony Rizzo,Jonathan Villar,Travis Shaw,Aledmys Diaz,Ryan Braun,Kyle Schwarber,Keon Broxton
Max Scherzer,Brian Johnson,Alex Avila,Anthony Rizzo,Ben Zobrist,Kris Bryant,Francisco Lindor,Kyle Schwarber,Josh Reddick,Jason Heyward
Max Scherzer,Brian Johnson,Manny Pina,Eric Thames,Jonathan Villar,Manny Machado,Asdrubal Cabrera,Bryce Harper,Ryan Braun,Keon Broxton
Yu Darvish,Kevin Gausman,Alex Avila,Anthony Rizzo,Javier Baez,Kris Bryant,Orlando Arcia,Ryan Braun,Kyle Schwarber,Jason Heyward
Max Scherzer,Kevin Gausman,Miguel Montero,Anthony Rizzo,Ben Zobrist,Mike Moustakas,Brandon Crawford,Kyle Schwarber,Domingo Santana,Jason Heyward
Max Scherzer,Luis Severino,Manny Pina,Eric Thames,Jonathan Villar,Travis Shaw,Francisco Lindor,Kyle Schwarber,Domingo Santana,Josh Reddick
