"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,9600,48.8020833333333,46.85,"Robbie Ray","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,9,1,1,0,4,0,0
2,2,0,0,36.95,"Trevor Bauer","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,7,0,0,3,7,1,0
3,1,2700,125.925925925926,34,"Deven Marrero","BOS",NA,"3B",9,2,2,5,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,4000,80,32,"Kyle Seager","SEA",NA,"3B",5,3,1,4,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,4200,76.1904761904762,32,"Zack Cozart","CIN",NA,"SS",2,2,2,2,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,4400,72.7272727272727,32,"Elvis Andrus","TEX",NA,"SS",2,2,1,5,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,4100,75.609756097561,31,"Jackie Bradley","BOS",NA,"OF",8,2,1,4,0,3,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,3900,71.7948717948718,28,"Matt Holliday","NYY",NA,"1B",3,2,2,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,4600,60.8695652173913,28,"Brett Gardner","NYY",NA,"OF",1,2,2,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,3,10200,26.9117647058824,27.45,"Luis Severino","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6.33333333333333,0,0,1,7,1,0
11,4,4200,62.9761904761905,26.45,"Eric Skoglund","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6.33333333333333,0,0,0,2,1,0
12,8,2600,96.1538461538462,25,"Austin Hedges","SD",NA,"C",7,1,1,4,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,0,0,25,"Bradley Zimmer","CLE",NA,"OF",7,1,1,4,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,5,5700,43.3333333333333,24.7,"Mike Fiers","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,2,5,3,0
15,10,3200,75,24,"Chase Utley","LAD",NA,"1B/2B",6,2,0,1,0,4,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11,3200,75,24,"Sam Travis","BOS",NA,"1B",6,3,0,0,1,4,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,6,6100,37.7868852459016,23.05,"Dinelson Lamet","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5,0,0,2,5,1,1
18,12,4200,54.7619047619048,23,"Albert Pujols","LAA",NA,"1B",3,1,1,3,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,13,4800,47.9166666666667,23,"Xander Bogaerts","BOS",NA,"SS",3,1,1,1,0,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,14,4200,52.3809523809524,22,"Marcell Ozuna","MIA",NA,"OF",4,2,1,1,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,15,4000,55,22,"Kevin Kiermaier","TB",NA,"OF",2,1,1,1,0,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,16,0,0,22,"Yonder Alonso","OAK",NA,"1B",5,2,0,0,1,3,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,17,4000,55,22,"Shin-Soo Choo","TEX",NA,"OF",1,2,1,2,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,18,3900,53.8461538461538,21,"Alex Bregman","HOU",NA,"3B",9,2,1,2,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,19,3200,65.625,21,"Yadier Molina","STL",NA,"C",4,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,20,3600,58.3333333333333,21,"Logan Forsythe","LAD",NA,"2B/3B",1,1,0,1,1,3,2,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,21,3800,52.6315789473684,20,"Ben Gamel","SEA",NA,"OF",4,2,0,0,0,4,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
