"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,767183988,"birdman115 (3/3)",0,198.15,"1B Matt Holliday OF Eric Young Jr. P Chris Archer 3B Rubén Tejada 2B Starlin Castro SS Didi Gregorius C Gary Sánchez OF Aaron Judge OF Mallex Smith P Aaron Nola",NA,"Chris Archer","65.24%",15.5
2,767071369,"rangerized (2/2)",0,197.85,"1B Matt Holliday P Chris Archer 3B Rubén Tejada OF Aaron Hicks 2B Starlin Castro SS Andrelton Simmons C Gary Sánchez OF Aaron Judge OF Jaycob Brugman P Seth Lugo",NA,"Kris Bryant","35.16%",7
3,767244270,"dswinney33",0,196.95,"1B Matt Holliday OF Ben Zobrist P Carlos Carrasco 2B Starlin Castro SS Didi Gregorius C Gary Sánchez OF Aaron Judge OF Mallex Smith P Seth Lugo 3B Alex Bregman",NA,"Aaron Judge","31.02%",44
3,767248019,"bostoneagle5 (12/16)",0,196.95,"1B Matt Holliday P Carlos Carrasco 3B Luis Valbuena OF Brett Gardner OF Daniel Nava 2B Starlin Castro C Gary Sánchez OF Aaron Judge P Seth Lugo SS Addison Russell",NA,"Ben Zobrist","29.85%",21
5,767087783,"OfficeNinja87",0,194.75,"P Adam Wainwright 1B Matt Holliday OF Cameron Maybin 3B David Freese P Ivan Nova 2B Starlin Castro C Elias Díaz OF George Springer OF Aaron Judge SS Francisco Lindor",NA,"Anthony Rizzo","25.30%",9
6,767046096,"migtheboss",0,194.5,"1B Matt Holliday OF Brett Gardner OF Cameron Maybin P Jeff Locke P Ivan Nova 2B Starlin Castro SS Andrelton Simmons 3B Kris Bryant C Gary Sánchez OF Aaron Judge",NA,"Carlos Carrasco","24.36%",14.6
7,767203053,"fheimes",0,194.4,"1B Matt Holliday OF Eric Young Jr. P Chris Archer P Ivan Nova OF Aaron Hicks 2B Starlin Castro SS Didi Gregorius C Elias Díaz 3B Maikel Franco OF Aaron Judge",NA,"Gary Sánchez","22.51%",18
8,767280784,"bidle (19/20)",0,192.35,"1B Matt Holliday OF Eric Young Jr. 3B Luis Valbuena P Chris Archer SS Freddy Galvis OF Aaron Hicks 2B Starlin Castro P Jesse Hahn C Gary Sánchez OF Aaron Judge",NA,"Javier Báez","20.40%",2
9,766992838,"Mr_Miyagi_of_FF (2/3)",0,191.85,"1B Matt Holliday P Chris Archer OF Josh Reddick 2B Starlin Castro 3B Maikel Franco C Gary Sánchez OF Aaron Judge OF Mallex Smith P Seth Lugo SS Addison Russell",NA,"Starlin Castro","17.94%",25
10,767029027,"ChipotleAddict (66/150)",0,191.4,"C Miguel Montero 1B Matt Holliday OF Ben Zobrist P Chris Archer P Ivan Nova OF Jason Heyward 2B Starlin Castro 3B Kris Bryant OF Aaron Judge SS Addison Russell",NA,"Aaron Nola","17.94%",13.65
10,767203917,"ShipMyMoney (6/6)",0,191.4,"C Miguel Montero 1B Matt Holliday OF Ben Zobrist P Chris Archer P Ivan Nova OF Jason Heyward 2B Starlin Castro 3B Kris Bryant OF Aaron Judge SS Addison Russell",NA,"Mallex Smith","17.54%",19
12,766941766,"scout326 (110/150)",0,191.25,"2B Ben Zobrist OF Brett Gardner P Jaime García P Ivan Nova 1B Anthony Rizzo OF Aaron Hicks 3B Kris Bryant C Gary Sánchez OF Aaron Judge SS Addison Russell",NA,"Jason Heyward","16.97%",3
13,767086748,"GibbonCharles",0,190.95,"1B Albert Pujols SS J.J. Hardy 2B Ben Zobrist P Carlos Carrasco OF Cameron Maybin P Jaime García 3B Jedd Gyorko C Gary Sánchez OF Aaron Judge OF Mallex Smith",NA,"Jake Arrieta","16.76%",2.35
14,767162429,"clintavious (2/2)",0,190.85,"1B Matt Holliday 2B Ben Zobrist P Chris Archer OF Aaron Hicks 3B Josh Harrison SS Ronald Torreyes C Gary Sánchez OF Aaron Judge OF Mallex Smith P Seth Lugo",NA,"Elias Díaz","16.69%",14
15,767195289,"jmano7",0,190.2,"P Adam Wainwright 1B Matt Holliday OF Cameron Maybin 3B Wilmer Flores 2B Starlin Castro SS Didi Gregorius OF Kole Calhoun C Gary Sánchez OF Aaron Judge P Seth Lugo",NA,"Miguel Montero","16.12%",19
16,767013461,"clintavious (1/2)",0,189.85,"1B Matt Holliday P Chris Archer OF Aaron Hicks 2B Starlin Castro SS Didi Gregorius C Elias Díaz OF Aaron Judge OF Mallex Smith P Seth Lugo 3B Alex Bregman",NA,"David Paulino","14.84%",2.2
17,767244535,"moellenb (1/10)",0,189.4,"1B Matt Holliday OF Colby Rasmus P Chris Archer P Ivan Nova 3B Josh Harrison 2B Starlin Castro C Elias Díaz OF Aaron Judge OF Mallex Smith SS Aledmys Díaz",NA,"Wilmer Flores","14.62%",2
18,767177246,"labbe1906",0,189.35,"P Adam Wainwright 1B Matt Holliday OF Eric Young Jr. P Chris Archer 2B Starlin Castro SS Didi Gregorius C Elias Díaz 3B Ronald Torreyes OF Aaron Judge OF Mallex Smith",NA,"Adam Wainwright","14.33%",13.85
19,767029106,"ChipotleAddict (145/150)",0,189.25,"1B Matt Holliday P Jaime García P Ivan Nova OF Aaron Hicks 2B Starlin Castro SS Didi Gregorius OF George Springer C Evan Gattis OF Aaron Judge 3B Alex Bregman",NA,"Charlie Blackmon","14.05%",9
20,766995764,"bostoneagle5 (3/16)",0,188.95,"C Miguel Montero 1B Matt Holliday P Carlos Carrasco 3B Luis Valbuena OF Brett Gardner 2B Starlin Castro SS Didi Gregorius OF Odúbel Herrera OF Aaron Judge P Seth Lugo",NA,"Matt Holliday","13.82%",15
21,767076008,"mzaman123 (1/3)",0,188.85,"3B José Reyes 1B Matt Holliday P Chris Archer OF Aaron Hicks OF Daniel Robertson 2B Starlin Castro C Gary Sánchez OF Aaron Judge P Seth Lugo SS Addison Russell",NA,"José Altuve","12.01%",7
22,767195882,"kmolloy21",0,188.25,"P Ivan Nova 1B Anthony Rizzo OF Charlie Blackmon 2B Starlin Castro SS Didi Gregorius 3B Kris Bryant C Gary Sánchez OF Aaron Judge OF Mallex Smith P Seth Lugo",NA,"Aaron Hicks","11.89%",17
23,767014283,"rebgann",0,188.2,"P Adam Wainwright 1B Matt Holliday 2B Ben Zobrist OF Eric Young Jr. P Jake Arrieta OF Aaron Hicks SS Andrelton Simmons C Gary Sánchez OF Aaron Judge 3B Alex Bregman",NA,"Brett Gardner","11.43%",9
24,767006929,"teamlurch (1/2)",0,187.95,"C Miguel Montero 1B Matt Holliday 2B Ben Zobrist P Carlos Carrasco OF Brett Gardner OF Aaron Hicks 3B Kris Bryant OF Aaron Judge P Seth Lugo SS Addison Russell",NA,"Ivan Nova","11.31%",24.9
25,767151801,"day9292 (1/5)",0,187.75,"P Adam Wainwright 1B Matt Holliday 3B Evan Longoria P Ivan Nova SS Tim Beckham OF Aaron Hicks 2B Starlin Castro C Gary Sánchez OF Aaron Judge OF Mallex Smith",NA,"Josh Harrison","11.09%",10
