"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Paul Goldschmidt",5800,"PHI@ARI 04:10PM ET",11.757,"ARI","PHI",10.25,9.9,NA,NA,"3","3",10
"1B/OF","Cody Bellinger",5500,"COL@LAD 04:10PM ET",10.929,"LAD","COL",9.96,8.5,NA,NA,"4","4",35
"3B","Nolan Arenado",5200,"COL@LAD 04:10PM ET",9.342,"COL","LAD",8.98,8.2,NA,NA,"3","3",9
"2B","Jose Altuve",5100,"HOU@SEA 04:10PM ET",9.493,"HOU","SEA",10.21,9.6,NA,NA,"2","2",9
"3B","Jake Lamb",5100,"PHI@ARI 04:10PM ET",9.957,"ARI","PHI",8.09,0,NA,NA,"x","x",NA
"SS","Corey Seager",5100,"COL@LAD 04:10PM ET",9,"LAD","COL",9.18,0,NA,NA,"x","x",NA
"OF","George Springer",5000,"HOU@SEA 04:10PM ET",9.652,"HOU","SEA",8.45,10.2,NA,NA,"1","1",18
"OF","Charlie Blackmon",5000,"COL@LAD 04:10PM ET",10.773,"COL","LAD",7.86,8.8,NA,NA,"1","1",0
"SS","Carlos Correa",4900,"HOU@SEA 04:10PM ET",9.382,"HOU","SEA",8.43,8.6,NA,NA,"3","3",14
"OF","David Peralta",4900,"PHI@ARI 04:10PM ET",8.047,"ARI","PHI",8.15,0,NA,NA,"x","x",NA
"OF","Nelson Cruz",4800,"HOU@SEA 04:10PM ET",8.534,"SEA","HOU",8.07,8.3,NA,NA,"4","4",2
"OF","Dexter Fowler",4700,"PIT@STL 08:08PM ET",8.197,"STL","PIT",7.55,0,NA,NA,"x","x",NA
"OF/SS","Chris Owings",4700,"PHI@ARI 04:10PM ET",7.884,"ARI","PHI",6.77,7.8,NA,NA,"5","4",5
"3B","Justin Turner",4600,"COL@LAD 04:10PM ET",9.269,"LAD","COL",8.69,8.6,NA,NA,"3","3",18
"2B","Ian Kinsler",4600,"DET@SD 04:40PM ET",8.138,"DET","SD",8.43,9,NA,NA,"1","1",9
"OF","Michael Conforto",4600,"NYM@SF 04:05PM ET",8.791,"NYM","SF",6.67,6.5,NA,NA,"5","7",2
"OF","Tommy Pham",4500,"PIT@STL 08:08PM ET",8.628,"STL","PIT",NA,7.7,NA,NA,"6","2",4
"OF","Josh Reddick",4500,"HOU@SEA 04:10PM ET",7.871,"HOU","SEA",6.05,0,NA,NA,"x","x",NA
"OF","JD Martinez",4500,"DET@SD 04:40PM ET",9.667,"DET","SD",8.55,9.1,NA,NA,"4","4",10
"2B","Robinson Cano",4400,"HOU@SEA 04:10PM ET",8.343,"SEA","HOU",8.2,9.5,NA,NA,"3","3",11
"OF","Gregor Blanco",4400,"PHI@ARI 04:10PM ET",6.857,"ARI","PHI",6.44,8.3,NA,NA,"1","1",0
"OF","AJ Pollock",4400,"PHI@ARI 04:10PM ET",9.135,"ARI","PHI",NA,0,NA,NA,"x","x",NA
"OF","Carlos Beltran",4300,"HOU@SEA 04:10PM ET",7.078,"HOU","SEA",5.85,7.1,NA,NA,"x","5",2
"C","Yasmani Grandal",4300,"COL@LAD 04:10PM ET",6.619,"LAD","COL",6.46,7.6,NA,NA,"x","7",0
"OF","Justin Upton",4300,"DET@SD 04:40PM ET",8.465,"DET","SD",7.62,9.6,NA,NA,"5","3",16
"OF","Yoenis Cespedes",4300,"NYM@SF 04:05PM ET",9.129,"NYM","SF",7.65,0,NA,NA,"x","x",NA
"OF","Andrew McCutchen",4200,"PIT@STL 08:08PM ET",8.5,"PIT","STL",8.4,7.6,NA,NA,"6","6",5
"2B/3B","Josh Harrison",4200,"PIT@STL 08:08PM ET",7.761,"PIT","STL",6.7,7.3,NA,NA,"2","2",2
"OF","Starling Marte",4200,"PIT@STL 08:08PM ET",7.769,"PIT","STL",NA,0,NA,NA,"x","x",NA
"OF","Stephen Piscotty",4200,"PIT@STL 08:08PM ET",6.75,"STL","PIT",6.77,6.9,NA,NA,"3","3",4
"1B/OF","Marwin Gonzalez",4200,"HOU@SEA 04:10PM ET",8.271,"HOU","SEA",6.18,0,NA,NA,"x","x",NA
"SS","Jean Segura",4200,"HOU@SEA 04:10PM ET",9.109,"SEA","HOU",7.06,8.3,NA,NA,"1","1",0
"2B","Brandon Drury",4200,"PHI@ARI 04:10PM ET",7.215,"ARI","PHI",6.84,7.1,NA,NA,"6","6",0
"1B/C","Buster Posey",4200,"NYM@SF 04:05PM ET",8.203,"SF","NYM",7.81,7.8,NA,NA,"4","4",4
"OF","Mitch Haniger",4100,"HOU@SEA 04:10PM ET",10.697,"SEA","HOU",5.94,8.4,NA,NA,"6","2",9
"OF","Joc Pederson",4100,"COL@LAD 04:10PM ET",6.596,"LAD","COL",7.61,6.4,NA,NA,"x","8",15
"2B/OF","Chris Taylor",4100,"COL@LAD 04:10PM ET",8.169,"LAD","COL",NA,8.9,NA,NA,"x","1",20
"1B/C","Alex Avila",4100,"DET@SD 04:40PM ET",7.745,"DET","SD",5.24,0,NA,NA,"x","x",NA
"3B","Jedd Gyorko",4000,"PIT@STL 08:08PM ET",7.563,"STL","PIT",7.34,0,NA,NA,"x","x",NA
"OF","Adam Frazier",4000,"PIT@STL 08:08PM ET",7.453,"PIT","STL",6.33,7.9,NA,NA,"1","1",14
"3B","Alex Bregman",4000,"HOU@SEA 04:10PM ET",6.549,"HOU","SEA",6.41,7.6,NA,NA,"7","7",12
"OF","Yasmany Tomas",4000,"PHI@ARI 04:10PM ET",6.896,"ARI","PHI",NA,0,NA,NA,"x","x",NA
"1B","Lucas Duda",4000,"NYM@SF 04:05PM ET",7.922,"NYM","SF",5.03,6.6,NA,NA,"6","5",12
"1B","Matt Carpenter",3900,"PIT@STL 08:08PM ET",7.957,"STL","PIT",7.98,9.4,NA,NA,"1","1",5
"OF","Ben Gamel",3900,"HOU@SEA 04:10PM ET",8.755,"SEA","HOU",NA,0,NA,NA,"x","x",NA
"1B","Mark Reynolds",3900,"COL@LAD 04:10PM ET",9.014,"COL","LAD",7.06,7.9,NA,NA,"4","4",13
"OF","Yasiel Puig",3900,"COL@LAD 04:10PM ET",7.958,"LAD","COL",6.02,0,NA,NA,"x","x",NA
"1B","Wil Myers",3900,"DET@SD 04:40PM ET",8.26,"SD","DET",8.11,8.3,NA,NA,"3","3",16
"OF","Curtis Granderson",3900,"NYM@SF 04:05PM ET",6.514,"NYM","SF",5.81,7.1,NA,NA,"1","1",25
"C","Yadier Molina",3800,"PIT@STL 08:08PM ET",6.635,"STL","PIT",5.61,6.5,NA,NA,"x","5",NA
"1B","Josh Bell",3800,"PIT@STL 08:08PM ET",6.919,"PIT","STL",6.26,7.9,NA,NA,"5","5",2
"OF","Jarrod Dyson",3800,"HOU@SEA 04:10PM ET",6.986,"SEA","HOU",5.64,7.6,NA,NA,"8","7",8
"1B","Tommy Joseph",3800,"PHI@ARI 04:10PM ET",6.941,"PHI","ARI",7,7.5,NA,NA,"6","4",0
"OF","Odubel Herrera",3800,"PHI@ARI 04:10PM ET",6.786,"PHI","ARI",6.81,8.1,NA,NA,"3","6",7
"SS","Nick Ahmed",3800,"PHI@ARI 04:10PM ET",6.122,"ARI","PHI",5.84,6.5,NA,NA,"x","2",7
"1B","Adrian Gonzalez",3800,"COL@LAD 04:10PM ET",4.9,"LAD","COL",NA,0,NA,NA,"x","x",NA
"1B/OF","Ian Desmond",3800,"COL@LAD 04:10PM ET",7.49,"COL","LAD",6.68,6.7,NA,NA,"6","6",18
"OF","David Dahl",3800,"COL@LAD 04:10PM ET",0,"COL","LAD",NA,0,NA,NA,"x","x",NA
