"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Seahawks","D",3800,"SEA","PHI",8.3,7,4.17671553927886
"Steelers","D",3700,"PIT","@CLE",8.2,22,3.47659091199102
"Patriots","D",3600,"NE","@SF",9.4,8,4.03358556535276
"Giants","D",3500,"NYG","CHI",9.9,9,7.61077154074206
"Chiefs","D",3400,"KC","TB",10.9,3,11.0152657793884
"Vikings","D",3300,"MIN","ARI",10.9,20,4.16523111343635
"Lions","D",3200,"DET","JAX",7,21,2.371746611031
"Cardinals","D",3100,"ARI","@MIN",8.9,6,6.59971671749588
"Rams","D",3100,"LA","MIA",9.8,7,3.54230734875649
"Bengals","D",3000,"CIN","BUF",6.7,7,0.505740086175729
"Dolphins","D",2900,"MIA","@LA",9.5,7,25.429283584502
"Packers","D",2800,"GB","@WAS",5.3,-2,0.377284656381725
"Raiders","D",2800,"OAK","HOU",9.1,7,0
"Panthers","D",2700,"CAR","NO",6.1,12,0
"Colts","D",2700,"IND","TEN",5.2,6,0.440661673068171
"Bills","D",2700,"BUF","@CIN",7.1,9,3.17182827805922
"Cowboys","D",2600,"DAL","BAL",10.6,2,8.19158574399939
"Buccaneers","D",2600,"TB","@KC",6.3,5,0.651634829286137
"Redskins","D",2600,"WAS","GB",6.7,6,1.04125460972093
"Texans","D",2600,"HOU","@OAK",5.4,2,0
"Ravens","D",2500,"BAL","@DAL",5.5,1,1.67502477658538
"Bears","D",2500,"CHI","@NYG",6.2,2,0.593574676415668
"Eagles","D",2500,"PHI","@SEA",8,3,3.11972301266264
"Jaguars","D",2400,"JAX","@DET",4.9,10,0.558696049782859
"Titans","D",2200,"TEN","@IND",6.7,4,5.85918392520661
"Browns","D",2100,"CLE","PIT",5.1,1,0.627602604837921
"Saints","D",2000,"NO","@CAR",7.3,2,0
"49ers","D",2000,"SF","NE",3.9,0,0.764990365842765
