"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Julio Jones","WR",9600,"ATL","@TB",21.9,28.1,0
"Antonio Brown","WR",8900,"PIT","@BAL",23,21.5,14.0132724639962
"Odell Beckham","WR",8800,"NYG","PHI",19.6,20.6,6.56733936214775
"Mike Evans","WR",8500,"TB","ATL",22.8,41,0
"Ezekiel Elliott","RB",7900,"DAL","@CLE",23.5,22.7,52.9869422939121
"Jordy Nelson","WR",7800,"GB","IND",17.5,22.4,11.7157881083656
"Aaron Rodgers","QB",7800,"GB","IND",23.8,27.2,21.5663718884024
"Amari Cooper","WR",7700,"OAK","DEN",17.6,11.6,1.43143587988016
"Le'Veon Bell","RB",7700,"PIT","@BAL",22.4,13,22.803887756035
"DeMarco Murray","RB",7600,"TEN","@SD",14.9,21,13.1272366185623
"T.Y. Hilton","WR",7600,"IND","@GB",23.2,14.2,13.3539018960359
"Brandin Cooks","WR",7500,"NO","@SF",16.9,11.6,13.2886239971763
"Dez Bryant","WR",7400,"DAL","@CLE",15.3,2.9,10.7831859442012
"Brandon Marshall","WR",7300,"NYJ","@MIA",15.5,10.5,4.87372872886708
"Spencer Ware","RB",7200,"KC","JAX",0,0,0.0372105286659281
"Drew Brees","QB",7200,"NO","@SF",22.7,27.7,17.0866495002094
"Jarvis Landry","WR",7100,"MIA","NYJ",19.2,6.3,20.5013002421874
"Matt Ryan","QB",7100,"ATL","@TB",24,31.8,0
"Cam Newton","QB",7000,"CAR","@LA",22,14.6,4.35065501162032
"Allen Robinson","WR",6900,"JAX","@KC",16.6,20.6,4.03447183375612
"Kelvin Benjamin","WR",6800,"CAR","@LA",14.6,12.6,9.59712692192381
"Devonta Freeman","RB",6700,"ATL","@TB",19.1,12.5,0
"Andrew Luck","QB",6700,"IND","@GB",24.5,14.7,8.97730583014563
"Christine Michael","RB",6700,"SEA","BUF",14.9,6.1,0
"Randall Cobb","WR",6600,"GB","IND",11,9.4,0.317458967418461
"Ben Roethlisberger","QB",6600,"PIT","@BAL",20.8,19.9,2.03679802337672
"Philip Rivers","QB",6500,"SD","TEN",21.2,18.7,6.25243197383781
"Matt Forte","RB",6500,"NYJ","@MIA",16.4,16.7,6.50057304214146
"Russell Wilson","QB",6400,"SEA","BUF",19.7,26.3,0
"Jacquizz Rodgers","RB",6400,"TB","ATL",0,0,0
"Devontae Booker","RB",6400,"DEN","@OAK",18.5,4,14.5571840772958
"Michael Crabtree","WR",6400,"OAK","DEN",14,4.7,5.59008456358429
"Melvin Gordon","RB",6300,"SD","TEN",14.9,39.1,15.2199567507341
"Emmanuel Sanders","WR",6300,"DEN","@OAK",16.5,9.7,8.08680472127188
"Derek Carr","QB",6300,"OAK","DEN",18.4,7.7,1.70296642334525
"Greg Olsen","TE",6200,"CAR","@LA",14.5,16.2,7.8745983920799
"LeSean McCoy","RB",6200,"BUF","@SEA",15,16,0
