"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Antonio Brown","WR",9800,"PIT","NYJ",24.3,22.8,27.9411931528139
"Julio Jones","WR",9600,"ATL","@DEN",23.9,4.9,3.22772149936285
"A.J. Green","WR",8900,"CIN","@DAL",20.5,9,11.5297645381704
"Odell Beckham","WR",8500,"NYG","@GB",18.8,16.6,18.1018607799319
"Cam Newton","QB",7900,"CAR","TB",0,0,0
"David Johnson","RB",7900,"ARI","@SF",23.4,36.5,0.00151252178976703
"Jordy Nelson","WR",7900,"GB","NYG",19,13.8,22.2036308085563
"Alshon Jeffery","WR",7800,"CHI","@IND",16.4,12.7,1.91844482509576
"Dez Bryant","WR",7700,"DAL","CIN",0,0,0.0170158701348791
"Aaron Rodgers","QB",7700,"GB","NYG",23.8,17.9,8.15759720788478
"DeAndre Hopkins","WR",7700,"HOU","@MIN",18.2,16.6,0.861192094048605
"Marvin Jones","WR",7600,"DET","PHI",17.8,13.7,2.142487115205
"Mike Evans","WR",7500,"TB","@CAR",19.2,20.9,0
"Tom Brady","QB",7500,"NE","@CLE",24.2,32.6,16.1329355401026
"Le'Veon Bell","RB",7500,"PIT","NYJ",21.2,24.4,21.2233276235636
"T.Y. Hilton","WR",7400,"IND","CHI",19.3,36.1,11.3320023141583
"Andrew Luck","QB",7300,"IND","CHI",23.1,25.2,3.81930658438548
"Kelvin Benjamin","WR",7300,"CAR","TB",14.4,12,0
"DeMarco Murray","RB",7200,"TEN","@MIA",20,21.7,17.0983025724214
"Amari Cooper","WR",7200,"OAK","SD",16.5,30.8,11.9687739876503
"Ben Roethlisberger","QB",7200,"PIT","NYJ",21.1,33.2,15.5846463913121
"Larry Fitzgerald","WR",7200,"ARI","@SF",16.6,26.1,0
"Brandon Marshall","WR",7100,"NYJ","@PIT",20.8,28.4,14.5309858995156
"Matt Ryan","QB",7100,"ATL","@DEN",18.5,15,1.45296624429496
"Melvin Gordon","RB",7000,"SD","@OAK",13.4,14.7,11.7502145890289
"Jarvis Landry","WR",7000,"MIA","TEN",17.3,6,12.4767922437883
"Michael Crabtree","WR",6900,"OAK","SD",16.2,13.7,14.7412264282932
"C.J. Anderson","RB",6900,"DEN","ATL",16.7,9.2,14.2097640844138
"Demaryius Thomas","WR",6900,"DEN","ATL",17.8,15.9,5.16337125981721
"Philip Rivers","QB",6900,"SD","@OAK",17.2,31.4,4.52073856438994
"Derek Carr","QB",6800,"OAK","SD",22.6,26,12.7348662741673
"Jordan Matthews","WR",6800,"PHI","@DET",17.4,10.5,11.8865306153317
"Emmanuel Sanders","WR",6800,"DEN","ATL",17.6,15,11.1332947640277
"Ezekiel Elliott","RB",6800,"DAL","CIN",18.9,35.1,6.46016962931872
"Carson Palmer","QB",6700,"ARI","@SF",0,0,0
"Julian Edelman","WR",6700,"NE","@CLE",16.3,8.5,15.192525117315
"Jordan Reed","TE",6600,"WAS","@BAL",14.7,13.3,4.0720867885003
"LeSean McCoy","RB",6600,"BUF","@LA",15.2,20.8,4.51147436842762
"Matthew Stafford","QB",6600,"DET","PHI",17.9,19.8,1.1871405397434
"Todd Gurley","RB",6500,"LA","BUF",19.5,18.8,9.83195882915688
"Travis Benjamin","WR",6500,"SD","@OAK",13.7,21.7,7.91011083003414
"Rob Gronkowski","TE",6500,"NE","@CLE",15,18.9,5.90469600202678
"Carson Wentz","QB",6400,"PHI","@DET",19,17.9,8.01428576830435
"Greg Olsen","TE",6300,"CAR","TB",13.5,30.1,0
"Lamar Miller","RB",6300,"HOU","@MIN",19.8,3.4,2.07328924332316
"Stefon Diggs","WR",6300,"MIN","HOU",0,0,0.318953032417123
"Randall Cobb","WR",6200,"GB","NYG",13.2,22.8,4.0467520485217
"Joe Flacco","QB",6200,"BAL","WAS",17.1,13,1.33669113170662
"Matt Forte","RB",6200,"NYJ","@PIT",14.8,8,3.89587799999244
"DeAngelo Williams","RB",6100,"PIT","NYJ",5.3,0,0.682903588079816
"Kirk Cousins","QB",6100,"WAS","@BAL",17.9,13.3,0.792561417837926
"Tony Romo","QB",6000,"DAL","CIN",0,0,0.000756260894883517
"Eric Decker","WR",6000,"NYJ","@PIT",0,0,0.0145580222265077
"Eli Manning","QB",6000,"NYG","@GB",16.9,11.1,6.74206587788655
"Eddie Lacy","RB",5900,"GB","NYG",14.7,9.4,3.1258153437773
"DeSean Jackson","WR",5900,"WAS","@BAL",14.4,6.5,3.48995496466371
"Andy Dalton","QB",5900,"CIN","@DAL",19,22.2,2.59132795631837
"Terrelle Pryor","WR",5800,"CLE","NE",15.2,10.3,6.79254629262003
"Jameis Winston","QB",5800,"TB","@CAR",17.7,15.4,0
"Will Fuller","WR",5800,"HOU","@MIN",14,1.4,3.71796762447109
"Donte Moncrief","WR",5700,"IND","CHI",0,0,0.00491569581674286
"Frank Gore","RB",5700,"IND","CHI",13.6,8.9,5.77575351944914
"Ryan Tannehill","QB",5700,"MIA","TEN",19,5.6,1.98405045772691
"Dak Prescott","QB",5600,"DAL","CIN",15.6,18.5,1.16199486498852
"LeGarrette Blount","RB",5600,"NE","@CLE",17,9.7,5.5101168801213
"Brian Hoyer","QB",5500,"CHI","@IND",16,26.8,3.99494817722218
"Charles Sims","RB",5500,"TB","@CAR",0,0,0
"Sterling Shepard","WR",5500,"NYG","@GB",11.4,3.4,13.2436407912001
"Derek Anderson","QB",5500,"CAR","TB",17.2,8.5,0
"Marcus Mariota","QB",5400,"TEN","@MIA",17.7,30.5,0.642632695427269
"Brock Osweiler","QB",5300,"HOU","@MIN",16.7,10.4,0.129131547801361
"Doug Martin","RB",5300,"TB","@CAR",0,0,0
"Jay Cutler","QB",5300,"CHI","@IND",0,0,0.000567195671162638
"Steve Smith","WR",5300,"BAL","WAS",15.2,5.9,18.8057506078447
"Trevor Siemian","QB",5200,"DEN","ATL",0,0,0.0531273278655671
"Jordan Howard","RB",5200,"CHI","@IND",16.9,28.3,33.3921326179105
"Tyrod Taylor","QB",5200,"BUF","@LA",17.2,15.8,0.897492617003014
"Jimmy Garoppolo","QB",5200,"NE","@CLE",0,-0.3,0.000567195671162638
"Paxton Lynch","QB",5200,"DEN","ATL",15.9,13.7,2.67924328534858
"Mike Wallace","WR",5100,"BAL","WAS",10.6,13.3,3.80040006201339
"Sam Bradford","QB",5100,"MIN","HOU",12.3,18.6,0.650384369599825
"Ryan Fitzpatrick","QB",5100,"NYJ","@PIT",21,15.1,4.55458123943598
"Colin Kaepernick","QB",5000,"SF","ARI",1.3,0,0
"Christian Ponder","QB",5000,"SF","ARI",0,0,0
"Blaine Gabbert","QB",5000,"SF","ARI",14.5,21.5,0
"Josh McCown","QB",5000,"CLE","NE",0,0,0.000189065223720879
"Charlie Whitehurst","QB",5000,"CLE","NE",0,10.4,0.000945326118604396
"Cody Kessler","QB",5000,"CLE","NE",14.5,6.5,0.10757811229718
"Jacoby Brissett","QB",5000,"NE","@CLE",0,0,0.000378130447441758
"Dan Orlovsky","QB",5000,"DET","PHI",0,0,0
"Chase Daniel","QB",5000,"PHI","@DET",0,0,0
