"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Broncos","D",3800,"DEN","HOU",11.1,8,0
"Vikings","D",3700,"MIN","@PHI",8,8,14.0474066027854
"Bengals","D",3600,"CIN","CLE",7.2,9,8.3975310507327
"Bills","D",3400,"BUF","@MIA",7.4,0,9.7530846552312
"Seahawks","D",3300,"SEA","@ARI",8.1,15,1.60955400877567
"Packers","D",3300,"GB","CHI",8.2,14,0
"Buccaneers","D",3200,"TB","@SF",6.7,15,1.63813926327632
"Eagles","D",3100,"PHI","MIN",7.3,24,3.22625433117651
"Cardinals","D",3000,"ARI","SEA",10.4,8,3.12559339925638
"Texans","D",3000,"HOU","@DEN",5.1,0,0
"Patriots","D",2900,"NE","@PIT",9.6,3,14.5300890430678
"Ravens","D",2800,"BAL","@NYJ",7.4,13,16.0138679320406
"Falcons","D",2800,"ATL","SD",6,13,0.775681298913965
"Rams","D",2700,"LA","NYG",7.7,8,0
"Giants","D",2700,"NYG","@LA",6.8,21,0
"Steelers","D",2700,"PIT","NE",5.5,4,0.106582163209552
"Chiefs","D",2600,"KC","NO",8.8,11,5.17250180189194
"Lions","D",2600,"DET","WAS",5.9,7,0.504121381157825
"Jets","D",2600,"NYJ","BAL",8.6,6,2.13715613470189
"Titans","D",2500,"TEN","IND",8.1,1,9.09317363704486
"Colts","D",2500,"IND","@TEN",5.8,11,0.221127361601428
"Dolphins","D",2500,"MIA","BUF",5.4,4,1.15525264260469
"49ers","D",2500,"SF","TB",6.4,3,1.05377498912739
"Redskins","D",2400,"WAS","@DET",7.2,4,1.39618550196728
"Raiders","D",2400,"OAK","@JAX",7.8,10,2.16390376569892
"Bears","D",2300,"CHI","@GB",4.4,12,0
"Jaguars","D",2300,"JAX","OAK",7,-1,1.09644869048907
"Browns","D",2200,"CLE","@CIN",5.3,2,0.34608575984711
"Chargers","D",2100,"SD","@ATL",5.4,5,0.711977017455382
"Saints","D",2000,"NO","@KC",5.9,2,1.72450756794613
