"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Antonio Brown","WR",9300,"PIT","NE",19.7,21.9,1.54339956264561
"Julio Jones","WR",9200,"ATL","SD",25.6,29.4,39.1809916224786
"Odell Beckham","WR",8900,"NYG","@LA",19.3,9.9,0
"A.J. Green","WR",8600,"CIN","CLE",23.1,33.9,33.1666540755427
"Le'Veon Bell","RB",8000,"PIT","NE",20.5,24.9,8.62600890634858
"Tom Brady","QB",7900,"NE","@PIT",22.3,18.2,12.5897628036418
"Amari Cooper","WR",7900,"OAK","@JAX",16.1,6.9,14.2865018386444
"Jordy Nelson","WR",7800,"GB","CHI",16.4,1.9,0
"Mike Evans","WR",7800,"TB","@SF",17.9,29.6,22.4578010180434
"T.Y. Hilton","WR",7700,"IND","@TEN",21.6,29.3,5.80056067934899
"Brandon Marshall","WR",7600,"NYJ","BAL",14.6,6.9,6.37941208298708
"LeSean McCoy","RB",7600,"BUF","@MIA",12.3,1.1,1.9954549445344
"Brandin Cooks","WR",7500,"NO","@KC",16.4,18.8,5.6568176852886
"David Johnson","RB",7400,"ARI","SEA",17.3,28.1,9.2991916498388
"Drew Brees","QB",7400,"NO","@KC",21.4,28.7,2.31622233610951
"Allen Robinson","WR",7300,"JAX","OAK",19.1,2.9,23.0680962016322
"Matt Ryan","QB",7200,"ATL","SD",22.6,14.7,19.8306119490447
"Rob Gronkowski","TE",7200,"NE","@PIT",15.5,19.3,19.1692716681334
"DeMarco Murray","RB",7200,"TEN","IND",19.9,24.7,41.0163691418094
"Aaron Rodgers","QB",7100,"GB","CHI",19.6,27.7,0
"Larry Fitzgerald","WR",7100,"ARI","SEA",16.4,16,1.86314605227426
"Andrew Luck","QB",7000,"IND","@TEN",19.8,30.8,1.26816439788224
"Marvin Jones","WR",7000,"DET","WAS",16.5,13.4,6.4316822626454
"DeAndre Hopkins","WR",6900,"HOU","@DEN",14.7,8.6,0
"Alshon Jeffery","WR",6900,"CHI","@GB",16.1,6.3,0
"Ben Roethlisberger","QB",6900,"PIT","NE",0,0,0.00612541167870991
"Jarvis Landry","WR",6800,"MIA","BUF",16.3,14.8,5.09470907357232
"Russell Wilson","QB",6700,"SEA","@ARI",18.7,9.7,0.454097185781694
"Jeremy Maclin","WR",6700,"KC","NO",15.6,8,7.16264805630478
"Christine Michael","RB",6700,"SEA","@ARI",12.4,8.5,2.0121977364562
"Michael Crabtree","WR",6600,"OAK","@JAX",11.8,23.6,11.0214532335027
"Emmanuel Sanders","WR",6600,"DEN","HOU",13.4,12.6,0
"Philip Rivers","QB",6500,"SD","@ATL",19.6,19.6,6.88292092297703
"Julian Edelman","WR",6500,"NE","@PIT",14.9,14,4.0013230889226
"Doug Baldwin","WR",6400,"SEA","@ARI",14.9,12.9,1.81250931573026
"Melvin Gordon","RB",6400,"SD","@ATL",14.2,36.1,10.2933459652934
"Matthew Stafford","QB",6400,"DET","WAS",18.9,17.8,5.18332336252432
"Todd Gurley","RB",6300,"LA","NYG",16.4,15.2,0
"Derek Carr","QB",6300,"OAK","@JAX",18.2,12.4,4.22837168181345
"Demaryius Thomas","WR",6300,"DEN","HOU",13.2,16,0
"Terrelle Pryor","WR",6200,"CLE","@CIN",12.5,3.8,1.63732254171916
"Blake Bortles","QB",6200,"JAX","OAK",22.1,15.1,6.93069913407097
"C.J. Anderson","RB",6200,"DEN","HOU",12.7,19.7,0
"Doug Martin","RB",6100,"TB","@SF",0,0,0.0214389408754847
"Travis Benjamin","WR",6100,"SD","@ATL",12,9.4,1.807404805998
"Eli Manning","QB",6100,"NYG","@LA",17.9,7.6,0
"Alex Smith","QB",6100,"KC","NO",20.5,17.3,1.79923759042639
"Stefon Diggs","WR",6000,"MIN","@PHI",15.5,3.8,1.89928598117865
"Marcus Mariota","QB",6000,"TEN","IND",19.4,17.7,7.66431927279113
"Jordan Reed","TE",6000,"WAS","@DET",0,0,0.0659502657407767
"Lamar Miller","RB",6000,"HOU","@DEN",16.2,9.7,0
"Jordan Howard","RB",6000,"CHI","@GB",13.6,2.2,0
"Andy Dalton","QB",6000,"CIN","CLE",20.7,23.3,12.5276919652975
"Kirk Cousins","QB",5900,"WAS","@DET",19.6,25.9,6.62340764818902
"Jameis Winston","QB",5900,"TB","@SF",17.7,21.7,3.92924741150311
"Brian Hoyer","QB",5900,"CHI","@GB",0,2,0
"Willie Snead","WR",5900,"NO","@KC",15.9,17.7,4.90237114686083
"Devonta Freeman","RB",5900,"ATL","SD",16.2,15,21.7805346667674
"Mike Wallace","WR",5800,"BAL","@NYJ",12.8,25,10.0048390752262
"Jimmy Graham","TE",5800,"SEA","@ARI",12.2,10.3,2.39095235858977
"Joe Flacco","QB",5800,"BAL","@NYJ",20.2,7.5,0.750567111031254
"Spencer Ware","RB",5800,"KC","NO",17.7,21.1,32.4771369009092
"Randall Cobb","WR",5800,"GB","CHI",12.2,28.6,0
"Jamaal Charles","RB",5700,"KC","NO",8.1,0,0.874504607330484
"DeSean Jackson","WR",5700,"WAS","@DET",13.1,8.5,3.10905478772386
"Carson Palmer","QB",5700,"ARI","SEA",15.9,17.5,0.0702380539158736
"Will Fuller","WR",5700,"HOU","@DEN",11.8,6.2,0
"Eddie Lacy","RB",5700,"GB","CHI",0,0,0
"Jordan Matthews","WR",5600,"PHI","MIN",15.2,4,1.03539875409126
"Carlos Hyde","RB",5600,"SF","TB",0,0,0.0549245247190988
"Steve Smith","WR",5500,"BAL","@NYJ",0,0,0.0385900935758724
"Tyrod Taylor","QB",5500,"BUF","@MIA",17.2,24.3,1.39067263145644
"Mark Ingram","RB",5400,"NO","@KC",15.8,17.2,3.32099403180722
"Colin Kaepernick","QB",5300,"SF","TB",15.7,16.1,3.11620110134902
"Travis Kelce","TE",5300,"KC","NO",14.7,4.4,7.31496662671537
"Donte Moncrief","WR",5300,"IND","@TEN",0,0,0.00612541167870991
"Carson Wentz","QB",5200,"PHI","MIN",15.4,9.1,0.133738154985166
"Theo Riddick","RB",5200,"DET","WAS",0,0,0.0751383832588415
"Trevor Siemian","QB",5200,"DEN","HOU",13.6,10.2,0
"Case Keenum","QB",5200,"LA","NYG",14.1,11.9,0
"Jay Cutler","QB",5100,"CHI","@GB",0,0,0
"Ryan Tannehill","QB",5100,"MIA","BUF",16.3,16.3,0.246854090652009
