"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Bills","D",3800,"BUF","JAX",9.8,2,8.44299621612539
"Broncos","D",3700,"DEN","KC",7.4,7,3.60669824503938
"Giants","D",3600,"NYG","@CLE",9,23,8.25965164531546
"Seahawks","D",3500,"SEA","@TB",7.9,7,4.48556108330692
"Vikings","D",3400,"MIN","@DET",9,3,0
"Patriots","D",3400,"NE","@NYJ",10.4,8,4.90414822408875
"Dolphins","D",3300,"MIA","SF",9.4,8,6.71781313742548
"Chiefs","D",3200,"KC","@DEN",8.4,15,3.17768896508158
"Ravens","D",3100,"BAL","CIN",8.6,10,8.10927506577646
"Raiders","D",3000,"OAK","CAR",7.5,13,0.919913304817793
"Eagles","D",3000,"PHI","GB",9,0,0
"Lions","D",3000,"DET","MIN",6.1,6,0
"Cowboys","D",2900,"DAL","WAS",8,0,0
"Falcons","D",2900,"ATL","ARI",8.4,5,1.15919711242936
"Titans","D",2800,"TEN","@CHI",7.2,4,25.4004547455828
"Bengals","D",2800,"CIN","@BAL",7,7,0.518767294901872
"Steelers","D",2800,"PIT","@IND",7.8,11,0
"Saints","D",2800,"NO","LA",10.1,9,7.19723153952011
"Packers","D",2800,"GB","@PHI",5.4,12,0
"Bears","D",2700,"CHI","TEN",5.2,0,0.384130272485765
"Chargers","D",2700,"SD","@HOU",8,13,4.60211888470349
"Cardinals","D",2700,"ARI","@ATL",7.8,1,1.07305494168919
"Panthers","D",2600,"CAR","@OAK",6,5,0.921614878560809
"Texans","D",2600,"HOU","SD",6.1,5,3.78047146354485
"Jets","D",2500,"NYJ","NE",6.2,2,0.329041822555636
"Redskins","D",2500,"WAS","@DAL",5,0,0
"49ers","D",2400,"SF","@MIA",5.2,1,0.657870948393395
"Rams","D",2400,"LA","@NO",7.4,0,2.11484346585048
"Jaguars","D",2400,"JAX","@BUF",5.5,8,0.825475962080429
"Colts","D",2400,"IND","PIT",5,-1,0
"Buccaneers","D",2300,"TB","SEA",6.2,19,1.29830076592088
"Browns","D",2200,"CLE","NYG",4.6,3,1.11368001480369
