"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Antonio Brown","WR",9500,"PIT","@CLE",23.3,15.6,12.6626428641307
"Le'Veon Bell","RB",8800,"PIT","@CLE",28.8,37.1,34.4834773140055
"Odell Beckham","WR",8500,"NYG","CHI",19.9,9.6,16.203886840124
"A.J. Green","WR",8300,"CIN","BUF",0,0,10.0499359849597
"DeMarco Murray","RB",8200,"TEN","@IND",17.7,16.9,20.3829417994819
"Mike Evans","WR",8100,"TB","@KC",20.7,19.5,11.1507394694195
"Ezekiel Elliott","RB",8000,"DAL","BAL",16.9,16.7,11.7177298267553
"David Johnson","RB",7900,"ARI","@MIN",19.8,38,6.99103789435179
"Cam Newton","QB",7900,"CAR","NO",23.4,12.4,0
"Jordy Nelson","WR",7800,"GB","@WAS",18.2,11.8,5.91128919060319
"Tom Brady","QB",7800,"NE","@SF",20.7,28.4,12.2049672268514
"T.Y. Hilton","WR",7700,"IND","TEN",20.3,20.7,17.3623251283491
"Aaron Rodgers","QB",7600,"GB","@WAS",21,32.3,4.09504851106546
"Drew Brees","QB",7600,"NO","@CAR",21.9,17.4,0
"Ben Roethlisberger","QB",7500,"PIT","@CLE",21.3,8.7,9.1766942718236
"Amari Cooper","WR",7500,"OAK","HOU",16.5,15.7,0
"Allen Robinson","WR",7400,"JAX","@DET",17.4,10.8,11.3359790047682
"Kelvin Benjamin","WR",7300,"CAR","NO",13.8,8.6,0
"Dez Bryant","WR",7200,"DAL","BAL",14.1,26,3.67140080220841
"Andrew Luck","QB",7200,"IND","TEN",19.9,19.7,9.57758580354826
"Larry Fitzgerald","WR",7100,"ARI","@MIN",16.9,12.3,2.10526539657424
"Rob Gronkowski","TE",7100,"NE","@SF",0,0,0.0763501643974292
"Brandin Cooks","WR",7000,"NO","@CAR",16.2,11.9,0
"Stefon Diggs","WR",7000,"MIN","ARI",16.8,9.7,4.44000663544604
"Alshon Jeffery","WR",6900,"CHI","@NYG",0,0,0.00744360934236775
"LeSean McCoy","RB",6900,"BUF","@CIN",18.2,12.5,22.2780847380488
"Jay Ajayi","RB",6800,"MIA","@LA",15.6,11.4,5.45956844079778
"Davante Adams","WR",6700,"GB","@WAS",10.3,7.2,11.5677942671448
"Marcus Mariota","QB",6700,"TEN","@IND",18.9,22.5,13.8795666543315
"Michael Thomas","WR",6600,"NO","@CAR",14.2,11.8,0
"Matthew Stafford","QB",6600,"DET","JAX",18.1,11.1,4.82111943377527
"Jarvis Landry","WR",6600,"MIA","@LA",14.9,13.8,0.794764803212236
"Greg Olsen","TE",6500,"CAR","NO",16.2,7.3,0
"DeAndre Hopkins","WR",6500,"HOU","@OAK",16.7,10.8,0
"Michael Crabtree","WR",6500,"OAK","HOU",13.1,3.5,0
"Derek Carr","QB",6400,"OAK","HOU",16.6,22.6,0
"LeGarrette Blount","RB",6400,"NE","@SF",15.4,15.4,28.692561920196
"Julian Edelman","WR",6300,"NE","@SF",19.1,22.9,14.8568062237081
"Eli Manning","QB",6300,"NYG","CHI",17.7,17.2,3.71882722744693
"Russell Wilson","QB",6100,"SEA","PHI",18.6,25.3,4.16459308977844
"Donte Moncrief","WR",6100,"IND","TEN",15.2,13.7,13.393179952446
"Dak Prescott","QB",6000,"DAL","BAL",15.7,28.6,3.20011399356021
"Steve Smith","WR",6000,"BAL","@DAL",13.8,23.9,4.39258021020753
"Spencer Ware","RB",6000,"KC","TB",18.5,10.5,18.6928171296592
"Jameis Winston","QB",5900,"TB","@KC",17.1,21.4,1.23308705620138
"Jonathan Stewart","RB",5900,"CAR","NO",13,10.9,0
"Jordan Reed","TE",5900,"WAS","GB",14.7,12.9,13.6254205639278
"DeAngelo Williams","RB",5900,"PIT","@CLE",0,0,0.00659291113181143
"Randall Cobb","WR",5900,"GB","@WAS",13.4,11.4,3.98934925840384
"Kirk Cousins","QB",5800,"WAS","GB",20.1,30.4,11.7026299335179
"Jordan Howard","RB",5800,"CHI","@NYG",11.8,10.9,3.32197651222241
"Lamar Miller","RB",5800,"HOU","@OAK",13,22.3,0
"Doug Baldwin","WR",5700,"SEA","PHI",13.6,22,16.2644990876262
"Delanie Walker","TE",5700,"TEN","@IND",12.3,7.6,17.7508815360207
"Andy Dalton","QB",5700,"CIN","BUF",18.4,17.3,1.82772510538024
"Carson Palmer","QB",5600,"ARI","@MIN",15.8,15,0.240960268140076
"Tyrod Taylor","QB",5600,"BUF","@CIN",17.5,9.5,4.64374885687428
"Terrelle Pryor","WR",5600,"CLE","PIT",16.2,14.7,6.4855104827287
"Jimmy Graham","TE",5600,"SEA","PHI",11.8,13.6,2.14056937231233
"Jeremy Maclin","WR",5600,"KC","TB",0,0,0.0155252423426527
"Latavius Murray","RB",5500,"OAK","HOU",12.4,14.2,0
"Joe Flacco","QB",5500,"BAL","@DAL",15.7,15.4,0.481069838069596
"Tony Romo","QB",5500,"DAL","BAL",0,0,0.00106337276319539
"Mike Wallace","WR",5500,"BAL","@DAL",10.7,12.5,5.88130207868108
"Jordan Matthews","WR",5400,"PHI","@SEA",16.3,10.9,1.20224924606871
"Jamison Crowder","WR",5400,"WAS","GB",12.9,22.2,18.1943079782732
"Doug Martin","RB",5400,"TB","@KC",13.2,13.5,2.7456284745705
"Blake Bortles","QB",5400,"JAX","@DET",18.1,14.4,9.02888545773944
"Tyler Eifert","TE",5400,"CIN","BUF",11.1,6.7,4.88236970493533
"Mark Ingram","RB",5300,"NO","@CAR",11.1,10.5,0
"Derrick Henry","RB",5300,"TEN","@IND",7.9,0,0.323903343669317
"Alex Smith","QB",5300,"KC","TB",17.9,20.4,0.745849656105248
"Will Fuller","WR",5300,"HOU","@OAK",11.2,2.7,0
"Cole Beasley","WR",5300,"DAL","BAL",9.4,16.9,3.61397867299586
"Golden Tate","WR",5300,"DET","JAX",16.7,4.1,16.314690282049
"Jay Cutler","QB",5200,"CHI","@NYG",0,13.4,0.153976376110693
"Colin Kaepernick","QB",5200,"SF","NE",16.9,19.4,3.87748244371568
"Jacquizz Rodgers","RB",5200,"TB","@KC",0,0,0.00510418926333788
"Kenny Britt","WR",5200,"LA","MIA",10.4,9.3,4.61099697576786
"Sam Bradford","QB",5100,"MIN","ARI",13.1,9.7,0.172904411295571
"Rishard Matthews","WR",5100,"TEN","@IND",11.7,24.2,10.2509134372036
"Christine Michael","RB",5100,"SEA","PHI",0,0,0.0172266387637654
"Ty Montgomery","WR",5100,"GB","@WAS",7.2,7.4,0.55380453507216
"Brock Osweiler","QB",5100,"HOU","@OAK",15.7,15,0
"Theo Riddick","RB",5100,"DET","JAX",14.6,16.3,16.6117966320858
"Ryan Tannehill","QB",5100,"MIA","@LA",14.8,15.8,0.299871119221101
"Luke McCown","QB",5000,"NO","@CAR",0,0,0
"Joe Webb","QB",5000,"CAR","NO",0,0,0
"Willie Snead","WR",5000,"NO","@CAR",14.9,7.3,0
"Josh McCown","QB",5000,"CLE","PIT",0,8.8,0.0104210530793148
"Landry Jones","QB",5000,"PIT","@CLE",0,0,0.000638023657917236
"Zach Mettenberger","QB",5000,"PIT","@CLE",0,0,0
"Cody Kessler","QB",5000,"CLE","PIT",17,4.3,0.111441465582877
"Kevin Hogan","QB",5000,"CLE","PIT",0,0,0.000425349105278157
"Joe Callahan","QB",5000,"CLE","PIT",0,0,0
"Mark Sanchez","QB",5000,"DAL","BAL",0,0,0.000212674552639079
"Ryan Mallett","QB",5000,"BAL","@DAL",0,0,0
"Dan Orlovsky","QB",5000,"DET","JAX",0,0,0.000425349105278157
"Chad Henne","QB",5000,"JAX","@DET",0,-0.2,0.000212674552639079
"Brandon Allen","QB",5000,"JAX","@DET",0,0,0.000212674552639079
"Marvin Jones","WR",5000,"DET","JAX",11.5,2.5,6.2683697644842
"Matt Cassel","QB",5000,"TEN","@IND",0,0,0
"Scott Tolzien","QB",5000,"IND","TEN",0,0,0
"Frank Gore","RB",5000,"IND","TEN",10.7,16.1,7.68542030871838
"EJ Manuel","QB",5000,"BUF","@CIN",0,0,0.000212674552639079
"AJ McCarron","QB",5000,"CIN","BUF",0,0,0.000212674552639079
"Jeff Driskel","QB",5000,"CIN","BUF",0,0,0
"Cardale Jones","QB",5000,"BUF","@CIN",0,0,0
"Nick Foles","QB",5000,"KC","TB",0,0,0.00106337276319539
"Mike Glennon","QB",5000,"TB","@KC",0,0,0
"Ryan Griffin","QB",5000,"TB","@KC",0,0,0
"Tyler Bray","QB",5000,"KC","TB",0,0,0
"Charcandrick West","RB",5000,"KC","TB",6.4,7.2,0.350062313643923
"Josh Johnson","QB",5000,"NYG","CHI",0,0,0
"Ryan Nassib","QB",5000,"NYG","CHI",0,0,0
"Matt Barkley","QB",5000,"CHI","@NYG",0,0,0
"Derek Anderson","QB",5000,"CAR","NO",0,0,0
"Drew Stanton","QB",5000,"ARI","@MIN",0,0,0
"Taylor Heinicke","QB",5000,"MIN","ARI",0,0,0
"Matt Moore","QB",5000,"MIA","@LA",0,0,0
"Case Keenum","QB",5000,"LA","MIA",0,0,0.00255209463166894
"Sean Mannion","QB",5000,"LA","MIA",0,0,0
"Jared Goff","QB",5000,"LA","MIA",13,6.5,0.55614395515119
"Todd Gurley","RB",5000,"LA","MIA",14.8,13.6,4.52571448015959
"Christian Ponder","QB",5000,"SF","NE",0,0,0
"Blaine Gabbert","QB",5000,"SF","NE",0,0,0.00233942007902986
"Jimmy Garoppolo","QB",5000,"NE","@SF",0,0,0
"Chase Daniel","QB",5000,"PHI","@SEA",0,0,0
"Trevone Boykin","QB",5000,"SEA","PHI",0,-0.5,0
"Carson Wentz","QB",5000,"PHI","@SEA",14.4,16.9,0.0652910876601971
"Colt McCoy","QB",5000,"WAS","GB",0,0,0
"Brett Hundley","QB",5000,"GB","@WAS",0,-0.6,0
"Nate Sudfeld","QB",5000,"WAS","GB",0,0,0.000425349105278157
"Brandon Weeden","QB",5000,"HOU","@OAK",0,0,0
"Matt McGloin","QB",5000,"OAK","HOU",0,0,0
"Tom Savage","QB",5000,"HOU","@OAK",0,0,0
"Connor Cook","QB",5000,"OAK","HOU",0,0,0
"Shaun Hill","QB",5000,"MIN","ARI",0,0,0
"Robert Woods","WR",4900,"BUF","@CIN",11.6,7.1,2.82580678091544
"Carlos Hyde","RB",4900,"SF","NE",12,14,1.77455646722047
"DeSean Jackson","WR",4800,"WAS","GB",12.3,15.1,0.617606900863884
"James White","RB",4800,"NE","@SF",11.9,18.3,2.39875627921617
"Alfred Morris","RB",4700,"DAL","BAL",3.5,0.3,0.0333899047643353
"Travis Kelce","TE",4700,"KC","TB",12.5,20.3,4.24136860328114
"Sterling Shepard","WR",4700,"NYG","CHI",11.6,16,9.2311389572992
"J.J. Nelson","WR",4700,"ARI","@MIN",9.5,1,0.299658444668462
"Chris Hogan","WR",4700,"NE","@SF",0,0,0.0895359866610521
"Tim Hightower","RB",4700,"NO","@CAR",8.8,20.6,0
"Corey Coleman","WR",4700,"CLE","PIT",13.9,7.9,1.65077987758453
"Giovani Bernard","RB",4600,"CIN","BUF",0,11.1,1.20629006256885
"Darren Sproles","RB",4500,"PHI","@SEA",7.6,3.1,2.528487756326
"Tyreek Hill","WR",4500,"KC","TB",12.3,10.1,21.4354681604927
"Jeremy Hill","RB",4400,"CIN","BUF",9.4,8.3,2.51147379211488
"Rob Kelley","RB",4400,"WAS","GB",10.4,34.7,5.2381742315005
"Terrance West","RB",4400,"BAL","@DAL",7.4,12.3,0.412163283014534
"Eli Rogers","WR",4300,"PIT","@CLE",9,6,10.0195235239323
"Thomas Rawls","RB",4300,"SEA","PHI",5.9,11.8,1.09229650235431
"Alfred Blue","RB",4300,"HOU","@OAK",0,0,0
"Ryan Mathews","RB",4200,"PHI","@SEA",8.1,3.1,1.63908277718938
"C.J. Prosise","RB",4200,"SEA","PHI",0,16.1,18.1324196834552
"James Starks","RB",4200,"GB","@WAS",13.2,18.1,5.99253086971132
"Cameron Artis-Payne","RB",4200,"CAR","NO",0,0,0
"Kendall Wright","WR",4200,"TEN","@IND",7.6,9.2,2.24477990310547
"Mike Gillislee","RB",4100,"BUF","@CIN",4.6,7.2,0.120161122241079
"Eric Ebron","TE",4100,"DET","JAX",10.3,16.1,5.22775317842119
"John Brown","WR",4100,"ARI","@MIN",9.9,0,0.18928035184878
"DeVante Parker","WR",4100,"MIA","@LA",12.4,21.9,1.89535561311947
"Allen Hurns","WR",4100,"JAX","@DET",12,1.9,5.43936435829707
"Cameron Meredith","WR",4100,"CHI","@NYG",10.1,8.9,8.84555999336455
"Brandon LaFell","WR",4000,"CIN","BUF",7,7.2,0.599742238442201
"Michael Floyd","WR",4000,"ARI","@MIN",10.6,4.1,0.598040842021089
"Benny Cunningham","RB",4000,"LA","MIA",8.2,1.4,0.0231815262376596
"DuJuan Harris","RB",4000,"SF","NE",6.6,0.4,0.106975299977457
"Marqise Lee","WR",4000,"JAX","@DET",9.1,15.8,1.53189480265928
"Jeremy Langford","RB",4000,"CHI","@NYG",5,12.8,0.111228791030238
"Isaiah Crowell","RB",3900,"CLE","PIT",13.1,7.3,10.7694139965377
"Sammie Coates","WR",3900,"PIT","@CLE",2.5,0,1.19012679656828
"Kenneth Dixon","RB",3900,"BAL","@DAL",8.5,4,0.508292180807398
"Peyton Barber","RB",3900,"TB","@KC",5.1,2.2,0.00914500576348038
"Russell Shepard","WR",3900,"TB","@KC",4.4,8.4,0.043385608738372
"Adam Humphries","WR",3900,"TB","@KC",9.9,8.7,0.719052662472724
"Ka'Deem Carey","RB",3900,"CHI","@NYG",2.8,0,0.00319011828958618
"Paul Perkins","RB",3900,"NYG","CHI",8.7,5.5,0.0667798095286707
"Kyle Rudolph","TE",3900,"MIN","ARI",10.1,3.2,1.31964559912548
"Damien Williams","RB",3900,"MIA","@LA",5,0,0.0346659520801698
