"Player.Name","Pos","Salary","Team","Opp","Proj.FP","Actual.FP","Ownership.Pctg"
"Panthers","D",3900,"CAR","SF",11,14,9.60988781020631
"Seahawks","D",3800,"SEA","@LA",8.7,7,16.9458651068304
"Broncos","D",3600,"DEN","IND",10.2,22,5.51684888575833
"Cardinals","D",3500,"ARI","TB",8.6,23,2.34358251921722
"Vikings","D",3400,"MIN","GB",7,12,1.40594534448085
"Texans","D",3400,"HOU","KC",6.7,14,1.75098765810186
"Jets","D",3300,"NYJ","@BUF",7.2,2,0
"Rams","D",3300,"LA","SEA",7.7,11,0.987402893047091
"Eagles","D",3300,"PHI","@CHI",7.4,10,0
"Packers","D",3200,"GB","@MIN",7.3,5,2.55030165681561
"Chiefs","D",3200,"KC","@HOU",8.5,7,1.03563735848671
"Bills","D",3100,"BUF","NYJ",7.1,5,0
"Patriots","D",3000,"NE","MIA",9.4,8,11.7365428393512
"Ravens","D",3000,"BAL","@CLE",7.5,10,18.6611235312733
"Bears","D",2900,"CHI","PHI",6.2,7,0
"Steelers","D",2900,"PIT","CIN",7.5,6,1.48199757041211
"Lions","D",2800,"DET","TEN",8.1,8,3.59512653252892
"Bengals","D",2800,"CIN","@PIT",7.3,5,0.271031758184547
"Redskins","D",2800,"WAS","DAL",7.2,6,1.21351790034606
"Raiders","D",2700,"OAK","ATL",7.9,-1,3.45578252125889
"Colts","D",2700,"IND","@DEN",6.5,3,0.249083800365459
"Giants","D",2600,"NYG","NO",7.6,8,0.725813860900989
"Browns","D",2500,"CLE","BAL",7,8,0.687277330311661
"Dolphins","D",2500,"MIA","@NE",5.6,3,3.63340785430639
"Chargers","D",2500,"SD","JAX",7.3,9,1.46974754744332
"Cowboys","D",2400,"DAL","@WAS",5.1,4,2.01334231668351
"49ers","D",2400,"SF","@CAR",3.9,7,1.19029389846773
"Falcons","D",2300,"ATL","@OAK",5.6,0,0.345807940056554
"Saints","D",2300,"NO","@NYG",5.8,9,0.213609775518329
"Jaguars","D",2300,"JAX","@SD",6.6,1,3.9810022560459
"Titans","D",2200,"TEN","@DET",6.1,7,1.74715952592411
"Buccaneers","D",2200,"TB","@ARI",6,0,1.18187200767668
