"Place_lo","Place_hi","Payout"
"1","1","3000"
"2","2","2000"
"3","3","1500"
"4","4","1000"
"5","5","750"
"6","6","500"
"7","8","400"
"9","10","300"
"11","15","250"
"16","25","200"
"26","40","150"
"41","60","100"
"61","100","80"
"101","165","60"
"166","270","50"
