Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,17050,Thomas Rawls,RB,SEA,SF,11,50,64,60,6,66,66,43.50,75
2,2220,Ahmad Bradshaw,RB,IND,ATL,11,32,50,28,13,41,41,21.20,53.8
3,16919,JJ Nelson,WR,ARI,CIN,11,38,63,0,16,11,16,27.20,53.2
4,15137,Datone Jones,OLB,GB,MIN,11,31,48,0,0,0,0,0,51
5,14385,Doug Martin,RB,TB,PHI,11,50,64,54,2,54,56,26.50,47
6,16609,Charles Sims,RB,TB,PHI,11,28,36,36,14,46,50,15.90,46.1
7,16214,Marcus Williams,CB,NYJ,HOU,11,26,35,0,0,0,0,0,45.8
8,13320,Cam Newton,QB,CAR,WAS,11,71,92,6,0,54,54,31.44,44.3
9,2428,Carson Palmer,QB,ARI,CIN,11,60,100,2,0,53,53,29.58,41
10,6198,Darren Sproles,RB,PHI,TB,11,29,41,21,24,31,45,14.90,41
11,16762,Jameis Winston,QB,TB,PHI,11,78,100,5,0,42,42,29.84,38.3
12,16189,Alfred Blue,RB,HOU,NYJ,11,40,53,53,8,60,60,18.20,38
13,2503,D'Qwell Jackson,ILB,IND,ATL,11,70,93,0,0,0,0,0,37.1
14,12955,JJ Watt,DE,HOU,NYJ,11,67,100,0,2,0,2,0,36.4
15,5451,Jonathan Stewart,RB,CAR,WAS,11,48,62,44,2,46,46,21.40,36.2
16,3943,DeSean Jackson,WR,WAS,CAR,11,42,88,0,19,12,19,19.70,35
17,4399,Cliff Avril,DE,SEA,SF,11,41,77,0,0,0,0,0,34.6
18,16551,Bene' Benwikere,CB,CAR,WAS,11,48,100,0,0,0,0,0,33.1
19,14536,Russell Wilson,QB,SEA,SF,11,78,100,12,0,49,49,25.40,32.6
20,14986,DeAndre Hopkins,WR,HOU,NYJ,11,73,97,0,16,7,16,31.80,32.6
21,12430,Josh Mauga,ILB,KC,SD,11,35,60,0,0,0,0,0,32.6
22,16497,Teddy Bridgewater,QB,MIN,GB,11,63,98,6,0,65,65,20.14,32
23,16830,Tyler Lockett,WR,SEA,SF,11,54,69,2,9,9,11,21.30,32
24,14375,Lavonte David,OLB,TB,PHI,11,63,91,0,0,0,0,0,31.7
25,12982,Blaine Gabbert,QB,SF,SEA,11,53,100,8,0,72,72,16.76,31.6
26,2406,Tamba Hali,OLB,KC,SD,11,54,93,0,0,0,0,0,31.5
27,16555,Kony Ealy,DE,CAR,WAS,11,37,77,0,0,0,0,0,31.4
28,15071,Latavius Murray,RB,OAK,DET,11,28,55,46,0,46,46,8.80,31.4
29,15196,Kenny Stills,WR,MIA,DAL,11,36,75,0,6,6,6,13.20,31.1
30,8066,Darren McFadden,RB,DAL,MIA,11,48,68,60,6,67,67,20.90,31
31,13799,Ryan Tannehill,QB,MIA,DAL,11,48,100,6,0,56,56,15.82,30.9
32,14338,Luke Kuechly,ILB,CAR,WAS,11,34,71,0,0,0,0,0,30.9
33,13275,Kyle Rudolph,TE,MIN,GB,11,54,84,0,17,11,17,25.60,30.7
34,14824,Eddie Pleasant,SS,HOU,NYJ,11,31,46,0,0,0,0,0,30.6
35,11932,LeSean McCoy,RB,BUF,NE,11,60,85,33,17,43,50,24.30,30.5
36,12253,Rolando McClain,ILB,DAL,MIA,11,46,96,0,0,0,0,0,30.4
37,16900,Ben Heeney,ILB,OAK,DET,11,38,53,0,0,0,0,0,30.3
38,15088,Terrance Williams,WR,DAL,MIA,11,46,65,0,9,9,9,17.90,30.2
39,16809,Denzel Perryman,ILB,SD,KC,11,33,52,0,0,0,0,0,30
40,12841,Andy Dalton,QB,CIN,ARI,11,76,100,11,0,62,62,26,28.9
41,15247,Darren Fells,TE,ARI,CIN,11,27,45,0,7,4,7,8.80,28.9
42,6302,James Jones,WR,GB,MIN,11,66,86,0,17,9,17,27.90,28.6
43,8435,Michael Johnson,DE,CIN,ARI,11,51,85,0,0,0,0,0,28.6
44,13858,Courtney Upshaw,OLB,BAL,LA,11,49,80,0,0,0,0,0,28.6
45,15239,Vance McDonald,TE,SF,SEA,11,44,83,0,9,9,9,16.50,28.4
46,9038,Matthew Stafford,QB,DET,OAK,11,72,100,8,0,57,57,20.38,28.3
47,5334,Wesley Woodyard,ILB,TEN,JAX,11,34,57,0,0,0,0,0,28.2
48,14916,Giovani Bernard,RB,CIN,ARI,11,52,68,12,19,27,31,25.60,28.1
49,4895,Thomas Davis,OLB,CAR,WAS,11,34,71,0,0,0,0,0,27.9
50,16819,Markus Golden,OLB,ARI,CIN,11,35,46,0,0,0,0,0,27.7
51,14046,Ronnie Hillman,RB,DEN,CHI,11,38,55,55,3,58,58,14.40,27.4
52,13002,Cecil Shorts,WR,HOU,NYJ,11,46,61,9,11,15,22,14.54,27.3
53,14053,Brock Osweiler,QB,DEN,CHI,11,69,100,3,0,42,42,18.40,26.7
54,9906,Danny Amendola,WR,NE,BUF,11,44,66,0,27,21,27,23.70,26.6
55,9707,Rob Ninkovich,OLB,NE,BUF,11,52,73,0,0,0,0,0,26.5
56,14081,Dontari Poe,NT,KC,SD,11,40,69,3,0,3,3,6.10,26.5
57,3533,Kroy Biermann,DE,ATL,IND,11,33,52,0,0,0,0,0,26.4
58,16763,Marcus Mariota,QB,TEN,JAX,11,70,100,7,0,57,57,18.14,25.9
59,15138,Eddie Lacy,RB,GB,MIN,11,41,53,54,5,56,59,14.60,25.9
60,4807,Adrian Peterson,RB,MIN,GB,11,39,61,33,5,39,39,13.10,25.9
61,12433,O'Brien Schofield,OLB,ATL,IND,11,27,42,0,0,0,0,0,25.9
62,14057,Danny Trevathan,ILB,DEN,CHI,11,45,71,0,0,0,0,0,25.6
63,16334,Jeremiah Attaochu,OLB,SD,KC,11,40,64,0,0,0,0,0,25.1
64,13036,Justin Houston,OLB,KC,SD,11,44,76,0,0,0,0,0,25
65,2593,Aaron Rodgers,QB,GB,MIN,11,77,100,4,0,48,48,19.08,24.8
66,16618,Aaron Donald,DT,LA,BAL,11,54,70,0,0,0,0,0,24.4
67,16278,Cody Latimer,WR,DEN,CHI,11,36,52,3,8,8,11,10.70,24.2
68,15020,CJ Anderson,RB,DEN,CHI,11,30,44,40,7,47,47,9.20,24
69,732,Matt Ryan,QB,ATL,IND,11,75,100,3,0,64,64,20.90,23.9
70,15126,Theo Riddick,RB,DET,OAK,11,36,50,17,17,31,33,13.60,23.9
71,13124,DeMarco Murray,RB,PHI,TB,11,30,42,43,17,57,60,12.10,23.7
72,8283,Ryan Fitzpatrick,QB,NYJ,HOU,11,67,100,8,0,66,66,17.84,23.6
73,16771,Todd Gurley,RB,LA,BAL,11,45,74,56,0,56,56,11.60,23.6
74,13860,Vontaze Burfict,OLB,CIN,ARI,11,37,62,0,0,0,0,0,23
75,13291,Julio Jones,WR,ATL,IND,11,70,93,0,21,13,21,28,22.9
76,12109,Ted Ginn,WR,CAR,WAS,11,48,62,4,17,15,21,15.90,22.7
77,16642,Deone Bucannon,ILB,ARI,CIN,11,76,100,0,0,0,0,0,22.5
78,12861,Jordan Cameron,TE,MIA,DAL,11,36,75,0,14,6,14,10.10,22.5
79,16366,Demarcus Lawrence,DE,DAL,MIA,11,32,67,0,0,0,0,0,22.5
80,13386,Lance Kendricks,TE,LA,BAL,11,46,75,0,9,4,9,12.30,22.4
81,13162,Leonard Hankerson,WR,ATL,IND,11,43,57,0,16,9,16,13.60,22.3
82,16093,CJ Mosley,ILB,BAL,LA,11,61,100,0,0,0,0,0,22.1
83,16804,Benardrick McKinney,ILB,HOU,NYJ,11,32,48,0,0,0,0,0,21.9
84,13091,Corey Liuget,DT,SD,KC,11,44,70,0,0,0,0,0,21.8
85,16960,Quandre Diggs,CB,DET,OAK,11,39,77,0,0,0,0,0,21.8
86,16886,Javorius Allen,RB,BAL,LA,11,53,69,42,11,51,53,16.50,21.7
87,12800,Bilal Powell,RB,NYJ,HOU,11,41,61,10,17,22,27,13.90,21.7
88,11712,Anquan Boldin,WR,SF,SEA,11,43,81,0,16,12,16,14.30,21.6
89,6739,Alex Smith,QB,KC,SD,11,63,100,11,0,51,51,13.42,21.3
90,1214,Frostee Rucker,DT,ARI,CIN,11,33,43,0,0,0,0,0,21.2
91,13188,Chris Conte,SS,TB,PHI,11,64,93,0,0,0,0,0,21.1
92,16640,John Brown,WR,ARI,CIN,11,53,88,4,6,9,9,14.20,21.1
93,14828,Chris Hogan,WR,BUF,NE,11,45,63,0,16,13,16,15.50,21.1
94,16249,Aaron Colvin,CB,JAX,TEN,11,70,100,0,0,0,0,0,21
95,8950,Brian Orakpo,OLB,TEN,JAX,11,52,87,0,0,0,0,0,21
96,11270,Dez Bryant,WR,DAL,MIA,11,50,70,0,18,8,18,14.50,21
97,1650,Leon Hall,CB,CIN,ARI,11,43,72,0,0,0,0,0,20.9
98,16799,Preston Smith,OLB,WAS,CAR,11,35,46,0,0,0,0,0,20.9
99,1034,Matt Hasselbeck,QB,IND,ATL,11,64,100,5,0,55,55,15.32,20.8
100,15176,Paul Worrilow,ILB,ATL,IND,11,58,91,0,0,0,0,0,20.7
101,16877,Rodney Gunter,DT,ARI,CIN,11,29,38,0,0,0,0,0,20.7
102,14340,Josh Norman,CB,CAR,WAS,11,34,71,0,0,0,0,0,20.6
103,11197,Demaryius Thomas,WR,DEN,CHI,11,58,84,0,14,5,14,14.90,20.5
104,11384,Willie Young,OLB,CHI,DEN,11,41,59,0,0,0,0,0,20.5
105,16867,Jeremy Langford,RB,CHI,DEN,11,50,79,26,12,32,38,13.20,20.4
106,4104,Jerricho Cotchery,WR,CAR,WAS,11,28,36,0,21,14,21,9.70,20.4
107,16473,Ha'Sean Clinton-Dix,FS,GB,MIN,11,64,100,0,0,0,0,0,20.3
108,16802,Devin Funchess,WR,CAR,WAS,11,61,79,0,13,7,13,16.40,20.3
109,7175,Delanie Walker,TE,TEN,JAX,11,54,77,0,19,15,19,21.90,20.2
110,13816,Damon Harrison,DT,NYJ,HOU,11,52,70,0,0,0,0,0,20.2
111,12742,Kelvin Sheppard,ILB,MIA,DAL,11,70,99,0,0,0,0,0,20
112,11021,Geno Atkins,DT,CIN,ARI,11,50,83,0,0,0,0,0,20
113,13022,Von Miller,OLB,DEN,CHI,11,46,73,0,0,0,0,0,20
114,13027,Julius Thomas,TE,JAX,TEN,11,44,73,0,18,11,18,13.80,20
115,6828,Chris Johnson,RB,ARI,CIN,11,33,55,55,6,58,61,7.50,19.7
116,15200,William Gholston,DE,TB,PHI,11,46,67,0,0,0,0,0,19.6
117,14729,Ryan Davis,DE,JAX,TEN,11,26,37,0,0,0,0,0,19.6
118,12956,TJ Yates,QB,HOU,NYJ,11,75,100,4,0,49,49,15.66,19.5
119,8415,Mark Sanchez,QB,PHI,TB,11,71,100,3,0,61,61,16.84,19.5
120,4314,Tom Brady,QB,NE,BUF,11,67,100,0,0,58,58,14.08,19.5
121,14793,DeShawn Shead,CB,SEA,SF,11,31,59,0,0,0,0,0,19.4
122,16597,Mike Evans,WR,TB,PHI,11,64,82,0,11,6,11,16.30,19.2
123,16263,Allen Robinson,WR,JAX,TEN,11,59,98,0,12,9,12,19.30,19.2
124,16163,Antonio Andrews,RB,TEN,JAX,11,49,70,31,4,35,35,11.40,19.2
125,3519,Vincent Jackson,WR,TB,PHI,11,61,78,0,10,7,10,15.60,19
126,12424,Erik Walden,OLB,IND,ATL,11,50,67,0,0,0,0,0,19
127,3808,William Hayes,DE,LA,BAL,11,42,55,0,0,0,0,0,19
128,14419,Rodney McLeod,S,LA,BAL,11,77,100,0,0,0,0,0,18.8
129,14906,Brandon Williams,NT,BAL,LA,11,48,79,0,0,0,0,0,18.8
130,5820,Frank Gore,RB,IND,ATL,11,32,50,44,16,59,59,12,18.8
131,2623,Paul Soliai,DT,ATL,IND,11,32,50,0,0,0,0,0,18.8
132,14918,Tyler Eifert,TE,CIN,ARI,11,76,100,0,4,4,4,17.20,18.7
133,3867,Tony Romo,QB,DAL,MIA,11,71,100,3,0,42,42,15.28,18.7
134,15118,Marquess Wilson,WR,CHI,DEN,11,55,87,0,13,7,13,17.20,18.5
135,4738,Mike Tolbert,FB,CAR,WAS,11,38,49,18,5,24,24,9,18.4
136,16815,Ameer Abdullah,RB,DET,OAK,11,25,35,48,8,52,56,5.60,18.4
137,11414,Everson Griffen,DE,MIN,GB,11,62,81,0,0,0,0,0,18.1
138,16776,Melvin Gordon,RB,SD,KC,11,27,45,56,4,59,59,5.90,18.1
139,16434,Christian Jones,ILB,CHI,DEN,11,42,61,0,0,0,0,0,17.9
140,13999,Jerrell Freeman,ILB,IND,ATL,11,73,97,0,0,0,0,0,17.8
141,10962,Jared Odrick,DE,JAX,TEN,11,56,80,0,0,0,0,0,17.7
142,12880,Jabaal Sheard,DE,NE,BUF,11,48,68,0,0,0,0,0,17.7
143,16245,Blake Bortles,QB,JAX,TEN,11,60,100,3,0,53,53,12.58,17.6
144,1141,Manny Lawson,OLB,BUF,NE,11,46,69,0,0,0,0,0,17.6
145,16323,Khalil Mack,DE,OAK,DET,11,63,88,0,0,0,0,0,17.5
146,16326,Seth Roberts,WR,OAK,DET,11,31,61,0,7,7,7,7.40,17.4
147,8231,Derrick Johnson,ILB,KC,SD,11,55,95,0,0,0,0,0,17.3
148,14743,Lawrence Guy,DE,BAL,LA,11,26,43,0,0,0,0,0,17.3
149,8565,Connor Barwin,DE,PHI,TB,11,64,82,0,0,0,0,0,17.2
150,13791,Lamar Miller,RB,MIA,DAL,11,32,67,22,9,28,31,7.50,17.2
151,16902,Adrian Amos,FS,CHI,DEN,11,69,100,0,0,0,0,0,17
152,15183,Desmond Trufant,CB,ATL,IND,11,64,100,0,0,0,0,0,17
153,13731,Mychal Kendricks,OLB,PHI,TB,11,56,72,0,0,0,0,0,17
154,5511,Brent Celek,TE,PHI,TB,11,47,66,0,21,15,21,14.90,16.8
155,11514,Gerald McCoy,DT,TB,PHI,11,57,83,0,0,0,0,0,16.7
156,16797,TJ Yeldon,RB,JAX,TEN,11,49,82,29,8,35,37,11.20,16.7
157,14285,Casey Hayward,CB,GB,MIN,11,48,75,0,0,0,0,0,16.7
158,14280,Mike Daniels,DT,GB,MIN,11,44,69,0,0,0,0,0,16.6
159,11667,Brandon Marshall,WR,NYJ,HOU,11,65,97,0,15,8,15,15.70,16.5
160,12296,LeGarrette Blount,RB,NE,BUF,11,37,55,43,5,46,49,7.10,16.5
161,1658,Greg Olsen,TE,CAR,WAS,11,70,91,0,9,4,9,14.40,16.3
162,15065,David Bass,OLB,TEN,JAX,11,43,72,0,0,0,0,0,16.3
163,13158,Shaun Draughn,RB,SF,SEA,11,48,91,25,23,42,48,15.70,16
164,16307,Charcandrick West,RB,KC,SD,11,40,64,28,5,33,33,8.40,16
165,1590,Tyvon Branch,SS,KC,SD,11,25,43,0,0,0,0,0,16
166,15139,Nate Palmer,ILB,GB,MIN,11,41,64,0,0,0,0,0,15.9
167,16800,Eddie Goldman,NT,CHI,DEN,11,40,58,0,0,0,0,0,15.8
168,14059,Derek Wolfe,DE,DEN,CHI,11,59,94,0,0,0,0,0,15.6
169,611,Joe Flacco,QB,BAL,LA,11,77,100,0,0,57,57,13.96,15.5
170,16083,Crockett Gillmore,TE,BAL,LA,11,65,84,0,12,8,12,18.10,15.5
171,5571,Larry Fitzgerald,WR,ARI,CIN,11,58,97,0,22,14,22,17,15.5
172,15099,Bacarri Rambo,SS,BUF,NE,11,52,78,0,0,0,0,0,15.4
173,14465,Jarius Wright,WR,MIN,GB,11,33,52,0,15,12,15,9,15.2
174,11613,Walter Thurmond,S,PHI,TB,11,78,100,0,0,0,0,0,15.1
175,8972,Jay Cutler,QB,CHI,DEN,11,63,100,5,0,56,56,11.50,15.1
176,13484,KJ Wright,OLB,SEA,SF,11,53,100,0,0,0,0,0,15.1
177,12753,Jonathan Freeny,OLB,NE,BUF,11,53,75,0,0,0,0,0,15.1
178,4992,Justin Durant,OLB,ATL,IND,11,54,84,0,0,0,0,0,14.8
179,16311,Derek Carr,QB,OAK,DET,11,51,100,2,0,51,51,7.56,14.8
180,6767,Pierre Garcon,WR,WAS,CAR,11,29,60,0,14,10,14,7.30,14.8
181,12722,Kamar Aiken,WR,BAL,LA,11,75,97,0,11,7,11,16,14.7
182,11311,Kurt Coleman,SS,CAR,WAS,11,41,85,0,0,0,0,0,14.6
183,11402,Sam Shields,CB,GB,MIN,11,62,97,0,0,0,0,0,14.5
184,11205,Eric Berry,SS,KC,SD,11,55,95,0,0,0,0,0,14.5
185,5084,Vernon Davis,TE,DEN,CHI,11,47,68,0,13,13,13,12.80,14.5
186,15122,Ezekiel Ansah,DE,DET,OAK,11,38,75,0,0,0,0,0,14.5
187,16037,Dominique Easley,DT,NE,BUF,11,31,44,0,0,0,0,0,14.5
188,13236,Davon House,CB,JAX,TEN,11,70,100,0,0,0,0,0,14.3
189,16885,Kwon Alexander,ILB,TB,PHI,11,63,91,0,0,0,0,0,14.3
190,16020,Jarvis Landry,WR,MIA,DAL,11,46,96,0,15,9,15,10.60,14.3
191,12056,Roy Miller,DT,JAX,TEN,11,28,40,0,0,0,0,0,14.3
192,16407,Bashaud Breeland,CB,WAS,CAR,11,74,96,0,0,0,0,0,14.2
193,16182,Avery Williamson,ILB,TEN,JAX,11,60,100,0,0,0,0,0,14.2
194,14888,Logan Ryan,CB,NE,BUF,11,71,100,0,0,0,0,0,14.1
195,13330,Isa Abdul-Quddus,SS,DET,OAK,11,39,77,0,0,0,0,0,14.1
196,622,Jared Allen,OLB,CAR,WAS,11,32,67,0,0,0,0,0,14.1
197,17145,Neville Hewitt,OLB,MIA,DAL,11,57,80,0,0,0,0,0,14
198,14252,Kirk Cousins,QB,WAS,CAR,11,48,100,2,0,65,65,9.68,13.9
199,11302,Linval Joseph,NT,MIN,GB,11,65,84,0,0,0,0,0,13.8
200,11463,Brandon LaFell,WR,NE,BUF,11,48,72,0,17,8,17,10.60,13.8
201,14635,Mark Barron,OLB,LA,BAL,11,77,100,0,0,0,0,0,13.6
202,16266,Telvin Smith,OLB,JAX,TEN,11,70,100,0,0,0,0,0,13.6
203,15079,Manti Te'o,ILB,SD,KC,11,48,76,0,0,0,0,0,13.6
204,9214,EJ Biggers,CB,PHI,TB,11,37,47,0,0,0,0,0,13.5
205,11313,Riley Cooper,WR,PHI,TB,11,31,44,0,10,7,10,6.20,13.5
206,12215,Reshad Jones,SS,MIA,DAL,11,71,100,0,0,0,0,0,13.4
207,12831,Tyrod Taylor,QB,BUF,NE,11,71,100,6,0,56,56,9.42,13.3
208,9051,Clay Matthews,OLB,GB,MIN,11,60,94,0,0,0,0,0,13.3
209,14795,Josh Bellamy,WR,CHI,DEN,11,43,68,0,12,9,12,9.70,13.3
210,12506,James Starks,RB,GB,MIN,11,33,43,24,3,27,27,5.40,13.3
211,16849,Danielle Hunter,DE,MIN,GB,11,30,39,0,0,0,0,0,13.3
212,16353,Jason Verrett,CB,SD,KC,11,61,97,0,0,0,0,0,13.1
213,15227,Kevin Minter,ILB,ARI,CIN,11,73,96,0,0,0,0,0,13
214,16767,Leonard Williams,DE,NYJ,HOU,11,67,91,0,0,0,0,0,12.7
215,13227,Randall Cobb,WR,GB,MIN,11,66,86,0,14,3,14,10.40,12.7
216,11054,TJ Ward,SS,DEN,CHI,11,63,100,0,0,0,0,0,12.7
217,13721,Fletcher Cox,DT,PHI,TB,11,59,76,0,0,0,0,0,12.7
218,9782,Greg Toler,CB,IND,ATL,11,72,96,0,0,0,0,0,12.5
219,16670,Aaron Lynch,OLB,SF,SEA,11,65,83,0,0,0,0,0,12.5
220,14032,Brandon Marshall,ILB,DEN,CHI,11,56,89,0,0,0,0,0,12.5
221,14414,Trumaine Johnson,CB,LA,BAL,11,48,62,0,0,0,0,0,12.5
222,13355,Adrian Clayborn,DE,ATL,IND,11,32,50,0,0,0,0,0,12.5
223,6029,Calvin Johnson,WR,DET,OAK,11,71,99,0,13,7,13,13.80,12.4
224,11182,Eric Decker,WR,NYJ,HOU,11,66,99,0,17,6,17,12.10,12.3
225,1810,Owen Daniels,TE,DEN,CHI,11,56,81,0,9,7,9,10.90,12.3
226,14534,Bobby Wagner,ILB,SEA,SF,11,53,100,0,0,0,0,0,12.3
227,16308,Albert Wilson,WR,KC,SD,11,46,73,0,9,9,9,9.60,12.2
228,16194,Jadeveon Clowney,DE,HOU,NYJ,11,39,58,0,0,0,0,0,12.2
229,12997,Chris Prosinski,FS,CHI,DEN,11,66,96,0,0,0,0,0,12.1
230,12167,Reggie Nelson,FS,CIN,ARI,11,58,97,0,0,0,0,0,12.1
231,11991,Sammie Hill,NT,TEN,JAX,11,29,48,0,0,0,0,0,12.1
232,6078,Brent Grimes,CB,MIA,DAL,11,71,100,0,0,0,0,0,12
233,9169,Captain Munnerlyn,CB,MIN,GB,11,66,86,0,0,0,0,0,12
234,16906,Stefon Diggs,WR,MIN,GB,11,55,86,0,16,11,16,12.60,12
235,16778,Arik Armstead,DT,SF,SEA,11,46,59,0,0,0,0,0,12
236,12606,Quintin Demps,SS,HOU,NYJ,11,67,100,0,0,0,0,0,11.9
