"Aaron Judge_NYY","Gary Sanchez_NYY","Brett Gardner_NYY","Matt Holliday_NYY","Jose Abreu_CWS","Chris Carter_NYY","Todd Frazier_CWS","Freddie Freeman_ATL","Matt Adams_ATL","Wil Myers_SD","Ender Inciarte_ATL","Nick Markakis_ATL","Melky Cabrera_CWS","Brandon Phillips_ATL","Matt Kemp_ATL","Chase Headley_NYY","Yoan Moncada_CWS","Jacoby Ellsbury_NYY","Aaron Hicks_NYY","Didi Gregorius_NYY","Tyler Flowers_ATL","Starlin Castro_NYY","Tyler Saladino_CWS","Alen Hanson_CWS","Jose Pirela_SD","Ryan Schimpf_SD","Greg Bird_NYY","Yangervis Solarte_SD","Adonis Garcia_ATL","Matt Davidson_CWS","Avisail Garcia_CWS","Mason Williams_NYY","Kurt Suzuki_ATL","Alex Dickerson_SD","Franchy Cordero_SD","Tyler Austin_NYY","Charlie Tilson_CWS","Rob Refsnyder_NYY","Tim Anderson_CWS","Erick Aybar_SD","Cory Spangenberg_SD","Austin Hedges_SD","Manuel Margot_SD","Yolmer Sanchez_CWS","Adam Engel_CWS","Danny Santana_ATL","Travis Jankowski_SD","Leury Garcia_CWS","Jacob May_CWS","Matt Szczur_SD","Hunter Renfroe_SD","Micah Johnson_ATL","Dansby Swanson_ATL","Ronald Acuna_ATL","Austin Romine_NYY","Ronald Torreyes_NYY","Cody Asche_CWS","Kevan Smith_CWS","Gleyber Torres_NYY","Chase d'Arnaud_SD","Rio Ruiz_ATL","Travis Demeritte_ATL","Willy Garcia_CWS","Jorge Mateo_NYY","Miguel Andujar_NYY","Tyler Wade_NYY","Christian Bethancourt_SD","Jose Rondon_SD","Luis Urias_SD","Geovany Soto_CWS","Jace Peterson_ATL","Johan Camargo_ATL","Kyle Higashioka_NYY","Omar Narvaez_CWS","Jabari Blash_SD","Carlos Asuaje_SD","Anthony Recker_ATL","Hector Sanchez_SD","Emilio Bonifacio_ATL","Grant Green_CWS","Zack Collins_CWS","Lane Adams_ATL","Allen Cordoba_SD","Luis Torrens_SD"
104.335403726708,30.4439024390244,18.7571595558153,22.4409701928697,0,9.64939024390244,0,0,0,0,0,0,0,0,0,2.19491525423729,0,-0.924242424242424,6.1256038647343,0.723404255319149,0,29.6690079016681,0,0,0,0,0,0,0,0,0,21.6666666666667,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51720430107527,22.8502673796791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0
30.4439024390244,96.3510520487265,4.54935897435897,31.4932432432432,0,11.005291005291,0,0,0,0,0,0,0,0,0,2.01031746031746,0,-8.99264705882353,18.179435483871,1.77252252252252,0,35.4589743589744,0,0,0,0,0,0,0,0,0,50,0,0,0,-40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.2,0.948529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.7571595558153,4.54935897435897,70.9360126916975,15.0196078431373,0,0.447619047619048,0,0,0,0,0,0,0,0,0,-9.91176470588235,0,-9.33333333333333,15.8769230769231,7.8985200845666,0,5.44745762711864,0,0,0,0,0,0,0,0,0,-37.5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13636363636364,-4.48387096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0
22.4409701928697,31.4932432432432,15.0196078431373,67.0901639344262,0,0.19203413940256,0,0,0,0,0,0,0,0,0,1.06862745098039,0,19.3888888888889,7.90420819490587,13.063122923588,0,24.1751412429379,0,0,0,0,0,0,0,0,0,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.02173913043478,0.5997150997151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,60.1908653846154,0,3.4973063973064,0,0,0,0,0,21.7893442622951,0,0,0,0,0,0,0,0,0,6.625,47.75,0,0,0,0,0,22.3900709219858,11.6425171866737,0,0,0,0,0,0,0,5.48308270676692,0,0,0,0,9.38387096774194,-17.3454545454545,0,0,-10.2682926829268,1.98214285714286,0,0,0,0,0,0,0,16.8076923076923,3.63333333333333,0,0,0,0,8.00416666666667,0,0,0,0,0,0,-12.8055555555556,0,0,0,11.5731182795699,0,0,0,0,0,0,0,0,0,0
9.64939024390244,11.005291005291,0.447619047619048,0.19203413940256,0,44.2292358803987,0,0,0,0,0,0,0,0,0,12.2,0,-6.55238095238095,-3.70944741532977,13.0133689839572,0,15.4341085271318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82692307692308,3.05882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.4973063973064,0,52.5974025974026,0,0,0,0,0,3.26415094339623,0,0,0,0,0,0,0,0,0,4.40058479532164,-16,0,0,0,0,0,2.33012820512821,25.0014513788099,0,0,0,0,0,0,0,23.274693877551,0,0,0,0,-1.26600985221675,24.1111111111111,0,0,-0.351260504201681,6.56666666666667,0,0,0,0,0,0,0,7.77777777777778,1.12337662337662,0,0,0,0,-3.56593406593407,0,0,0,0,0,0,14.7083333333333,0,0,0,8.56333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100.139495798319,0,0,6.03949579831933,-1.10168067226891,0,-11.0135467980296,10.4366666666667,0,0,0,0,0,4.62105263157895,0,0,0,0,0,0,0,6.87956989247312,0,0,0,-4.91208791208791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1016042780749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.792397660818713,0,0,0,0,0,0,0,-11,0,0,0,0,0
0,0,0,0,0,0,0,0,123.498991935484,0,14.7590725806452,44.1279569892473,0,30.7792022792023,2.48148148148148,0,0,0,0,0,36.1255411255411,0,0,0,0,0,0,0,147.5,0,0,0,29.5727272727273,0,0,0,0,0,0,0,0,0,0,0,0,48.25,0,0,0,0,0,0,11.8620689655172,0,0,0,0,0,0,0,7.20952380952381,0,0,0,0,0,0,0,0,0,3.35,3.78021978021978,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,56.0157715260017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.3626373626374,-5.49651567944251,0,13.2980030721966,0,0,0,0,0,0,26.140522875817,0,0,0,0,4.70040816326531,-9.39714714714715,8.39902166317261,11.5052264808362,0,0,0,-8.87179487179487,0,0,18.5952380952381,1.52307692307692,0,0,0,0,0,0,0,0,22.7916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6428571428571,-8.66666666666667,0,0,0,0,0,0,7.80295566502463,1.97252747252747
