"Place_lo","Place_hi","Payout"
"1","1","5000"
"2","2","3000"
"3","3","2000"
"4","4","1500"
"5","5","1000"
"6","6","750"
"7","8","500"
"9","10","300"
"11","15","200"
"16","20","150"
"21","30","100"
"31","40","70"
"41","50","50"
"51","75","40"
"76","100","30"
"101","150","25"
"151","250","20"
"251","450","15"
"451","850","12"
"851","1650","10"
"1651","2950","8"
