"Place_lo","Place_hi","Payout"
"1","1","400"
"2","2","300"
"3","3","200"
"4","4","175"
"5","5","150"
"6","6","125"
"7","8","100"
"9","10","80"
"11","15","60"
"16","25","50"
"26","40","40"
"41","60","30"
"61","95","25"
"96","145","20"
"146","218","15"
"219","328","12"
