"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Yu Darvish","P","TEX","@ DET",4.04,"Boyd, L 5.18","R",2.61,0,0,6.5,9.4,1.09,NA,12700,38.3,22,18.62,18.62,"%",55,1.5,19.85,1.6
"Stephen Strasburg","P","WSH","@ ATL",3.67,"Garcia, L 4.65","R",3.42,0,0,6.6,8.2,1.14,NA,11300,32.9,19.2,20.56,20.56,"%",68,1.8,35.65,3.2
"Chris Archer","P","TB","vs NYY",3.65,"Sabathia, L 4.93","R",3.7,0,0,6.5,10,1.22,NA,10800,40.3,20.2,20.46,20.46,"%",51,1.9,27.45,2.5
"Andrew Triggs","P","OAK","vs BOS",4.33,"Rodriguez, L 3.05","R",2.12,0,0,5.8,6.8,1.03,NA,9400,32.4,17.7,14.34,14.34,"%",49,1.5,9.4,1
"Jake Arrieta","P","CHC","vs MIL",4.2,"Anderson, R 3.43","R",5.44,0,0,5.6,9.8,1.46,NA,9400,40.3,15,18.56,18.56,"%",27,2,25.3,2.7
"Danny Salazar","P","CLE","@ HOU",4.05,"Musgrove, R 4.57","R",5.66,0,0,5.2,13.5,1.57,NA,9300,30.1,16.6,14.57,14.57,"%",53,1.6,20.55,2.2
"Eduardo Rodriguez","P","BOS","@ OAK",4.17,"Triggs, R 2.12","L",3.05,0,0,5.2,10.2,1.11,NA,9100,28.4,17.3,14.35,14.35,"%",59,1.6,27.8,3.1
"Ian Kennedy","P","KC","@ MIN",4.36,"Hughes, R 5.23","R",3.03,0,0,5.9,7.9,1.07,NA,8700,32.6,15.8,12.59,12.59,"%",37,1.4,-7.1,NA
"Marco Estrada","P","TOR","@ BAL",4.41,"Miley, L 3.02","R",3.6,0,0,6.1,9.4,1.18,NA,8600,29.8,18.2,14.62,14.62,"%",58,1.7,39.65,4.6
"Jesse Chavez","P","LAA","@ NYM",4.05,"Milone, L 6.25","R",4.41,0,0,5.4,7.3,1.22,NA,8400,30.1,13.1,11.99,11.99,"%",31,1.4,10.55,1.3
"Aaron Nola","P","PHI","@ PIT",4.16,"Kuhl, R 6.69","R",4.5,0,0,5.3,8.5,1.63,NA,8300,23.9,14.1,10.31,10.31,"%",52,1.2,20.15,2.4
