"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Robbie Ray",13500,"ARI@PHI 01:35PM ET",25.404,"ARI","PHI",25.36,23.8,22.816,NA,10.8
"SP","Jacob deGrom",10600,"WAS@NYM 01:10PM ET",18.454,"NYM","WAS",20.6,19.4,20.007,NA,31
"SP","Jameson Taillon",8300,"CHC@PIT 01:35PM ET",16.164,"PIT","CHC",19.66,16.5,17.333,NA,5.85
"SP","Jacob Faria",8100,"TB@DET 01:10PM ET",25.65,"TB","DET",12.34,15.1,16.431,NA,31.55
"SP","Jimmy Nelson",7900,"SD@MIL 02:10PM ET",16.354,"MIL","SD",20,16.3,16.934,NA,39.35
"SP","Lance Lynn",7800,"STL@BAL 01:35PM ET",17.904,"STL","BAL",19.33,14.8,17.473,NA,-0.7
"SP","JA Happ",7700,"CWS@TOR 01:07PM ET",15.283,"TOR","CWS",17.16,14.4,16.328,NA,26.2
"SP","Mike Foltynewicz",7300,"MIA@ATL 01:35PM ET",11.815,"ATL","MIA",NA,13.3,18.423,NA,NA
"SP","Kenta Maeda",7200,"LAD@CIN 01:10PM ET",14.141,"LAD","CIN",19.41,15.1,18.016,NA,20.25
"SP","Joe Ross",6900,"WAS@NYM 01:10PM ET",7.281,"WAS","NYM",NA,13.6,13.563,NA,10.9
"SP","John Lackey",6800,"CHC@PIT 01:35PM ET",12.764,"CHC","PIT",19.29,15.1,17.553,NA,20.5
"SP","James Shields",6400,"CWS@TOR 01:07PM ET",18.7,"CWS","TOR",9.23,11.7,11.799,NA,7.35
"SP","Trevor Bauer",6200,"CLE@MIN 02:10PM ET",14.281,"CLE","MIN",17.55,14.5,19.254,NA,27.55
"SP","Luis Perdomo",5900,"SD@MIL 02:10PM ET",10.495,"SD","MIL",14.84,10.8,14.594,NA,11.5
"RP","Buck Farmer",5800,"TB@DET 01:10PM ET",19.9,"DET","TB",NA,11,14.37,NA,-8.95
"SP","Jose Urena",5500,"MIA@ATL 01:35PM ET",9.232,"MIA","ATL",15.57,9.9,12.356,NA,12.7
"SP","Kyle Gibson",5300,"CLE@MIN 02:10PM ET",6.641,"MIN","CLE",10.13,11,13.21,NA,8.9
"SP","Ben Lively",5100,"ARI@PHI 01:35PM ET",9.75,"PHI","ARI",NA,10.8,18.547,NA,14.1
"SP","Ubaldo Jimenez",4900,"STL@BAL 01:35PM ET",7.227,"BAL","STL",11.86,11.5,14.22,NA,16.95
"SP","Bronson Arroyo",4200,"LAD@CIN 01:10PM ET",5.586,"CIN","LAD",10.67,8.1,13.718,NA,-1.45
