"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg"
"RB","DeMarco Murray (0000000)","DeMarco Murray",0,6900,"GB@Ten 00:00PM ET","Ten","DeMarco","Murray","GB",18.3,14.7,4,0.139072847682119
"QB","Drew Brees (0000000)","Drew Brees",0,6900,"Den@NO 00:00PM ET","NO","Drew","Brees","Den",20.6,17.3,0,0
"WR","Brandon Marshall (0000000)","Brandon Marshall",0,6900,"LA@NYJ 00:00PM ET","NYJ","Brandon","Marshall","LA",14.86,15.8,1,0.277602523659306
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin",0,6800,"KC@Car 00:00PM ET","Car","Kelvin","Benjamin","KC",14.7,12.7,2,0.215488215488215
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger",0,6800,"Dal@Pit 00:00PM ET","Pit","Ben","Roethlisberger","Dal",20.42,18.9,0,0
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders",0,6800,"Den@NO 00:00PM ET","Den","Emmanuel","Sanders","NO",17.68,16.2,1,0.278846153846154
"RB","Devonta Freeman (0000000)","Devonta Freeman",0,6800,"Atl@Phi 00:00PM ET","Atl","Devonta","Freeman","Phi",14.93,17.6,3,0.115625
"QB","Cam Newton (0000000)","Cam Newton",0,6800,"KC@Car 00:00PM ET","Car","Cam","Newton","KC",20.95,20.4,0,0
"WR","Demaryius Thomas (0000000)","Demaryius Thomas",0,6700,"Den@NO 00:00PM ET","Den","Demaryius","Thomas","NO",18.51,17.4,2,0.275641025641026
"RB","Spencer Ware (0000000)","Spencer Ware",0,6700,"KC@Car 00:00PM ET","KC","Spencer","Ware","Car",14.95,12.8,6,0.0793103448275862
"QB","Philip Rivers (0000000)","Philip Rivers",0,6700,"Mia@SD 00:00PM ET","SD","Philip","Rivers","Mia",18.76,17.4,0,0
"WR","Alshon Jeffery (0000000)","Alshon Jeffery",0,6600,"Chi@TB 00:00PM ET","Chi","Alshon","Jeffery","TB",14.94,18.2,1,0.219594594594595
"WR","Ty Montgomery (0000000)","Ty Montgomery",0,6500,"GB@Ten 00:00PM ET","GB","Ty","Montgomery","Ten",13.54,11.8,4,0.0906344410876133
"QB","Carson Palmer (0000000)","Carson Palmer",0,6500,"SF@Ari 00:00PM ET","Ari","Carson","Palmer","SF",20.78,18,0,0
"WR","Randall Cobb (0000000)","Randall Cobb",0,6400,"GB@Ten 00:00PM ET","GB","Randall","Cobb","Ten",15.21,14.6,3,0.181268882175227
"RB","Lamar Miller (0000000)","Lamar Miller",0,6400,"Hou@Jax 00:00PM ET","Hou","Lamar","Miller","Jax",15.94,15.2,5,0.0976430976430976
"WR","Davante Adams (0000000)","Davante Adams",0,6300,"GB@Ten 00:00PM ET","GB","Davante","Adams","Ten",15.05,9.8,2,0.211480362537764
"QB","Jameis Winston (0000000)","Jameis Winston",0,6300,"Chi@TB 00:00PM ET","TB","Jameis","Winston","Chi",18.94,18.1,0,0
"QB","Joe Flacco (0000000)","Joe Flacco",0,6200,"Cle@Bal 00:00PM ET","Bal","Joe","Flacco","Cle",18.41,16.5,0,0
"TE","Jordan Reed (0000000)","Jordan Reed",0,6200,"Min@Was 00:00PM ET","Was","Jordan","Reed","Min",15.3,15.2,2,0.178247734138973
"QB","Russell Wilson (0000000)","Russell Wilson",0,6200,"Sea@NE 00:00PM ET","Sea","Russell","Wilson","NE",18.49,17.7,14,0.003690036900369
"WR","Mike Wallace (0000000)","Mike Wallace",0,6200,"Cle@Bal 00:00PM ET","Bal","Mike","Wallace","Cle",14.38,10.9,1,0.206489675516224
"RB","Jacquizz Rodgers (0000000)","Jacquizz Rodgers",0,6200,"Chi@TB 00:00PM ET","TB","Jacquizz","Rodgers","Chi",0,0,7,0.0408805031446541
"WR","Stefon Diggs (0000000)","Stefon Diggs",0,6200,"Min@Was 00:00PM ET","Min","Stefon","Diggs","Was",15.48,13.7,1,0.235915492957746
"RB","Matt Forte (0000000)","Matt Forte",0,6100,"LA@NYJ 00:00PM ET","NYJ","Matt","Forte","LA",16.45,13.5,4,0.0977917981072555
"WR","Terrelle Pryor (0000000)","Terrelle Pryor",0,6100,"Cle@Bal 00:00PM ET","Cle","Terrelle","Pryor","Bal",13.54,13.2,1,0.256880733944954
"WR","Michael Thomas (0000000)","Michael Thomas",0,6100,"Den@NO 00:00PM ET","NO","Michael","Thomas","Den",14.22,12,1,0.188571428571429
"QB","Dak Prescott (0000000)","Dak Prescott",0,6100,"Dal@Pit 00:00PM ET","Dal","Dak","Prescott","Pit",18.99,17.7,0,0
"WR","Julian Edelman (0000000)","Julian Edelman",0,6000,"Sea@NE 00:00PM ET","NE","Julian","Edelman","Sea",14.28,15.1,1,0.248148148148148
"RB","Jordan Howard (0000000)","Jordan Howard",0,6000,"Chi@TB 00:00PM ET","Chi","Jordan","Howard","TB",14.4,14.5,6,0.0878378378378378
"RB","Christine Michael (0000000)","Christine Michael",0,5900,"Sea@NE 00:00PM ET","Sea","Christine","Michael","NE",8.66,8.7,5,0.0959409594095941
"TE","Greg Olsen (0000000)","Greg Olsen",0,5900,"KC@Car 00:00PM ET","Car","Greg","Olsen","KC",15.62,12.9,1,0.239057239057239
"QB","Eli Manning (0000000)","Eli Manning",0,5900,"Cin@NYG 00:00PM ET","NYG","Eli","Manning","Cin",17.36,18.3,0,0
"WR","Jordan Matthews (0000000)","Jordan Matthews",0,5900,"Atl@Phi 00:00PM ET","Phi","Jordan","Matthews","Atl",14.56,16,1,0.247191011235955
"QB","Andy Dalton (0000000)","Andy Dalton",0,5800,"Cin@NYG 00:00PM ET","Cin","Andy","Dalton","NYG",18.94,17.8,0,0
"RB","Doug Martin (0000000)","Doug Martin",0,5800,"Chi@TB 00:00PM ET","TB","Doug","Martin","Chi",8.66,13.6,10,0.0157232704402516
"QB","Colin Kaepernick (0000000)","Colin Kaepernick",0,5800,"SF@Ari 00:00PM ET","SF","Colin","Kaepernick","Ari",16.76,15.2,0,0
"WR","Doug Baldwin (0000000)","Doug Baldwin",0,5800,"Sea@NE 00:00PM ET","Sea","Doug","Baldwin","NE",16.39,14,1,0.232472324723247
"QB","Marcus Mariota (0000000)","Marcus Mariota",0,5700,"GB@Ten 00:00PM ET","Ten","Marcus","Mariota","GB",19.12,17.7,0,0
"WR","Tyrell Williams (0000000)","Tyrell Williams",0,5700,"Mia@SD 00:00PM ET","SD","Tyrell","Williams","Mia",14.52,12.1,2,0.175757575757576
"RB","Terrance West (0000000)","Terrance West",0,5700,"Cle@Bal 00:00PM ET","Bal","Terrance","West","Cle",14.35,13,7,0.0589970501474926
"QB","Trevor Siemian (0000000)","Trevor Siemian",0,5600,"Den@NO 00:00PM ET","Den","Trevor","Siemian","NO",17.95,17.6,0,0
"WR","Jeremy Maclin (0000000)","Jeremy Maclin",0,5600,"KC@Car 00:00PM ET","KC","Jeremy","Maclin","Car",0,0,1,0.193103448275862
"TE","Travis Kelce (0000000)","Travis Kelce",0,5600,"KC@Car 00:00PM ET","KC","Travis","Kelce","Car",13.55,13.4,2,0.182758620689655
"RB","Carlos Hyde (0000000)","Carlos Hyde",0,5500,"SF@Ari 00:00PM ET","SF","Carlos","Hyde","Ari",11.87,10.4,6,0.056
"QB","Tony Romo (0000000)","Tony Romo",0,5500,"Dal@Pit 00:00PM ET","Dal","Tony","Romo","Pit",0,0,0,0
"WR","Will Fuller (0000000)","Will Fuller",0,5500,"Hou@Jax 00:00PM ET","Hou","Will","Fuller","Jax",0,0,2,0.171717171717172
"QB","Blake Bortles (0000000)","Blake Bortles",0,5500,"Hou@Jax 00:00PM ET","Jax","Blake","Bortles","Hou",17.8,14.7,0,0
"WR","Steve Smith (0000000)","Steve Smith",0,5500,"Cle@Bal 00:00PM ET","Bal","Steve","Smith","Cle",13.01,12.5,3,0.141592920353982
"QB","Brock Osweiler (0000000)","Brock Osweiler",0,5400,"Hou@Jax 00:00PM ET","Hou","Brock","Osweiler","Jax",13.33,14.8,0,0
"QB","Alex Smith (0000000)","Alex Smith",0,5400,"KC@Car 00:00PM ET","KC","Alex","Smith","Car",16.18,17.9,14,0.00344827586206897
"QB","Kirk Cousins (0000000)","Kirk Cousins",0,5400,"Min@Was 00:00PM ET","Was","Kirk","Cousins","Min",16.95,16,0,0
"WR","Cole Beasley (0000000)","Cole Beasley",0,5400,"Dal@Pit 00:00PM ET","Dal","Cole","Beasley","Pit",11.31,10.2,1,0.217898832684825
"RB","Mark Ingram (0000000)","Mark Ingram",0,5400,"Den@NO 00:00PM ET","NO","Mark","Ingram","Den",11.07,12.1,6,0.08
"QB","Carson Wentz (0000000)","Carson Wentz",0,5400,"Atl@Phi 00:00PM ET","Phi","Carson","Wentz","Atl",16.26,17.8,0,0
"RB","Todd Gurley (0000000)","Todd Gurley",0,5300,"LA@NYJ 00:00PM ET","LA","Todd","Gurley","NYJ",13.46,12.6,5,0.112676056338028
"QB","Jay Cutler (0000000)","Jay Cutler",0,5300,"Chi@TB 00:00PM ET","Chi","Jay","Cutler","TB",16.7,18.2,0,0
"QB","Ryan Tannehill (0000000)","Ryan Tannehill",0,5300,"Mia@SD 00:00PM ET","Mia","Ryan","Tannehill","SD",14.67,16.9,0,0
"TE","Jimmy Graham (0000000)","Jimmy Graham",0,5300,"Sea@NE 00:00PM ET","Sea","Jimmy","Graham","NE",14.74,11.8,2,0.202952029520295
"WR","Willie Snead (0000000)","Willie Snead",0,5300,"Den@NO 00:00PM ET","NO","Willie","Snead","Den",13.91,11.9,3,0.145714285714286
"QB","Nick Foles (0000000)","Nick Foles",0,5300,"KC@Car 00:00PM ET","KC","Nick","Foles","Car",0,0,0,0
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick",0,5200,"LA@NYJ 00:00PM ET","NYJ","Ryan","Fitzpatrick","LA",0,0,0,0
"TE","Tyler Eifert (0000000)","Tyler Eifert",0,5200,"Cin@NYG 00:00PM ET","Cin","Tyler","Eifert","NYG",13.78,10.7,6,0.0501672240802676
"QB","Josh McCown (0000000)","Josh McCown",0,5200,"Cle@Bal 00:00PM ET","Cle","Josh","McCown","Bal",0,0,0,0
"RB","Charcandrick West (0000000)","Charcandrick West",0,5200,"KC@Car 00:00PM ET","KC","Charcandrick","West","Car",5.03,5.9,7,0.0758620689655172
"WR","Corey Coleman (0000000)","Corey Coleman",0,5100,"Cle@Bal 00:00PM ET","Cle","Corey","Coleman","Bal",11.64,12.2,7,0.0581039755351682
"WR","Travis Benjamin (0000000)","Travis Benjamin",0,5100,"Mia@SD 00:00PM ET","SD","Travis","Benjamin","Mia",0,0,1,0.184848484848485
"RB","DeAngelo Williams (0000000)","DeAngelo Williams",0,5100,"Dal@Pit 00:00PM ET","Pit","DeAngelo","Williams","Dal",0,0,6,0.0712074303405573
"QB","Cody Kessler (0000000)","Cody Kessler",0,5000,"Cle@Bal 00:00PM ET","Cle","Cody","Kessler","Bal",13.48,14.5,0,0
"QB","Kevin Hogan (0000000)","Kevin Hogan",0,5000,"Cle@Bal 00:00PM ET","Cle","Kevin","Hogan","Bal",0,0,0,0
"QB","Joe Callahan (0000000)","Joe Callahan",0,5000,"Cle@Bal 00:00PM ET","Cle","Joe","Callahan","Bal",0,0,0,0
"QB","Chad Henne (0000000)","Chad Henne",0,5000,"Hou@Jax 00:00PM ET","Jax","Chad","Henne","Hou",0,0,0,0
"QB","Brandon Weeden (0000000)","Brandon Weeden",0,5000,"Hou@Jax 00:00PM ET","Hou","Brandon","Weeden","Jax",0,0,0,0
"QB","Tom Savage (0000000)","Tom Savage",0,5000,"Hou@Jax 00:00PM ET","Hou","Tom","Savage","Jax",0,0,0,0
"QB","Brandon Allen (0000000)","Brandon Allen",0,5000,"Hou@Jax 00:00PM ET","Jax","Brandon","Allen","Hou",0,0,0,0
"QB","Luke McCown (0000000)","Luke McCown",0,5000,"Den@NO 00:00PM ET","NO","Luke","McCown","Den",0,0,0,0
"QB","Austin Davis (0000000)","Austin Davis",0,5000,"Den@NO 00:00PM ET","Den","Austin","Davis","NO",0,0,0,0
"QB","Paxton Lynch (0000000)","Paxton Lynch",0,5000,"Den@NO 00:00PM ET","Den","Paxton","Lynch","NO",0,0,0,0
"QB","Case Keenum (0000000)","Case Keenum",0,5000,"LA@NYJ 00:00PM ET","LA","Case","Keenum","NYJ",15.79,14.6,0,0
"QB","Bryce Petty (0000000)","Bryce Petty",0,5000,"LA@NYJ 00:00PM ET","NYJ","Bryce","Petty","LA",14.22,13.5,0,0
"QB","Sean Mannion (0000000)","Sean Mannion",0,5000,"LA@NYJ 00:00PM ET","LA","Sean","Mannion","NYJ",0,0,0,0
"QB","Jared Goff (0000000)","Jared Goff",0,5000,"LA@NYJ 00:00PM ET","LA","Jared","Goff","NYJ",0,0,0,0
"QB","Christian Hackenberg (0000000)","Christian Hackenberg",0,5000,"LA@NYJ 00:00PM ET","NYJ","Christian","Hackenberg","LA",0,0,0,0
"RB","Bilal Powell (0000000)","Bilal Powell",0,5000,"LA@NYJ 00:00PM ET","NYJ","Bilal","Powell","LA",8.31,8.7,3,0.126182965299685
"QB","Matt Schaub (0000000)","Matt Schaub",0,5000,"Atl@Phi 00:00PM ET","Atl","Matt","Schaub","Phi",0,0,0,0
"QB","Chase Daniel (0000000)","Chase Daniel",0,5000,"Atl@Phi 00:00PM ET","Phi","Chase","Daniel","Atl",0,0,0,0
"QB","Derek Anderson (0000000)","Derek Anderson",0,5000,"KC@Car 00:00PM ET","Car","Derek","Anderson","KC",0,0,0,0
"QB","Joe Webb (0000000)","Joe Webb",0,5000,"KC@Car 00:00PM ET","Car","Joe","Webb","KC",0,0,10,0.00336700336700337
"QB","Tyler Bray (0000000)","Tyler Bray",0,5000,"KC@Car 00:00PM ET","KC","Tyler","Bray","Car",0,0,0,0
"QB","Mike Glennon (0000000)","Mike Glennon",0,5000,"Chi@TB 00:00PM ET","TB","Mike","Glennon","Chi",0,0,0,0
"QB","Ryan Griffin (0000000)","Ryan Griffin",0,5000,"Chi@TB 00:00PM ET","TB","Ryan","Griffin","Chi",0,0,0,0
"QB","Matt Barkley (0000000)","Matt Barkley",0,5000,"Chi@TB 00:00PM ET","Chi","Matt","Barkley","TB",0,0,0,0
"QB","Shaun Hill (0000000)","Shaun Hill",0,5000,"Min@Was 00:00PM ET","Min","Shaun","Hill","Was",0,0,0,0
"QB","Colt McCoy (0000000)","Colt McCoy",0,5000,"Min@Was 00:00PM ET","Was","Colt","McCoy","Min",0,0,0,0
"QB","Sam Bradford (0000000)","Sam Bradford",0,5000,"Min@Was 00:00PM ET","Min","Sam","Bradford","Was",15.18,14.5,12,0.00352112676056338
"QB","Nate Sudfeld (0000000)","Nate Sudfeld",0,5000,"Min@Was 00:00PM ET","Was","Nate","Sudfeld","Min",0,0,0,0
"QB","Ryan Mallett (0000000)","Ryan Mallett",0,5000,"Cle@Bal 00:00PM ET","Bal","Ryan","Mallett","Cle",0,0,0,0
"QB","Matt Cassel (0000000)","Matt Cassel",0,5000,"GB@Ten 00:00PM ET","Ten","Matt","Cassel","GB",0,0,0,0
"QB","Brett Hundley (0000000)","Brett Hundley",0,5000,"GB@Ten 00:00PM ET","GB","Brett","Hundley","Ten",0,0,0,0
"RB","Derrick Henry (0000000)","Derrick Henry",0,5000,"GB@Ten 00:00PM ET","Ten","Derrick","Henry","GB",5.64,6.6,7,0.0364238410596026
"QB","Kellen Clemens (0000000)","Kellen Clemens",0,5000,"Mia@SD 00:00PM ET","SD","Kellen","Clemens","Mia",0,0,0,0
"QB","Matt Moore (0000000)","Matt Moore",0,5000,"Mia@SD 00:00PM ET","Mia","Matt","Moore","SD",0,0,0,0
"QB","Drew Stanton (0000000)","Drew Stanton",0,5000,"SF@Ari 00:00PM ET","Ari","Drew","Stanton","SF",0,0,0,0
"QB","Christian Ponder (0000000)","Christian Ponder",0,5000,"SF@Ari 00:00PM ET","SF","Christian","Ponder","Ari",0,0,0,0
"QB","Blaine Gabbert (0000000)","Blaine Gabbert",0,5000,"SF@Ari 00:00PM ET","SF","Blaine","Gabbert","Ari",0,0,13,0.004
"QB","Mark Sanchez (0000000)","Mark Sanchez",0,5000,"Dal@Pit 00:00PM ET","Dal","Mark","Sanchez","Pit",0,0,0,0
"QB","Landry Jones (0000000)","Landry Jones",0,5000,"Dal@Pit 00:00PM ET","Pit","Landry","Jones","Dal",0,0,0,0
"QB","Zach Mettenberger (0000000)","Zach Mettenberger",0,5000,"Dal@Pit 00:00PM ET","Pit","Zach","Mettenberger","Dal",0,0,0,0
"QB","Jimmy Garoppolo (0000000)","Jimmy Garoppolo",0,5000,"Sea@NE 00:00PM ET","NE","Jimmy","Garoppolo","Sea",0,0,11,0.0037037037037037
"QB","Trevone Boykin (0000000)","Trevone Boykin",0,5000,"Sea@NE 00:00PM ET","Sea","Trevone","Boykin","NE",0,0,0,0
"QB","Josh Johnson (0000000)","Josh Johnson",0,5000,"Cin@NYG 00:00PM ET","NYG","Josh","Johnson","Cin",0,0,0,0
"QB","Ryan Nassib (0000000)","Ryan Nassib",0,5000,"Cin@NYG 00:00PM ET","NYG","Ryan","Nassib","Cin",0,0,0,0
"QB","AJ McCarron (0000000)","AJ McCarron",0,5000,"Cin@NYG 00:00PM ET","Cin","AJ","McCarron","NYG",0,0,0,0
"QB","Jeff Driskel (0000000)","Jeff Driskel",0,5000,"Cin@NYG 00:00PM ET","Cin","Jeff","Driskel","NYG",0,0,0,0
"WR","Jamison Crowder (0000000)","Jamison Crowder",0,5000,"Min@Was 00:00PM ET","Was","Jamison","Crowder","Min",12.62,13.1,4,0.169184290030211
"WR","Kenny Britt (0000000)","Kenny Britt",0,4900,"LA@NYJ 00:00PM ET","LA","Kenny","Britt","NYJ",13.02,11.1,2,0.204225352112676
"RB","Jonathan Stewart (0000000)","Jonathan Stewart",0,4900,"KC@Car 00:00PM ET","Car","Jonathan","Stewart","KC",12.69,13.2,8,0.0235690235690236
"WR","John Brown (0000000)","John Brown",0,4900,"SF@Ari 00:00PM ET","Ari","John","Brown","SF",12.76,9.8,3,0.152694610778443
"RB","Alfred Morris (0000000)","Alfred Morris",0,4900,"Dal@Pit 00:00PM ET","Dal","Alfred","Morris","Pit",4.29,4.1,9,0.0116731517509728
"RB","LeGarrette Blount (0000000)","LeGarrette Blount",0,4900,"Sea@NE 00:00PM ET","NE","LeGarrette","Blount","Sea",11.58,5.6,8,0.0222222222222222
"RB","Tevin Coleman (0000000)","Tevin Coleman",0,4900,"Atl@Phi 00:00PM ET","Atl","Tevin","Coleman","Phi",0,0,5,0.075
"WR","DeSean Jackson (0000000)","DeSean Jackson",0,4800,"Min@Was 00:00PM ET","Was","DeSean","Jackson","Min",0,0,1,0.18429003021148
"RB","Alfred Blue (0000000)","Alfred Blue",0,4800,"Hou@Jax 00:00PM ET","Hou","Alfred","Blue","Jax",2.52,3.7,11,0.0134680134680135
"WR","Quincy Enunwa (0000000)","Quincy Enunwa",0,4700,"LA@NYJ 00:00PM ET","NYJ","Quincy","Enunwa","LA",12.08,8.9,2,0.205047318611987
"TE","Delanie Walker (0000000)","Delanie Walker",0,4600,"GB@Ten 00:00PM ET","Ten","Delanie","Walker","GB",12.45,11.8,2,0.175496688741722
"RB","Giovani Bernard (0000000)","Giovani Bernard",0,4600,"Cin@NYG 00:00PM ET","Cin","Giovani","Bernard","NYG",12.02,10.9,3,0.1438127090301
"WR","Mohamed Sanu (0000000)","Mohamed Sanu",0,4600,"Atl@Phi 00:00PM ET","Atl","Mohamed","Sanu","Phi",12.25,11.5,2,0.190625
"RB","Tim Hightower (0000000)","Tim Hightower",0,4600,"Den@NO 00:00PM ET","NO","Tim","Hightower","Den",10.13,11,11,0.0171428571428571
"RB","James White (0000000)","James White",0,4500,"Sea@NE 00:00PM ET","NE","James","White","Sea",10.16,4.6,2,0.177777777777778
"WR","Chris Hogan (0000000)","Chris Hogan",0,4500,"Sea@NE 00:00PM ET","NE","Chris","Hogan","Sea",8.87,6.7,4,0.118518518518519
"WR","Sterling Shepard (0000000)","Sterling Shepard",0,4500,"Cin@NYG 00:00PM ET","NYG","Sterling","Shepard","Cin",12.94,11.6,2,0.17515923566879
"WR","Allen Hurns (0000000)","Allen Hurns",0,4400,"Hou@Jax 00:00PM ET","Jax","Allen","Hurns","Hou",10.28,10.3,2,0.184210526315789
"RB","Jeremy Hill (0000000)","Jeremy Hill",0,4400,"Cin@NYG 00:00PM ET","Cin","Jeremy","Hill","NYG",10,9.3,7,0.040133779264214
"WR","Cameron Meredith (0000000)","Cameron Meredith",0,4400,"Chi@TB 00:00PM ET","Chi","Cameron","Meredith","TB",9.15,11.9,3,0.14527027027027
"WR","DeVante Parker (0000000)","DeVante Parker",0,4300,"Mia@SD 00:00PM ET","Mia","DeVante","Parker","SD",8.72,11.3,2,0.161825726141079
"RB","Darren Sproles (0000000)","Darren Sproles",0,4300,"Atl@Phi 00:00PM ET","Phi","Darren","Sproles","Atl",13.81,13.2,4,0.138576779026217
"WR","J.J. Nelson (0000000)","J.J. Nelson",0,4200,"SF@Ari 00:00PM ET","Ari","J.J.","Nelson","SF",11.01,12.6,5,0.0808383233532934
"WR","Rishard Matthews (0000000)","Rishard Matthews",0,4200,"GB@Ten 00:00PM ET","Ten","Rishard","Matthews","GB",11.22,11.2,3,0.155629139072848
"RB","Isaiah Crowell (0000000)","Isaiah Crowell",0,4200,"Cle@Bal 00:00PM ET","Cle","Isaiah","Crowell","Bal",10.59,9.8,6,0.073394495412844
"RB","James Starks (0000000)","James Starks",0,4200,"GB@Ten 00:00PM ET","GB","James","Starks","Ten",4.8,5,8,0.0302114803625378
"RB","DuJuan Harris (0000000)","DuJuan Harris",0,4100,"SF@Ari 00:00PM ET","SF","DuJuan","Harris","Ari",5.78,8.1,8,0.036
"WR","Tavon Austin (0000000)","Tavon Austin",0,4100,"LA@NYJ 00:00PM ET","LA","Tavon","Austin","NYJ",11.17,13.6,1,0.22887323943662
"WR","Kendall Wright (0000000)","Kendall Wright",0,4100,"GB@Ten 00:00PM ET","Ten","Kendall","Wright","GB",8.91,7.3,6,0.0860927152317881
"RB","Kapri Bibbs (0000000)","Kapri Bibbs",0,4000,"Den@NO 00:00PM ET","Den","Kapri","Bibbs","NO",7.8,7.1,11,0.00961538461538462
"TE","Dennis Pitta (0000000)","Dennis Pitta",0,4000,"Cle@Bal 00:00PM ET","Bal","Dennis","Pitta","Cle",13.85,9.4,2,0.179941002949853
"RB","Chris Thompson (0000000)","Chris Thompson",0,4000,"Min@Was 00:00PM ET","Was","Chris","Thompson","Min",8.57,9,5,0.0936555891238671
"WR","Sammie Coates (0000000)","Sammie Coates",0,4000,"Dal@Pit 00:00PM ET","Pit","Sammie","Coates","Dal",11.45,8.4,3,0.120743034055728
"TE","Jason Witten (0000000)","Jason Witten",0,4000,"Dal@Pit 00:00PM ET","Dal","Jason","Witten","Pit",11.34,10.6,1,0.217898832684825
"WR","Brandon LaFell (0000000)","Brandon LaFell",0,4000,"Cin@NYG 00:00PM ET","Cin","Brandon","LaFell","NYG",9.43,8,2,0.157190635451505
"RB","Duke Johnson (0000000)","Duke Johnson",0,4000,"Cle@Bal 00:00PM ET","Cle","Duke","Johnson","Bal",10.74,10.9,3,0.152905198776758
"RB","Knile Davis (0000000)","Knile Davis",0,4000,"KC@Car 00:00PM ET","KC","Knile","Davis","Car",0,0,10,0.0137931034482759
"WR","Kamar Aiken (0000000)","Kamar Aiken",0,3900,"Cle@Bal 00:00PM ET","Bal","Kamar","Aiken","Cle",3.97,3.7,5,0.0855457227138643
"RB","Peyton Barber (0000000)","Peyton Barber",0,3900,"Chi@TB 00:00PM ET","TB","Peyton","Barber","Chi",6.87,5.3,10,0.0157232704402516
"WR","Russell Shepard (0000000)","Russell Shepard",0,3900,"Chi@TB 00:00PM ET","TB","Russell","Shepard","Chi",0,0,6,0.0471698113207547
"RB","Damien Williams (0000000)","Damien Williams",0,3900,"Mia@SD 00:00PM ET","Mia","Damien","Williams","SD",4.36,5,4,0.0663900414937759
