"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Chris Sale",12600,"BOS@MIN 02:10PM ET",33.625,"BOS"
"SP","Max Scherzer",12500,"WAS@PHI 02:35PM ET",27.017,"WAS"
"SP","Corey Kluber",11700,"CLE@KC 02:15PM ET",18.4,"CLE"
"SP","David Price",10500,"BOS@MIN 02:10PM ET",0,"BOS"
"SP","Rick Porcello",10200,"BOS@MIN 02:10PM ET",16.292,"BOS"
"SP","Stephen Strasburg",10200,"WAS@PHI 02:35PM ET",20.85,"WAS"
"SP","Carlos Carrasco",9800,"CLE@KC 02:15PM ET",23.667,"CLE"
"SP","Danny Salazar",9700,"CLE@KC 02:15PM ET",19.758,"CLE"
"SP","Ervin Santana",9700,"BOS@MIN 02:10PM ET",26.642,"MIN"
"SP","Vince Velasquez",8900,"WAS@PHI 02:35PM ET",12.65,"PHI"
"SP","Tanner Roark",8700,"WAS@PHI 02:35PM ET",15.208,"WAS"
"SP","Danny Duffy",8400,"CLE@KC 02:15PM ET",13.575,"KC"
"SP","Jerad Eickhoff",8100,"WAS@PHI 02:35PM ET",14.667,"PHI"
"SP","Ian Kennedy",8000,"CLE@KC 02:15PM ET",15.808,"KC"
"SP","Drew Pomeranz",8000,"BOS@MIN 02:10PM ET",19.27,"BOS"
"SP","Trevor Bauer",7900,"CLE@KC 02:15PM ET",11.79,"CLE"
"SP","Aaron Nola",7700,"WAS@PHI 02:35PM ET",14.133,"PHI"
"SP","Steven Wright",7600,"BOS@MIN 02:10PM ET",2.36,"BOS"
"SP","Gio Gonzalez",7500,"WAS@PHI 02:35PM ET",20.475,"WAS"
"SP","Jason Hammel",7300,"CLE@KC 02:15PM ET",8.808,"KC"
"SP","Jeremy Hellickson",7100,"WAS@PHI 02:35PM ET",12.05,"PHI"
"SP","Nate Karns",6900,"CLE@KC 02:15PM ET",11.275,"KC"
"SP","Joe Ross",6900,"WAS@PHI 02:35PM ET",6.713,"WAS"
"SP","Eduardo Rodriguez",6700,"BOS@MIN 02:10PM ET",16.867,"BOS"
"SP","Josh Tomlin",6600,"CLE@KC 02:15PM ET",4.66,"CLE"
"SP","Brian Johnson",6300,"BOS@MIN 02:10PM ET",13.25,"BOS"
"SP","Jose Berrios",6300,"BOS@MIN 02:10PM ET",0,"MIN"
"SP","A.J. Cole",6300,"WAS@PHI 02:35PM ET",0,"WAS"
"SP","Ben Lively",6100,"WAS@PHI 02:35PM ET",0,"PHI"
"SP","Mark Appel",6000,"WAS@PHI 02:35PM ET",0,"PHI"
"SP","Hector Santiago",5900,"BOS@MIN 02:10PM ET",15.642,"MIN"
"SP","Kyle Zimmer",5800,"CLE@KC 02:15PM ET",0,"KC"
"SP","Kyle Gibson",5800,"BOS@MIN 02:10PM ET",1.808,"MIN"
"SP","Roenis Elias",5800,"BOS@MIN 02:10PM ET",0,"BOS"
"SP","Tyler Duffey",5700,"BOS@MIN 02:10PM ET",4.606,"MIN"
"SP","Clay Buchholz",5700,"WAS@PHI 02:35PM ET",-2.45,"PHI"
"SP","Adalberto Mejia",5600,"BOS@MIN 02:10PM ET",5.667,"MIN"
"SP","Kyle Kendrick",5500,"BOS@MIN 02:10PM ET",-7,"BOS"
"SP","Phil Hughes",5500,"BOS@MIN 02:10PM ET",12.133,"MIN"
"OF","Bryce Harper",5500,"WAS@PHI 02:35PM ET",13.179,"WAS"
"SP","Jason Vargas",5300,"CLE@KC 02:15PM ET",23.33,"KC"
"OF","Mookie Betts",5300,"BOS@MIN 02:10PM ET",7.769,"BOS"
"SP","Jake Thompson",5200,"WAS@PHI 02:35PM ET",6.25,"PHI"
"SP","Jake Junis",5100,"CLE@KC 02:15PM ET",0.45,"KC"
"SP","Adam Morgan",5100,"WAS@PHI 02:35PM ET",3.85,"PHI"
"SS","Trea Turner",5100,"WAS@PHI 02:35PM ET",11,"WAS"
"SP","Austin Voth",5100,"WAS@PHI 02:35PM ET",0,"WAS"
"SP","Mike Minor",5000,"CLE@KC 02:15PM ET",3.264,"KC"
"SP","Nick Pivetta",5000,"WAS@PHI 02:35PM ET",10.25,"PHI"
"SP","Mike Clevinger",4900,"CLE@KC 02:15PM ET",0,"CLE"
"SS","Francisco Lindor",4700,"CLE@KC 02:15PM ET",9.893,"CLE"
"SP","Eric Skoglund",4700,"CLE@KC 02:15PM ET",0,"KC"
"1B","Ryan Zimmerman",4700,"WAS@PHI 02:35PM ET",13.5,"WAS"
"2B","Daniel Murphy",4700,"WAS@PHI 02:35PM ET",9.69,"WAS"
"OF","Michael Brantley",4600,"CLE@KC 02:15PM ET",9,"CLE"
"1B/OF","Hanley Ramirez",4600,"BOS@MIN 02:10PM ET",7.52,"BOS"
"2B","Brian Dozier",4600,"BOS@MIN 02:10PM ET",8.462,"MIN"
"SP","Zach Eflin",4600,"WAS@PHI 02:35PM ET",13.375,"PHI"
"SP","Nick Tepesch",4500,"BOS@MIN 02:10PM ET",0,"MIN"
