"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,785757276,"ChipotleAddict (11/13)",0,177.4,"OF Brandon Moss OF Adam Jones OF Alex Gordon 1B Chris Davis 3B Mike Moustakas P Madison Bumgarner C Salvador Perez SS Rubén Tejada 2B Jonathan Schoop P Luis Severino",NA,"Madison Bumgarner","63.91%",12.05
2,786029418,"BrandonAdams (4/10)",0,166.4,"OF Brandon Moss OF Adam Jones OF Alex Gordon 3B Mike Moustakas P Madison Bumgarner C Salvador Perez 1B Eric Hosmer 2B Rougned Odor P Luis Severino SS Corey Seager",NA,"Brandon McCarthy","29.89%",1
3,786020017,"superm123 (2/2)",0,160.4,"OF Brandon Moss OF Lorenzo Cain C Welington Castillo 3B Mike Moustakas P Madison Bumgarner SS Rubén Tejada 1B Eric Hosmer 2B Jonathan Schoop OF Jorge Bonifacio P Luis Severino",NA,"Elvis Andrus","29.89%",2
4,785757271,"ChipotleAddict (6/13)",0,158.8,"P Felix Hernandez OF Adam Jones SS Alcides Escobar OF Mark Trumbo OF Lorenzo Cain 1B Chris Davis P Madison Bumgarner C Salvador Perez 2B Jonathan Schoop 3B Manny Machado",NA,"Corey Seager","28.74%",7
5,785945425,"JDUB1010 (3/13)",0,156.8,"3B Adrián Béltre OF Brandon Moss 1B Miguel Cabrera P Felix Hernandez OF Adam Jones OF Mark Trumbo SS Elvis Andrus P Madison Bumgarner C Salvador Perez 2B Jonathan Schoop",NA,"Adrián Béltre","27.82%",10
6,785998354,"repojoker (2/2)",0,154.5,"3B Adrián Béltre 1B Mike Napoli OF Shin-soo Choo OF Adam Jones OF Carlos Gómez SS Elvis Andrus P Madison Bumgarner C Salvador Perez 2B Jonathan Schoop P Mike Foltynewicz",NA,"Adam Jones","27.59%",25
7,785763265,"youdacao (4/13)",0,152.6,"3B Adrián Béltre 2B Chase Utley 1B Mike Napoli OF Shin-soo Choo P Felix Hernandez OF Adam Jones P Danny Duffy C Yasmani Grandal SS Corey Seager OF Cody Bellinger",NA,"Cody Bellinger","26.90%",5
8,785899894,"madoublet98",0,150.4,"1B Mike Napoli OF Brandon Moss OF Adam Jones OF Alex Gordon C Welington Castillo P Madison Bumgarner SS Brandon Crawford 2B Jonathan Schoop 3B Manny Machado P Luis Severino",NA,"Felix Hernandez","26.67%",28.75
9,785757269,"ChipotleAddict (4/13)",0,149.4,"OF Shin-soo Choo C Robinson Chirinos OF Brandon Moss SS Elvis Andrus OF Alex Gordon 3B Mike Moustakas P Madison Bumgarner 1B Eric Hosmer 2B Rougned Odor P Luis Severino",NA,"Luis Severino","26.21%",26.35
10,785677480,"Awesemo (9/13)",0,148.8,"OF Brandon Moss P Felix Hernandez OF Lorenzo Cain 3B Eduardo Núñez P Madison Bumgarner C Yasmani Grandal 1B Eric Hosmer 2B Whit Merrifield SS Corey Seager OF Cody Bellinger",NA,"Justin Upton","25.52%",10
11,786059198,"BrandonAdams (9/10)",0,147.8,"OF Brandon Moss P Felix Hernandez OF Adam Jones OF Mark Trumbo C Welington Castillo P Madison Bumgarner 1B Freddie Freeman SS Brandon Crawford 2B Jonathan Schoop 3B Manny Machado",NA,"Mike Napoli","24.60%",21
12,785890542,"pianoclub (8/13)",0,147.5,"OF Lorenzo Cain OF Brett Gardner 3B Mike Moustakas P Madison Bumgarner C Salvador Perez 1B Eric Hosmer SS Didi Gregorius 2B Whit Merrifield P Mike Foltynewicz OF Aaron Judge",NA,"Brandon Crawford","23.91%",0
13,785757278,"ChipotleAddict (13/13)",0,144.2,"OF Adam Jones OF Lorenzo Cain 1B Chris Davis 3B Mike Moustakas P Danny Duffy C Salvador Perez 2B Whit Merrifield P Luis Severino SS Corey Seager OF Trey Mancini",NA,"Jonathan Schoop","23.22%",21
