"Place_lo","Place_hi","Payout"
"1","1","1000"
"2","2","800"
"3","3","600"
"4","4","400"
"5","5","200"
"6","6","150"
"7","8","100"
"9","10","80"
"11","15","60"
"16","25","50"
"26","50","40"
"51","75","30"
"76","125","20"
"126","175","15"
"176","225","12"
"226","325","10"
"326","475","8"
"476","700","6"
"701","1100","5"
"1101","1860","4"
"1861","2860","3"
"2861","4860","2"
"4861","8860","1.5"
