"Place_lo","Place_hi","Payout"
"1","1","75.01"
"2","2","45.01"
"3","3","26.27"
"4","4","15.77"
"5","5","11.27"
"6","6","7.52"
"7","7","6.39"
"8","8","5.27"
"9","9","4.52"
"10",NA,"3.77"
"11","20","2.26"
"21","30","1.51"
"31","40","1.32"
"41","50","1.13"
"51","100","0.94"
"101","250","0.75"
"251","500","0.57"
"501","1000","0.37"
