Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,11056,Antonio Brown,WR,9,PIT,OAK,0,0,0,22,0,17,284,0,0,0,0,0,49.60
2,7580,DeAngelo Williams,RB,9,PIT,OAK,0,0,0,170,2,2,55,0,0,0,0,0,41.50
3,2593,Aaron Rodgers,QB,9,GB,CAR,369,4,1,22,0,0,0,0,0,0,0,0,36.96
4,16763,Marcus Mariota,QB,9,TEN,NO,371,4,0,5,0,0,0,0,0,0,0,0,36.34
5,7242,Drew Brees,QB,9,NO,TEN,387,3,1,-1,1,0,0,0,0,0,0,0,35.38
6,14141,Cole Beasley,WR,9,DAL,PHI,0,0,0,0,0,9,112,2,0,0,0,0,35.20
7,13320,Cam Newton,QB,9,CAR,GB,297,3,1,57,1,0,0,0,0,0,0,0,34.58
8,16003,Sammy Watkins,WR,9,BUF,MIA,0,0,0,0,0,8,168,1,0,0,0,0,33.80
9,13791,Lamar Miller,RB,9,MIA,BUF,0,0,0,44,2,7,97,0,0,0,0,0,33.10
10,9331,Michael Crabtree,WR,9,OAK,PIT,0,0,0,0,0,7,108,2,0,0,0,0,32.80
11,15974,Jordan Matthews,WR,9,PHI,DAL,0,0,0,0,0,9,133,1,0,0,0,0,31.30
12,7175,Delanie Walker,TE,9,TEN,NO,0,0,0,0,0,7,95,2,0,0,0,0,30.50
13,16311,Derek Carr,QB,9,OAK,PIT,301,4,1,3,0,0,0,0,0,0,0,0,30.34
14,14918,Tyler Eifert,TE,9,CIN,CLE,0,0,0,0,0,5,53,3,0,0,0,0,28.30
15,13124,DeMarco Murray,RB,9,PHI,DAL,0,0,0,83,1,6,78,0,0,0,0,0,28.10
16,14187,Alshon Jeffery,WR,9,CHI,SD,0,0,0,0,0,10,151,0,0,0,0,0,28.10
17,13291,Julio Jones,WR,9,ATL,SF,0,0,0,0,0,10,137,0,0,0,0,0,26.70
18,16245,Blake Bortles,QB,9,JAX,NYJ,381,2,2,32,0,0,0,0,0,0,0,0,26.44
19,16253,Allen Hurns,WR,9,JAX,NYJ,0,0,0,0,0,5,122,1,0,0,0,0,26.20
20,16915,Karlos Williams,RB,9,BUF,MIA,0,0,0,110,2,0,0,0,0,0,0,0,26
21,3807,Ben Roethlisberger,QB,9,PIT,OAK,334,2,1,0,0,0,0,0,0,0,0,0,25.36
22,4807,Adrian Peterson,RB,9,MIN,LA,0,0,0,125,1,2,18,0,0,0,0,0,25.30
23,16867,Jeremy Langford,RB,9,CHI,SD,0,0,0,72,1,3,70,0,0,0,0,0,25.20
24,1810,Owen Daniels,TE,9,DEN,IND,0,0,0,0,0,6,102,1,0,0,0,0,25.20
25,16597,Mike Evans,WR,9,TB,NYG,0,0,0,0,0,8,150,0,0,0,0,0,25
26,8723,Matt Cassel,QB,9,DAL,PHI,299,3,1,17,0,0,0,0,0,0,0,0,24.66
27,11270,Dez Bryant,WR,9,DAL,PHI,0,0,0,0,0,5,104,1,0,0,0,0,24.40
28,12506,James Starks,RB,9,GB,CAR,0,0,0,39,0,6,83,1,0,0,0,0,24.20
29,12317,Danny Woodhead,RB,9,SD,CHI,0,0,0,33,0,6,78,1,0,0,0,0,23.10
30,11932,LeSean McCoy,RB,9,BUF,MIA,0,0,0,112,1,2,7,0,0,0,0,0,22.90
31,8972,Jay Cutler,QB,9,CHI,SD,345,2,1,-2,0,0,0,0,0,0,0,0,22.60
32,16389,Odell Beckham Jr,WR,9,NYG,TB,0,0,0,0,0,9,105,0,0,0,0,0,22.50
33,12296,LeGarrette Blount,RB,9,NE,WAS,0,0,0,129,1,0,0,0,0,0,0,0,21.90
34,16524,Devonta Freeman,RB,9,ATL,SF,0,0,0,12,0,8,67,1,0,0,0,0,21.90
35,12841,Andy Dalton,QB,9,CIN,CLE,234,3,0,5,0,0,0,0,0,0,0,0,21.86
36,16765,Amari Cooper,WR,9,OAK,PIT,0,0,0,0,0,7,88,1,0,0,0,0,21.80
37,14008,Andrew Luck,QB,9,IND,DEN,252,2,0,34,0,0,0,0,0,0,0,0,21.48
38,16263,Allen Robinson,WR,9,JAX,NYJ,0,0,0,0,0,6,121,0,0,0,0,0,21.10
39,11063,Emmanuel Sanders,WR,9,DEN,IND,0,0,0,0,0,6,90,1,0,0,0,0,21
40,16771,Todd Gurley,RB,9,LA,MIN,0,0,0,89,1,3,20,0,0,0,0,0,19.90
41,13227,Randall Cobb,WR,9,GB,CAR,0,0,0,0,0,4,99,1,0,0,0,0,19.90
42,11182,Eric Decker,WR,9,NYJ,JAX,0,0,0,0,0,6,79,1,0,0,0,0,19.90
43,12239,Chris Ivory,RB,9,NYJ,JAX,0,0,0,26,2,3,22,0,0,0,0,0,19.80
44,1181,Martellus Bennett,TE,9,CHI,SD,0,0,0,0,0,8,57,1,0,0,0,0,19.70
