Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,5571,Larry Fitzgerald,WR,2,ARI,CHI,0,0,0,0,0,8,112,3,0,0,0,0,40.20
2,11056,Antonio Brown,WR,2,PIT,SF,0,0,0,0,0,9,195,1,0,0,0,0,39.50
3,16263,Allen Robinson,WR,2,JAX,MIA,0,0,0,0,0,6,155,2,0,0,0,0,36.50
4,13887,Travis Benjamin,WR,2,CLE,TEN,0,0,0,0,0,3,115,2,0,0,0,0,35.50
5,8355,Julian Edelman,WR,2,NE,BUF,0,0,0,12,0,11,97,2,0,0,0,0,33.90
6,3807,Ben Roethlisberger,QB,2,PIT,SF,369,3,0,-1,0,0,0,0,0,0,0,0,33.66
7,4314,Tom Brady,QB,2,NE,BUF,466,3,0,-4,0,0,0,0,0,0,0,0,32.24
8,16856,Matt Jones,RB,2,WAS,LA,0,0,0,123,2,3,23,0,0,0,0,0,31.60
9,7580,DeAngelo Williams,RB,2,PIT,SF,0,0,0,77,3,4,15,0,0,0,0,0,31.20
10,16389,Odell Beckham Jr,WR,2,NYG,ATL,0,0,0,0,0,7,146,1,0,0,0,0,30.60
11,13443,Colin Kaepernick,QB,2,SF,PIT,335,2,0,51,0,0,0,0,0,0,0,0,30.50
12,16311,Derek Carr,QB,2,OAK,BAL,351,3,1,23,0,0,0,0,0,0,0,0,30.34
13,13291,Julio Jones,WR,2,ATL,NYG,0,0,0,0,0,13,135,0,0,0,0,0,29.50
14,9331,Michael Crabtree,WR,2,OAK,BAL,0,0,0,0,0,9,111,1,0,0,0,0,29.10
15,12830,Torrey Smith,WR,2,SF,PIT,0,0,0,0,0,6,120,1,0,0,0,0,29
16,12831,Tyrod Taylor,QB,2,BUF,NE,242,3,3,43,1,0,0,0,0,0,0,0,28.98
17,11063,Emmanuel Sanders,WR,2,DEN,KC,0,0,0,0,0,8,87,2,0,0,0,0,28.70
18,13320,Cam Newton,QB,2,CAR,HOU,195,2,1,76,1,0,0,0,0,0,0,0,28.40
19,16232,Donte Moncrief,WR,2,IND,NYJ,0,0,0,0,0,7,122,1,0,0,0,0,28.20
20,4358,Steve Smith,WR,2,BAL,OAK,0,0,0,0,0,10,150,0,0,0,0,0,28
21,10974,Rob Gronkowski,TE,2,NE,BUF,0,0,0,0,0,7,113,1,0,0,0,0,27.30
22,13799,Ryan Tannehill,QB,2,MIA,JAX,359,2,0,17,0,0,0,0,0,0,0,0,27.06
23,16765,Amari Cooper,WR,2,OAK,BAL,0,0,0,0,0,7,109,1,0,0,0,0,26.90
24,11667,Brandon Marshall,WR,2,NYJ,IND,0,0,0,0,0,7,101,1,0,0,0,0,26.10
25,16083,Crockett Gillmore,TE,2,BAL,OAK,0,0,0,0,0,5,88,2,0,0,0,0,25.80
26,611,Joe Flacco,QB,2,BAL,OAK,384,2,1,2,0,0,0,0,0,0,0,0,25.56
27,12708,Dion Lewis,RB,2,NE,BUF,0,0,0,40,1,6,98,0,0,0,0,0,24.80
28,6029,Calvin Johnson,WR,2,DET,MIN,0,0,0,0,0,10,83,1,0,0,0,0,24.30
29,8,Cleveland Browns,DST,2,CLE,TEN,0,0,0,0,0,0,0,0,7,0,5,5,24
30,11182,Eric Decker,WR,2,NYJ,IND,0,0,0,0,0,8,97,1,0,0,0,0,23.70
31,7969,Jamaal Charles,RB,2,KC,DEN,0,0,0,125,1,4,2,0,0,0,0,0,23.70
32,4807,Adrian Peterson,RB,2,MIN,DET,0,0,0,134,0,2,58,0,0,0,0,0,23.20
33,14536,Russell Wilson,QB,2,SEA,GB,206,2,1,78,0,0,0,0,0,0,0,0,23.04
34,11197,Demaryius Thomas,WR,2,DEN,KC,0,0,0,0,0,8,116,0,0,0,0,0,22.60
35,16020,Jarvis Landry,WR,2,MIA,JAX,0,0,0,6,0,8,110,0,0,0,0,0,22.60
36,13227,Randall Cobb,WR,2,GB,SEA,0,0,0,0,0,8,116,0,0,0,0,0,22.60
37,2593,Aaron Rodgers,QB,2,GB,SEA,249,2,0,23,0,0,0,0,0,0,0,0,22.26
38,2428,Carson Palmer,QB,2,ARI,CHI,185,4,1,-2,0,0,0,0,0,0,0,0,22.20
39,13460,Doug Baldwin,WR,2,SEA,GB,0,0,0,0,0,7,92,1,0,0,0,0,22.20
40,49,Denver Broncos,DST,2,DEN,KC,0,0,0,0,0,0,0,0,5,2,3,3,22
41,16245,Blake Bortles,QB,2,JAX,MIA,273,2,0,27,0,0,0,0,0,0,0,0,21.62
42,12841,Andy Dalton,QB,2,CIN,SD,214,3,0,10,0,0,0,0,0,0,0,0,21.56
43,732,Matt Ryan,QB,2,ATL,NYG,363,1,0,-1,0,0,0,0,0,0,0,0,21.42
44,7328,Peyton Manning,QB,2,DEN,KC,256,3,1,0,0,0,0,0,0,0,0,0,21.24
45,4932,Eli Manning,QB,2,NYG,ATL,292,2,0,23,0,0,0,0,0,0,0,0,20.98
46,13788,Rishard Matthews,WR,2,MIA,JAX,0,0,0,0,0,6,115,0,0,0,0,0,20.50
47,9038,Matthew Stafford,QB,2,DET,MIN,286,2,1,20,0,0,0,0,0,0,0,0,20.44
48,15974,Jordan Matthews,WR,2,PHI,DAL,0,0,0,0,0,6,80,1,0,0,0,0,20
