"Place_lo","Place_hi","Payout"
"1","1","1500"
"2","2","750"
"3","3","500"
"4","4","300"
"5","5","200"
"6","6","150"
"7","7","100"
"8","8","70"
"9","10","50"
"11","15","40"
"16","20","30"
"21","25","20"
"26","30","15"
"31","40","10"
"41","50","7"
"51","75","5"
"76","150","4"
"151","300","3"
"301","550","2.5"
"551","1150","2"
"1151","2250","1.5"
"2251","4250","1.25"
"4251","8250","1"
"8251","16050","0.75"
"16051","33920","0.5"
