"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Jeff Samardzija",9400,"MIA@SF 10:05PM ET",15.988,"SF","MIA",24.87,16.3,19.2065,NA,11.75
"SP","Jake Arrieta",8400,"PIT@CHC 07:15PM ET",13.793,"CHC","PIT",23.01,17.2,21.9975,NA,7.35
"SP","Justin Verlander",8300,"DET@CLE 07:15PM ET",13.288,"DET","CLE",19.97,13.4,20.4395,NA,20.2
"SP","Jose Quintana",8100,"CWS@COL 09:10PM ET",15.232,"CWS","COL",8.53,14.9,16.92,NA,21.8
"SP","Jeff Hoffman",7900,"CWS@COL 09:10PM ET",16.533,"COL","CWS",8.84,15.3,16.067,NA,5.75
"SP","Mike Clevinger",7800,"DET@CLE 07:15PM ET",16.536,"CLE","DET",NA,14.1,16.788,NA,22.5
"SP","Ian Kennedy",7300,"KC@LAD 07:15PM ET",13.017,"KC","LAD",15.11,16.6,16.723,NA,16.7
"SP","Tyson Ross",7200,"LAA@TEX 09:05PM ET",8.513,"TEX","LAA",15.46,10.2,14.056,NA,15.95
"SP","Taijuan Walker",7000,"CIN@ARI 10:10PM ET",16.319,"ARI","CIN",17.89,14.8,16.914,NA,3.85
"SP","Brandon McCarthy",6900,"KC@LAD 07:15PM ET",14.611,"LAD","KC",18.02,15.8,18.385,NA,8.7
"SP","Ivan Nova",6600,"PIT@CHC 07:15PM ET",15.106,"PIT","CHC",17.45,13.5,16.9725,NA,24.6
"SP","Andrew Moore",6300,"OAK@SEA 10:10PM ET",17.575,"SEA","OAK",14.14,13.7,16.975,NA,6.1
"RP","Luis Castillo",5900,"CIN@ARI 10:10PM ET",15.983,"CIN","ARI",11.69,13.6,13.852,NA,32.6
"SP","Jesse Chavez",5500,"LAA@TEX 09:05PM ET",10.458,"LAA","TEX",14.46,10.2,18.321,NA,11.85
"SP","Chris Smith",4300,"OAK@SEA 10:10PM ET",0,"OAK","SEA",8.67,13.4,12.944,NA,11.3
