"Corey Seager_LAD","Nolan Arenado_COL","Paul Goldschmidt_ARI","Charlie Blackmon_COL","Justin Turner_LAD","Mark Reynolds_COL","Yasiel Puig_LAD","DJ LeMahieu_COL","Joc Pederson_LAD","Cody Bellinger_LAD","Ian Desmond_COL","Logan Forsythe_LAD","Carlos Gonzalez_COL","AJ Pollock_ARI","Jake Lamb_ARI","Andrew McCutchen_PIT","Chase Utley_LAD","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Trevor Story_COL","Gregory Polanco_PIT","Adrian Gonzalez_LAD","Chris Taylor_LAD","David Dahl_COL","Trayce Thompson_LAD","Starling Marte_PIT","Yasmany Tomas_ARI","Andrew Toles_LAD","Austin Barnes_LAD","Josh Harrison_PIT","Chris Owings_ARI","Josh Bell_PIT","Kike Hernandez_LAD","Rob Segedin_LAD","Andre Ethier_LAD","Gerardo Parra_COL","David Peralta_ARI","Brandon Drury_ARI","Scott Van Slyke_LAD","Francisco Cervelli_PIT","Stephen Cardullo_COL","Raimel Tapia_COL","Alen Hanson_PIT","Dustin Garneau_COL","Jeremy Hazelbaker_ARI","Tom Murphy_COL","Chris Herrmann_ARI","David Freese_PIT","Jordy Mercer_PIT","Socrates Brito_ARI","Adam Frazier_PIT","Ryan Hanigan_COL","Pat Valaika_COL","Gregor Blanco_ARI","John Jaso_PIT","Chris Iannetta_ARI","Danny Ortiz_PIT","Kevin Newman_PIT","Tony Wolters_COL","Jose Osuna_PIT","Brett Eibner_LAD","Nick Ahmed_ARI","Cristhian Adames_COL","Elias Diaz_PIT","Phil Gosselin_PIT","Alexi Amarista_COL","Daniel Descalso_ARI","Gift Ngoepe_PIT","Chris Bostick_PIT","Max Moroff_PIT","Jeff Mathis_ARI","Chris Stewart_PIT","John Bormann_PIT"
53.6724137931034,0,0,0,24.12,0,7.14814814814815,0,31.9340659340659,-13.8484848484848,0,37.7909090909091,0,0,0,0,1.94230769230769,14.8333333333333,27.6467391304348,0,0,11.3857142857143,-9.58928571428571,0,0,0,0,1.18014705882353,37.5,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54.5471264367816,0,6.4076354679803,0,2.64387464387464,0,-3.96560846560847,0,0,28.3571428571429,0,-3.3,0,0,0,0,0,0,6.94153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29285714285714,0,0,0,0,14.05,0,0,-3.98076923076923,0,0,0,0,0,0,0,0,9.83333333333333,0,0,0,0,0,-3.34285714285714,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0
0,0,76.2348484848485,0,0,0,0,0,0,0,0,0,0,33.5185185185185,4.53448275862069,0,0,0,0,0,0,0,0,0,0,0,-1.72166666666667,0,0,0,3.02380952380952,0,0,0,0,0,23.4166666666667,14.0655270655271,0,0,0,0,0,0,-0.166666666666667,0,13.9444444444444,0,0,0,0,0,0,0,0,-21.6363636363636,0,0,0,0,0,8.6,0,0,0,0,11.6818181818182,0,0,0,1.21428571428571,0,0
0,6.4076354679803,0,60.8057471264368,0,13.3717948717949,0,3.8994708994709,0,0,37,0,18.6367521367521,0,0,0,0,0,0,6.43076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8315789473684,0,0,0,0,5.4,0,0,7.00641025641026,0,0,0,0,0,0,0,0,57,0,0,0,0,0,30.8,0,0,0,0,0,0,-17.6666666666667,0,0,0,0,0,0,0
24.12,0,0,0,23.8412698412698,0,11.6282051282051,0,13.7142857142857,-0.545454545454545,0,15.0555555555556,0,0,0,0,4.81818181818182,27.6666666666667,14.1515151515152,0,0,10.3245614035088,-2.19642857142857,0,0,0,0,12.6708333333333,19.2,0,0,0,0,0,0,0,0,0,1.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.64387464387464,0,13.3717948717949,0,75.1481481481482,0,14.08,0,0,-16.6666666666667,0,0.358695652173913,0,0,0,0,0,0,14.8233333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10130718954248,0,0,0,0,0.1,0,0,-0.0681818181818182,0,0,0,0,0,0,0,0,43,0,0,0,0,0,9.77472527472528,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0
7.14814814814815,0,0,0,11.6282051282051,0,59.0816091954023,0,7.04285714285714,33.6590909090909,0,7.15454545454545,0,0,0,0,1.21212121212121,69.8333333333333,3.11594202898551,0,0,2.93571428571429,16.6777777777778,0,0,0,0,-0.481617647058824,24.8,0,0,0,0,0,0,0,0,0,-4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-3.96560846560847,0,3.8994708994709,0,14.08,0,36.423645320197,0,0,34.3571428571429,0,4.74166666666667,0,0,0,0,0,0,4.99166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.10233918128655,0,0,0,0,2.5,0,0,6.32051282051282,0,0,0,0,0,0,0,0,-3.16666666666667,0,0,0,0,0,0.0879120879120879,0,0,0,0,0,0,9,0,0,0,0,0,0,0
31.9340659340659,0,0,0,13.7142857142857,0,7.04285714285714,0,45.2666666666667,-46.3333333333333,0,20.6333333333333,0,0,0,0,-9.71428571428571,0,37.0961538461538,0,0,11.6666666666667,114.166666666667,0,0,0,0,-1.46363636363636,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-13.8484848484848,0,0,0,-0.545454545454545,0,33.6590909090909,0,-46.3333333333333,75.6923076923077,0,0,0,0,0,0,10.9285714285714,0,-15.6272727272727,0,0,19.7619047619048,-43.8571428571429,0,0,0,0,13.7361111111111,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28.3571428571429,0,37,0,-16.6666666666667,0,34.3571428571429,0,0,117.357142857143,0,10.1333333333333,0,0,0,0,0,0,-15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,0,0,0,0,0,0,0,68.6,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
