Elvis Andrus_TEX,Adrian Beltre_TEX,Carlos Gomez_TEX,Jose Abreu_CWS,Miguel Sano_MIN,Eddie Rosario_MIN,Shin-Soo Choo_TEX,Delino DeShields_TEX,Joe Mauer_MIN,Brian Dozier_MIN,Nomar Mazara_TEX,Salvador Perez_KC,Daniel Palka_MIN,Mike Napoli_TEX,Robinson Chirinos_TEX,Melky Cabrera_CWS,Todd Frazier_CWS,Mike Moustakas_KC,Eric Hosmer_KC,Jorge Bonifacio_KC,Joey Gallo_TEX,Yoan Moncada_CWS,Lorenzo Cain_KC,Eduardo Escobar_MIN,Whit Merrifield_KC,Max Kepler_MIN,Tyler Saladino_CWS,Robbie Grossman_MIN,Jorge Polanco_MIN,Jonathan Lucroy_TEX,Alen Hanson_CWS,Jurickson Profar_TEX,Yolmer Sanchez_CWS,Rougned Odor_TEX,Adam Engel_CWS,Alcides Escobar_KC,Jason Castro_MIN,Avisail Garcia_CWS,Chris Gimenez_MIN,Kennys Vargas_MIN,Jorge Soler_KC,Pete Kozma_TEX,Brett Nicholas_TEX,Jared Hoying_TEX,Charlie Tilson_CWS,Tim Anderson_CWS,Alex Gordon_KC,Paulo Orlando_KC,Cheslor Cuthbert_KC,Matt Davidson_CWS,Ryan Rua_TEX,Andy Ibanez_TEX,Billy Burns_KC,Ryan O'Hearn_KC,Brandon Moss_KC,Terrance Gore_KC,Leury Garcia_CWS,Jacob May_CWS,Hanser Alberto_TEX,Ronald Guzman_TEX,Drew Stubbs_TEX,Cody Asche_CWS,Willy Garcia_CWS,Kevan Smith_CWS,Drew Butera_KC,Ehire Adrianza_MIN,Geovany Soto_CWS,Raul Mondesi_KC,Byron Buxton_MIN,Drew Robinson_TEX,Omar Narvaez_CWS,Ramon Torres_KC,Hunter Dozier_KC,Grant Green_CWS,Zack Collins_CWS
32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.50000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.319148936170215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,73.65884194053207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.916121031746027,0.0,-17.942898767011336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,61.274534161490685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.880062794348509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1704928989139516,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,63.02350981118104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.808653724146676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2638847638847635,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,38.911706349206355,0.0,0.0,0.0,0.0,0.0,4.584763071895423,0.0,0.0,0.0,0.0,0.0,0.0,8.48017473118279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.256184895833334,0.0,0.0,0.0,0.0,7.630813341750841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.50041806020067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.885416666666666,0.0,0.0,0.0,0.0,78.76666666666667,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,39.64409937888197,0.0,0.0,0.0,-1.440292063492064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4136140724946693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.09837092731827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.101192523793138,3.402964307320025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.475877192982463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.253968253968246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.707803992740466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.230255839822023,0.0,0.0,0.0,4.6413793103448295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.655206896551721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
