"Place_lo","Place_hi","Payout"
"1","1","600"
"2","2","450"
"3","3","350"
"4","4","250"
"5","5","200"
"6","6","150"
"7","8","100"
"9","10","75"
"11","15","50"
"16","20","40"
"21","30","30"
"31","40","25"
"41","50","20"
"51","65","15"
"66","80","12"
"81","115","10"
"116","170","8"
"171","255","7"
"256","365","6"
