"Place_lo","Place_hi","Payout"
"1","1","1000"
"2","2","750"
"3","3","500"
"4","4","350"
"5","5","250"
"6","6","150"
"7","8","100"
"9","10","50"
"11","15","35"
"16","20","20"
"21","30","15"
"31","40","10"
"41","50","8"
"51","75","7.5"
"76","100","7"
"101","150","6.5"
"151","200","6"
"201","300","5.5"
"301","400","5"
"401","500","4.5"
"501","600","4"
"601","885","3.5"
"886","1385","3"
"1386","1885","2.5"
"1886","2865","2"
