"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","George Springer",5600,"NYY@HOU 02:10PM ET",10.066,"HOU","NYY",8.17,8.8,8.46,NA,"1","1",12
"OF","Aaron Judge",5600,"NYY@HOU 02:10PM ET",11.831,"NYY","HOU",10.17,11,8.81,NA,"3","2",8
"OF","Mookie Betts",5500,"BOS@TOR 01:07PM ET",9.615,"BOS","TOR",9.51,9.3,9.63,NA,"1","1",53
"1B","Joey Votto",5200,"CHC@CIN 01:10PM ET",10.45,"CIN","CHC",8.45,8.6,9.61,NA,"3","3",10
"SS","Carlos Correa",5100,"NYY@HOU 02:10PM ET",9.76,"HOU","NYY",7.83,8.7,7.74,NA,"4","4",22
"SS","Elvis Andrus",5000,"TEX@CWS 02:10PM ET",9.557,"TEX","CWS",7.54,8.6,8.79,NA,"3","3",12
"1B","Justin Smoak",5000,"BOS@TOR 01:07PM ET",8.519,"TOR","BOS",7.1,7.2,7.98,NA,"4","4",10
"OF","Adam Duvall",5000,"CHC@CIN 01:10PM ET",9.299,"CIN","CHC",7.06,7.3,8.31,NA,"4","4",2
"OF","Jay Bruce",5000,"PHI@NYM 01:10PM ET",8.987,"NYM","PHI",9.93,9.2,9.23,NA,"4","4",2
"2B","Jose Altuve",5000,"NYY@HOU 02:10PM ET",9.713,"HOU","NYY",8.17,8.9,8.59,NA,"3","3",3
"OF","JD Martinez",4900,"CLE@DET 01:10PM ET",9.609,"DET","CLE",8.71,9,9.4,NA,"4","3",12
"2B/3B","Jose Ramirez",4900,"CLE@DET 01:10PM ET",9.316,"CLE","DET",7.64,7.3,9.88,NA,"5","5",41
"3B","Travis Shaw",4900,"MIA@MIL 02:10PM ET",9.75,"MIL","MIA",10.01,0,8.64,NA,"x","x",NA
"C","Gary Sanchez",4900,"NYY@HOU 02:10PM ET",9.52,"NYY","HOU",8.03,10.5,8.25,NA,"4","3",8
"OF","Corey Dickerson",4700,"TB@BAL 01:35PM ET",9.513,"TB","BAL",9.4,9.7,10.7,NA,"2","2",0
"1B","Anthony Rizzo",4700,"CHC@CIN 01:10PM ET",9.086,"CHC","CIN",9.95,12.1,10.16,NA,"1","2",16
"1B","Edwin Encarnacion",4600,"CLE@DET 01:10PM ET",8.295,"CLE","DET",7.83,8.6,9.76,NA,"4","4",26
"OF","Justin Upton",4600,"CLE@DET 01:10PM ET",8.429,"DET","CLE",7.48,0,9.54,NA,"x","x",NA
"SS","Xander Bogaerts",4600,"BOS@TOR 01:07PM ET",8.481,"BOS","TOR",7.55,0,8.07,NA,"x","x",NA
"OF","Andrew McCutchen",4600,"SF@PIT 01:35PM ET",8.646,"PIT","SF",7.41,0,7.65,NA,"x","x",NA
"OF","Ryan Braun",4600,"MIA@MIL 02:10PM ET",8.886,"MIL","MIA",9.43,8.7,9.8,NA,"3","3",5
"2B/OF","Scooter Gennett",4600,"CHC@CIN 01:10PM ET",7.076,"CIN","CHC",6.56,6.5,7.87,NA,"2","7",7
"3B","Kris Bryant",4600,"CHC@CIN 01:10PM ET",8.883,"CHC","CIN",8.73,10,9.82,NA,"2","3",3
