"Place_lo","Place_hi","Payout"
"1","1","30"
"2","2","18"
"3","3","12"
"4","4","9"
"5","5","6"
"6","6","3.6"
"7","7","3"
"8","8","2.4"
"9","9","1.8"
"10",NA,"1.2"
"11","20","0.75"
"21","50","0.6"
"51","100","0.45"
"101","150","0.3"
