"Mike Trout_LAA","Josh Donaldson_Tor","Giancarlo Stanton_Mia","Wil Myers_SD","Christian Yelich_Mia","Albert Pujols_LAA","Jose Bautista_Tor","Dee Gordon_Mia","Kole Calhoun_LAA","Cameron Maybin_LAA","CJ Cron_LAA","Troy Tulowitzki_Tor","Luis Valbuena_LAA","Devon Travis_Tor","JT Realmuto_Mia","Ryan Schimpf_SD","Marcell Ozuna_Mia","Kendrys Morales_Tor","Jefry Marte_LAA","Yangervis Solarte_SD","Russell Martin_Tor","Martin Prado_Mia","Manuel Margot_SD","Yunel Escobar_LAA","Ben Revere_LAA","Justin Bour_Mia","Alex Dickerson_SD","Hunter Renfroe_SD","Andrelton Simmons_LAA","Steve Pearce_Tor","Cory Spangenberg_SD","Derek Dietrich_Mia","Danny Espinosa_LAA","Kevin Pillar_Tor","Travis Jankowski_SD","Destin Hood_Mia","Justin Smoak_Tor","Rowdy Tellez_Tor","Dalton Pompey_Tor","Christian Bethancourt_SD","Austin Hedges_SD","Tyler Moore_Mia","Ichiro Suzuki_Mia","Jarrod Saltalamacchia_Tor","Ezequiel Carrera_Tor","Adeiny Hechavarria_Mia","Erick Aybar_SD","AJ Ellis_Mia","Luis Sardinas_SD","Allen Cordoba_SD","Martin Maldonado_LAA","Juan Graterol_LAA","JT Riddle_Mia","Jabari Blash_SD","Carlos Perez_LAA","Darwin Barney_Tor","Hector Sanchez_SD","Miguel Rojas_Mia","Ryan Goins_Tor","Cliff Pennington_LAA","Ty Kelly_Tor","Chris Coghlan_Tor","Luis Torrens_SD"
26.8857142857143,0,0,0,0,19.3076923076923,0,0,1.45054945054945,1.38636363636364,-0.666666666666667,0,0,0,0,0,0,0,10.9047619047619,0,0,0,0,7.61428571428571,17.4166666666667,0,0,0,-2,0,0,0,11.8142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.886363636363636,0,0,0,0,0,0,0,0,0,0,0,0
0,48.2380952380952,0,0,0,0,10.3571428571429,0,0,0,0,61.2380952380952,0,6.1,0,0,0,8.14285714285714,0,0,1.66666666666667,0,0,0,0,0,0,0,0,11.55,0,0,0,8.09523809523809,0,0,10.75,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0
0,0,121.785714285714,0,-26.7747252747253,0,0,-5.16666666666667,0,0,0,0,0,0,-21.5545454545455,0,-39.1043956043956,0,0,0,0,58.3333333333333,0,0,0,-5.81818181818182,0,0,0,0,0,-8.24444444444444,0,0,0,0,0,0,0,0,0,0,178.5,0,0,0.25,0,-3.33333333333333,0,0,0,0,21,0,0,0,0,-32.7142857142857,0,0,0,0,0
0,0,0,74.3625,0,0,0,0,0,0,0,0,0,0,0,-2.75714285714286,0,0,0,8.55416666666667,0,0,2.63333333333333,0,0,0,0,20.075,0,0,0,0,0,0,-12.1590909090909,0,0,0,0,0,8.98901098901099,0,0,0,0,0,-9.9551282051282,0,21,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-26.7747252747253,0,70.3142857142857,0,0,1.25274725274725,0,0,0,0,0,0,-10.3939393939394,0,36.4285714285714,0,0,0,0,-38.3333333333333,0,0,0,14.0320512820513,0,0,0,0,0,23.6,0,0,0,0,0,0,0,0,0,0,82.1666666666667,0,0,7.1,0,-3.33333333333333,0,0,0,0,-15.3333333333333,0,0,0,0,-12.4027777777778,0,0,0,0,0
19.3076923076923,0,0,0,0,36.6153846153846,0,0,-9.71153846153846,-10.9242424242424,-9.57142857142857,0,0,0,0,0,0,0,9.4,0,0,0,0,20.5384615384615,5.16666666666667,0,0,0,4.30769230769231,0,0,0,0.615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3571428571429,0,0,0,0,32.8857142857143,0,0,0,0,8.27472527472528,0,-0.0818181818181818,0,0,0,8.68571428571429,0,0,11.6969696969697,0,0,0,0,0,0,0,0,0.0444444444444444,0,0,0,-12.8714285714286,0,0,-3.94545454545455,0,0,0,0,0,0,9.16666666666667,12.9047619047619,0,0,0,0,0,0,0,0,0,0,-2.11904761904762,0,0,-11.4,0,0,63,0
0,0,-5.16666666666667,0,1.25274725274725,0,0,29.4120879120879,0,0,0,0,0,0,12.5,0,7.19230769230769,0,0,0,0,26.3333333333333,0,0,0,-1.13636363636364,0,0,0,0,0,5.84444444444444,0,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,9.5,0,14,0,0,0,0,-3.33333333333333,0,0,0,0,14.4285714285714,0,0,0,0,0
1.45054945054945,0,0,0,0,-9.71153846153846,0,0,33.9395604395604,14.5454545454545,0.214285714285714,0,0,0,0,0,0,0,-0.6,0,0,0,0,4.36813186813187,10.1666666666667,0,0,0,12.5897435897436,0,0,0,-4.97802197802198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24545454545455,0,0,0,0,0,0,0,0,0,0,0,0
1.38636363636364,0,0,0,0,-10.9242424242424,0,0,14.5454545454545,17.1742424242424,2,0,0,0,0,0,0,0,12.2,0,0,0,0,-2.61363636363636,0,0,0,0,1.41666666666667,0,0,0,11.7348484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0
-0.666666666666667,0,0,0,0,-9.57142857142857,0,0,0.214285714285714,2,11.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,-10.4444444444444,5.83333333333333,0,0,0,13.8392857142857,0,0,0,-0.972222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0
0,61.2380952380952,0,0,0,0,8.27472527472528,0,0,0,0,52.8351648351648,0,2.64444444444444,0,0,0,5.48351648351648,0,0,0.212121212121212,0,0,0,0,0,0,0,0,-0.138888888888889,0,0,0,2.18681318681319,0,0,1.82222222222222,0,0,0,0,0,0,60,-10.6904761904762,0,0,0,0,0,0,0,0,0,0,-2.8,0,0,5.33333333333333,0,0,-9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.1,0,0,0,0,-0.0818181818181818,0,0,0,0,2.64444444444444,0,5.56363636363636,0,0,0,4.01818181818182,0,0,3.16666666666667,0,0,0,0,0,0,0,0,3.5,0,0,0,-0.818181818181818,0,0,9.80357142857143,0,0,0,0,0,0,2.5,9,0,0,0,0,0,0,0,0,0,0,0.8,0,0,-2.5,0,0,0,0
0,0,-21.5545454545455,0,-10.3939393939394,0,0,12.5,0,0,0,0,0,0,49.8787878787879,0,21.2727272727273,0,0,0,0,12.6666666666667,0,0,0,-8.91111111111111,0,0,0,0,0,-1.89285714285714,0,0,0,0,0,0,0,0,0,0,2.83333333333333,0,0,25,0,0,0,0,0,0,-2.33333333333333,0,0,0,0,37.2142857142857,0,0,0,0,0
0,0,0,-2.75714285714286,0,0,0,0,0,0,0,0,0,0,0,52.9714285714286,0,0,0,4.95714285714286,0,0,-3.31318681318681,0,0,0,0,-10.3571428571429,0,0,0,0,0,0,-2.02272727272727,0,0,0,0,0,-20.2628205128205,0,0,0,0,0,-5.97435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-39.1043956043956,0,36.4285714285714,0,0,7.19230769230769,0,0,0,0,0,0,21.2727272727273,0,123.52380952381,0,0,0,0,-12.6666666666667,0,0,0,6.71153846153846,0,0,0,0,0,1.27272727272727,0,0,0,0,0,0,0,0,0,0,19.8333333333333,0,0,17.45,0,25.6666666666667,0,0,0,0,-29.6666666666667,0,0,0,0,39.0277777777778,0,0,0,0,0
0,8.14285714285714,0,0,0,0,8.68571428571429,0,0,0,0,5.48351648351648,0,4.01818181818182,0,0,0,32.6952380952381,0,0,0.128787878787879,0,0,0,0,0,0,0,0,-3.1,0,0,0,-15.3190476190476,0,0,-16.1636363636364,0,0,0,0,0,0,0,-6.09523809523809,0,0,0,0,0,0,0,0,0,0,14.2380952380952,0,0,-22.85,0,0,18,0
10.9047619047619,0,0,0,0,9.4,0,0,-0.6,12.2,0,0,0,0,0,0,0,0,29.5714285714286,0,0,0,0,22.2619047619048,0,0,0,0,4.76190476190476,0,0,0,21.4047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8.55416666666667,0,0,0,0,0,0,0,0,0,0,0,4.95714285714286,0,0,0,31.9291666666667,0,0,14.3904761904762,0,0,0,0,-8.64166666666667,0,0,0,0,0,0,-2.54545454545455,0,0,0,0,0,7.45604395604396,0,0,0,0,0,13.8461538461538,0,10.5,-5.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.66666666666667,0,0,0,0,11.6969696969697,0,0,0,0,0.212121212121212,0,3.16666666666667,0,0,0,0.128787878787879,0,0,27.5378787878788,0,0,0,0,0,0,0,0,4,0,0,0,11.530303030303,0,0,42.9107142857143,0,0,0,0,0,0,0,16.1,0,0,0,0,0,0,0,0,0,0,-7.4,0,0,3,0,0,24,0
0,0,58.3333333333333,0,-38.3333333333333,0,0,26.3333333333333,0,0,0,0,0,0,12.6666666666667,0,-12.6666666666667,0,0,0,0,38,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2.63333333333333,0,0,0,0,0,0,0,0,0,0,0,-3.31318681318681,0,0,0,14.3904761904762,0,0,37.6952380952381,0,0,0,0,-3.57142857142857,0,0,0,0,0,0,-4.34545454545455,0,0,0,0,0,-13.3589743589744,0,0,0,0,0,6.84848484848485,0,-24.5,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
