"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Max Scherzer","P","WSH","@ NYM",3.17,"Wheeler, R 5.52","R",1.37,0,0,6.6,10.9,0.86,NA,13900,31.8,27.8,27.42,27.42,"%",92,2,30.4,2.2
"Danny Salazar","P","CLE","@ CWS",3.42,"Holland, L 4.32","R",3.57,0,0,5.9,13.7,1.36,NA,11300,24.9,22.9,16.63,16.63,"%",82,1.5,14.65,1.3
"Yu Darvish","P","TEX","vs KC",3.17,"Hammel, R 4.60","R",3.28,0,0,6.2,8.4,1.14,NA,10800,45.3,17.7,23.57,23.57,"%",39,2.2,30.4,2.8
"Michael Fulmer","P","DET","@ MIN",4.36,"Gibson, R 6.91","R",3,0,0,6,8,1.06,NA,9900,19.9,17.3,12.33,12.33,"%",78,1.2,26.75,2.7
"John Lackey","P","CHC","@ CIN",3.93,"Arroyo, R 8.40","R",4,0,0,6,9.5,1.28,NA,9800,34.8,17.6,15.77,15.77,"%",46,1.6,12.7,1.3
"Marcus Stroman","P","TOR","@ LAA",3.88,"Wright, R 6.75","R",4.05,0,0,6.7,5.8,1.4,NA,9600,35,14.2,13.88,13.88,"%",26,1.4,29.35,3.1
"Ivan Nova","P","PIT","vs NYY",3.67,"Montgomery,  4.22","R",2.25,0,0,6.7,3.6,0.95,NA,8000,29.6,14.3,15.52,15.52,"%",51,1.9,28.75,3.6
"Zack Wheeler","P","NYM","vs WSH",3.84,"Scherzer, R 1.37","R",5.52,0,0,3.7,9.2,1.23,NA,8000,31.2,9.6,14.53,14.53,"%",13,1.8,15.55,1.9
"Michael Foltynewicz","P","ATL","@ PHI",4.31,"Eflin, R 3.60","R",4.26,0,0,4.2,5.8,1.66,NA,7800,21.2,6.4,11.28,11.28,"%",23,1.4,28.15,3.6
"Joe Musgrove","P","HOU","@ TB",4.18,"Andriese, R 3.38","R",5.87,0,0,5.1,5.3,1.63,NA,7600,13.3,7,10.89,10.89,"%",83,1.4,9.9,1.3
