"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4300,76.7441860465116,33,"Nelson Cruz","SEA",NA,"OF",4,3,1,5,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,13900,21.8705035971223,30.4,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,8,0,0,3,5,1,0
3,2,10800,28.1481481481481,30.4,"Yu Darvish","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,0,0,2,5,1,0
4,2,0,0,30,"John Hicks","DET",NA,"C/1B",8,2,1,5,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,9600,30.5729166666667,29.35,"Marcus Stroman","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,9,1,0,1,7,1,1
6,4,8000,35.9375,28.75,"Ivan Nova","PIT",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,0,0,1,4,1,0
7,5,7800,36.0897435897436,28.15,"Mike Foltynewicz","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,7,0,0,1,4,2,0
8,6,6600,41.2878787878788,27.25,"Yovani Gallardo","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6.33333333333333,0,0,1,4,1,0
9,7,9900,27.020202020202,26.75,"Michael Fulmer","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,0,0,2,4,1,0
10,8,4600,55.8695652173913,25.7,"Bronson Arroyo","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,0,0,2,3,0,0
11,3,5500,45.4545454545455,25,"Mookie Betts","BOS",NA,"OF",3,1,1,3,0,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,4,3200,78.125,25,"Taylor Motter","SEA",NA,"2B/SS",6,1,1,4,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,7400,32.6351351351351,24.15,"Brandon McCarthy","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,2,5,1,0
14,10,6000,39.8333333333333,23.9,"Eduardo Rodriguez","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,0,1,5,0
15,11,6100,38.1967213114754,23.3,"Derek Holland","CHW",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,0,0,1,3,3,1
16,5,3600,63.8888888888889,23,"Devon Travis","TOR",NA,"2B",8,2,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,6,4100,56.0975609756098,23,"Gerardo Parra","COL",NA,"OF",6,2,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,7,3500,65.7142857142857,23,"Kolten Wong","STL",NA,"2B",7,2,0,1,1,2,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,8,3200,68.75,22,"Michael Conforto","NYM",NA,"OF",1,2,1,1,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,9,4900,44.8979591836735,22,"Jose Altuve","HOU",NA,"2B",3,2,1,1,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,12,7000,31.2857142857143,21.9,"Mike Leake","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,0,0,2,3,3,0
22,13,4700,45.8510638297872,21.55,"Kyle Freeland","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,0,0,0,6,1,0
23,10,3200,65.625,21,"Ryan Zimmerman","WAS",NA,"1B",4,1,1,2,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,11,0,0,21,"James Adduci","DET",NA,"OF",7,2,0,2,0,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,14,7300,28.3561643835616,20.7,"Tom Koehler","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,0,0,3,6,2,0
26,12,4300,46.5116279069767,20,"Daniel Murphy","WAS",NA,"2B",5,1,1,4,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,13,5400,35.1851851851852,19,"Charlie Blackmon","COL",NA,"OF",1,1,0,2,0,3,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,14,3500,54.2857142857143,19,"Mitch Haniger","SEA",NA,"OF",2,3,0,0,0,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,15,3500,54.2857142857143,19,"Cesar Hernandez","PHI",NA,"2B",1,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,16,4400,43.1818181818182,19,"Andrew Benintendi","BOS",NA,"OF",2,1,0,1,0,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,17,4500,42.2222222222222,19,"Matt Kemp","ATL",NA,"OF",4,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,18,3800,50,19,"Brad Miller","TB",NA,"2B",4,1,0,1,0,3,1,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,19,3800,50,19,"Scott Schebler","CIN",NA,"OF",7,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,20,3200,56.25,18,"Robinson Chirinos","TEX",NA,"C",8,1,1,1,0,2,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,21,3300,54.5454545454545,18,"Neil Walker","NYM",NA,"2B",4,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,22,3800,47.3684210526316,18,"Joey Gallo","TEX",NA,"1B/3B",7,2,1,1,0,3,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,23,3300,54.5454545454545,18,"Justin Bour","MIA",NA,"1B",7,1,1,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,24,5200,34.6153846153846,18,"Paul Goldschmidt","ARI",NA,"1B",3,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,15,5600,30.9821428571429,17.35,"Zach Eflin","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,7,0,0,1,3,0,1
40,25,4400,38.6363636363636,17,"Francisco Lindor","CLE",NA,"SS",2,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,26,3700,45.9459459459459,17,"Mitch Moreland","BOS",NA,"1B",5,1,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,27,3700,45.9459459459459,17,"Jacoby Ellsbury","NYY",NA,"OF",4,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,28,3000,56.6666666666667,17,"Jorge Bonifacio","KC",NA,"OF",3,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,29,3900,43.5897435897436,17,"Victor Martinez","DET",NA,"1B",4,1,0,2,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,30,3200,50,16,"Alex Avila","DET",NA,"C/1B",6,1,1,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,31,3700,43.2432432432432,16,"Yasmani Grandal","LAD",NA,"C",5,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,32,4200,38.0952380952381,16,"Adrian Gonzalez","LAD",NA,"1B",4,1,0,2,0,4,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,33,3900,41.025641025641,16,"Max Kepler","MIN",NA,"OF",2,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,34,4800,33.3333333333333,16,"Carlos Correa","HOU",NA,"SS",4,1,1,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,35,5500,29.0909090909091,16,"Anthony Rizzo","CHC",NA,"1B",3,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,36,4600,34.7826086956522,16,"Corey Seager","LAD",NA,"SS",2,1,0,1,0,3,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,37,2200,72.7272727272727,16,"Ryan Goins","TOR",NA,"2B/SS",9,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,38,3700,43.2432432432432,16,"Steven Souza","TB",NA,"OF",5,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,39,2900,55.1724137931034,16,"Manny Pina","MIL",NA,"C",6,1,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,40,3400,47.0588235294118,16,"Hunter Renfroe","SD",NA,"OF",5,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,16,8000,19.4375,15.55,"Zack Wheeler","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7,0,0,4,4,2,1
57,41,2700,55.5555555555556,15,"Ezequiel Carrera","TOR",NA,"OF",2,1,0,0,0,3,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,42,3900,38.4615384615385,15,"Albert Pujols","LAA",NA,"1B",3,1,0,1,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,43,4200,35.7142857142857,15,"Billy Hamilton","CIN",NA,"OF",1,1,0,0,2,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,44,2500,60,15,"Patrick Kivlehan","CIN",NA,"OF",6,1,0,3,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,17,11300,12.9646017699115,14.65,"Danny Salazar","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,5,0,0,4,7,3,1
62,18,5200,27.4038461538462,14.25,"Daniel Wright","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,5,0,0,0,3,2,0
63,19,7300,19.3150684931507,14.1,"Jordan Montgomery","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6,0,0,2,7,2,0
64,45,4200,33.3333333333333,14,"Robinson Cano","SEA",NA,"2B",3,2,0,1,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,46,3100,45.1612903225806,14,"Kevin Pillar","TOR",NA,"OF",1,1,1,1,0,4,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,47,4100,34.1463414634146,14,"Odubel Herrera","PHI",NA,"OF",3,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,48,4300,32.5581395348837,14,"Christian Yelich","MIA",NA,"OF",3,1,0,1,0,2,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,49,5400,25.9259259259259,14,"Hanley Ramirez","BOS",NA,"1B",4,1,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,50,3400,41.1764705882353,14,"Mike Moustakas","KC",NA,"3B",2,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,51,3600,38.8888888888889,14,"Eddie Rosario","MIN",NA,"OF",8,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
