"Place_lo","Place_hi","Payout"
1st	$20,000.00
2nd	$15,000.00
3rd	$10,000.00
4th	$7,000.00
5th	$5,000.00
6th	$4,000.00
7th	$3,000.00
8th	$2,000.00
9th - 10th	$1,500.00
11th - 15th	$1,000.00
16th - 20th	$750.00
21st - 25th	$500.00
26th - 35th	$400.00
36th - 45th	$300.00
46th - 65th	$200.00
66th - 100th	$150.00
101st - 150th	$125.00
151st - 270th	$100.00
271st - 500th	$75.00
501st - 950th	$60.00
951st - 1770th	$50.00
