"Paul Goldschmidt_Ari","Wil Myers_SD","Corey Seager_LAD","Nolan Arenado_Col","AJ Pollock_Ari","Charlie Blackmon_Col","Jake Lamb_Ari","Trevor Story_Col","Yasmany Tomas_Ari","Adrian Gonzalez_LAD","Carlos Gonzalez_Col","Yasiel Puig_LAD","Logan Forsythe_LAD","Ian Desmond_Col","Joc Pederson_LAD","David Peralta_Ari","Justin Turner_LAD","Ryan Schimpf_SD","David Dahl_Col","Yangervis Solarte_SD","Brandon Drury_Ari","Chris Owings_Ari","Yasmani Grandal_LAD","Chase Utley_LAD","DJ LeMahieu_Col","Franklin Gutierrez_LAD","Manuel Margot_SD","Mark Reynolds_Col","Jeremy Hazelbaker_Ari","Alex Dickerson_SD","Hunter Renfroe_SD","Cody Bellinger_LAD","Scott Van Slyke_LAD","Chris Taylor_LAD","Chris Herrmann_Ari","Cory Spangenberg_SD","Austin Barnes_LAD","Kike Hernandez_LAD","Trayce Thompson_LAD","Andrew Toles_LAD","Socrates Brito_Ari","Rob Segedin_LAD","Gerardo Parra_Col","Travis Jankowski_SD","Andre Ethier_LAD","Stephen Cardullo_Col","Raimel Tapia_Col","Christian Bethancourt_SD","Austin Hedges_SD","Dustin Garneau_Col","Chris Iannetta_Ari","Erick Aybar_SD","Tom Murphy_Col","Daniel Descalso_Ari","Luis Sardinas_SD","Allen Cordoba_SD","Nick Ahmed_Ari","Jabari Blash_SD","Tony Wolters_Col","Pat Valaika_Col","Hector Sanchez_SD","Jeff Mathis_Ari","Cristhian Adames_Col","Alexi Amarista_Col","Luis Torrens_SD"
34.4010989010989,0,0,0,8.87878787878788,0,15.0512820512821,0,5.72727272727273,0,0,0,0,0,0,15.4545454545455,0,0,0,0,22.0454545454545,-2.07575757575758,0,0,0,0,0,0,26,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,5.16666666666667,0,0,-7.33333333333333,0,0,0,0,-1.14285714285714,0,0,0
0,86.4242424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.14545454545455,0,10.4848484848485,0,0,0,0,0,0,13.1818181818182,0,0,0,30.4242424242424,0,0,0,0,0,0,0,0,0,0,0,0,-15.5,0,0,0,0,-4.86666666666667,0,0,-7.5,0,0,21,0,0,0,0,0,0,0,0,0,0
0,0,52.8787878787879,0,0,0,0,0,0,9.6,0,41.0606060606061,22.5555555555556,0,40.2321428571429,0,34.5,0,0,0,0,0,47.7444444444444,6.66666666666667,0,-3.5,0,0,0,0,0,0,-3,0,0,0,77,0,0,15.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,96.4469696969697,0,17.8636363636364,0,13.5181818181818,0,0,-8.49090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0075757575758,0,0,-4.19090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,20.5833333333333,0,0,0,20.25,0,0,0,0,0,0,0,0,11.2857142857143,0,0,0,0,0,0
8.87878787878788,0,0,0,60.2424242424242,0,-10.5363636363636,0,-13.3090909090909,0,0,0,0,0,0,17.7222222222222,0,0,0,0,1.33333333333333,10.4272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,3,0,0,17,0,0,0,0,33.6904761904762,0,0,0
0,0,0,17.8636363636364,0,22.0909090909091,0,-5.94545454545455,0,0,13.5636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.8636363636364,0,0,-5.87272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3.25,0,0,0,1.1,0,0,0,0,0,0,0,0,7.57142857142857,0,0,0,0,0,0
15.0512820512821,0,0,0,-10.5363636363636,0,53.0897435897436,0,-13.4727272727273,0,0,0,0,0,0,28.6590909090909,0,0,0,0,3.35454545454545,-21.4909090909091,0,0,0,0,0,0,26,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,0,0,-7.83333333333333,0,0,-28,0,0,0,0,-43.7142857142857,0,0,0
0,0,0,13.5181818181818,0,-5.94545454545455,0,37.1636363636364,0,0,0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.62727272727273,0,0,-6.86666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8666666666667,0,0,-14.9166666666667,0,0,0,-6.55,0,0,0,0,0,0,0,0,-1.73333333333333,0,0,0,0,0,0
5.72727272727273,0,0,0,-13.3090909090909,0,-13.4727272727273,0,68.0833333333333,0,0,0,0,0,0,10.4,0,0,0,0,23.2636363636364,-6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,10,0,0,0,0,3,0,0,0
0,0,9.6,0,0,0,0,0,0,17.1555555555556,0,5.64444444444444,-4.85714285714286,0,16.4464285714286,0,15.75,0,0,0,0,0,20.6071428571429,-3.33333333333333,0,1.5,0,0,0,0,0,0,0,0,0,0,-28,0,0,-10.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-8.49090909090909,0,13.5636363636364,0,0.133333333333333,0,0,19.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.02727272727273,0,0,-16.8111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.9,0,0,-10.8333333333333,0,0,0,-11,0,0,0,0,0,0,0,0,1.0952380952381,0,0,0,0,0,0
0,0,41.0606060606061,0,0,0,0,0,0,5.64444444444444,0,82.7878787878788,19.1111111111111,0,5.07142857142857,0,25.0181818181818,0,0,0,0,0,12.0444444444444,-6,0,-1,0,0,0,0,0,0,-3,0,0,0,210,0,0,-18.8666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22.5555555555556,0,0,0,0,0,0,-4.85714285714286,0,19.1111111111111,21.5555555555556,0,20.6333333333333,0,7.19444444444444,0,0,0,0,0,25.5714285714286,0,0,0,0,0,0,0,0,0,4,0,0,0,77,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
