"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Max Scherzer","Jesse Chavez","Russell Martin","Matt Carpenter","Dustin Pedroia","Kyle Seager","Xander Bogaerts","Mookie Betts","Jackie Bradley","Chris Young"
"2","Max Scherzer","Drew Pomeranz","Evan Gattis","Sam Travis","Dustin Pedroia","Josh Donaldson","Xander Bogaerts","Jackie Bradley","Chris Young","Christian Yelich"
"3","Max Scherzer","Drew Pomeranz","Christian Vazquez","Matt Carpenter","Dustin Pedroia","Deven Marrero","Xander Bogaerts","Mookie Betts","Khris Davis","Christian Yelich"
"4","Max Scherzer","Drew Pomeranz","Russell Martin","Matt Carpenter","Darwin Barney","Josh Donaldson","Francisco Lindor","Khris Davis","Jose Bautista","Kevin Pillar"
"5","Max Scherzer","Jesse Chavez","Russell Martin","Matt Carpenter","Brian Dozier","Adrian Beltre","Elvis Andrus","Nomar Mazara","Shin-Soo Choo","Delino DeShields"
"6","Max Scherzer","Drew Pomeranz","Yadier Molina","Matt Carpenter","Jason Kipnis","Jedd Gyorko","Franklin Barreto","Tommy Pham","Jose Bautista","Stephen Piscotty"
"7","Max Scherzer","Drew Pomeranz","Evan Gattis","Yonder Alonso","Jed Lowrie","Josh Donaldson","Francisco Lindor","Khris Davis","Matt Joyce","Matt Olson"
"8","Max Scherzer","Jesse Chavez","Evan Gattis","Matt Carpenter","Jose Altuve","Kyle Seager","Carlos Correa","George Springer","Jake Marisnick","Matt Olson"
"9","Max Scherzer","Luis Severino","Russell Martin","Justin Smoak","Darwin Barney","Josh Donaldson","Franklin Barreto","Jose Bautista","Mallex Smith","Matt Olson"
"10","Max Scherzer","Luis Severino","Christian Vazquez","Sam Travis","Jason Kipnis","Josh Donaldson","Franklin Barreto","Andrew Benintendi","Jackie Bradley","Chris Young"
"11","Max Scherzer","Kenta Maeda","Evan Gattis","Miguel Cabrera","Dustin Pedroia","Deven Marrero","Xander Bogaerts","Mookie Betts","Chris Young","Matt Olson"
"12","Max Scherzer","Drew Pomeranz","Robinson Chirinos","Joey Gallo","Rougned Odor","Josh Donaldson","Francisco Lindor","Shin-Soo Choo","Delino DeShields","Christian Yelich"
"13","Max Scherzer","Drew Pomeranz","Russell Martin","Mike Napoli","Rougned Odor","Adrian Beltre","Elvis Andrus","Nomar Mazara","Jose Bautista","Christian Yelich"
"14","Max Scherzer","Drew Pomeranz","Russell Martin","Miguel Cabrera","Ian Kinsler","Josh Donaldson","Jose Iglesias","Justin Upton","Jose Bautista","Mikie Mahtook"
"15","Max Scherzer","Luis Severino","Bruce Maxwell","Matt Carpenter","Brian Dozier","Josh Donaldson","Franklin Barreto","Matt Joyce","Jaycob Brugman","Matt Olson"
"16","Max Scherzer","Jesse Chavez","Russell Martin","Justin Bour","Dee Gordon","Josh Donaldson","Xander Bogaerts","Giancarlo Stanton","Marcell Ozuna","Christian Yelich"
"17","Max Scherzer","Drew Pomeranz","Manny Pina","Eric Thames","Dustin Pedroia","Travis Shaw","Franklin Barreto","Ryan Braun","Domingo Santana","Jose Bautista"
"18","Max Scherzer","Drew Pomeranz","Yan Gomes","Carlos Santana","Jason Kipnis","Josh Donaldson","Francisco Lindor","Khris Davis","Bradley Zimmer","Mallex Smith"
"19","Max Scherzer","Drew Pomeranz","Christian Vazquez","Joey Gallo","Jason Kipnis","Adrian Beltre","Elvis Andrus","Shin-Soo Choo","Jose Bautista","Delino DeShields"
"20","Max Scherzer","Luis Severino","Jason Castro","Joe Mauer","Brian Dozier","Eduardo Escobar","Franklin Barreto","Chris Young","Christian Yelich","Byron Buxton"
"21","Max Scherzer","Jesse Chavez","Yadier Molina","Eric Thames","Dustin Pedroia","Jedd Gyorko","Francisco Lindor","Tommy Pham","Stephen Piscotty","Randal Grichuk"
"22","Max Scherzer","Jesse Chavez","Manny Pina","Sam Travis","Brian Dozier","Miguel Sano","Xander Bogaerts","Andrew Benintendi","Jackie Bradley","Chris Young"
"23","Max Scherzer","Jesse Chavez","Robinson Chirinos","Joey Gallo","Jose Altuve","Eduardo Escobar","Elvis Andrus","Khris Davis","Shin-Soo Choo","Delino DeShields"
