"Aaron Judge_NYY","Mookie Betts_BOS","Jackie Bradley_BOS","JD Martinez_DET","Brett Gardner_NYY","Andrew Benintendi_BOS","Justin Upton_DET","Gary Sanchez_NYY","Josh Donaldson_TOR","Xander Bogaerts_BOS","Dustin Pedroia_BOS","Justin Smoak_TOR","Russell Martin_TOR","Matt Holliday_NYY","Ian Kinsler_DET","Alex Avila_DET","Hanley Ramirez_BOS","Mitch Moreland_BOS","Didi Gregorius_NYY","Clint Frazier_NYY","Nicholas Castellanos_DET","Devon Travis_TOR","Jacoby Ellsbury_NYY","Miguel Cabrera_DET","Troy Tulowitzki_TOR","Chris Young_BOS","Aaron Hicks_NYY","Mason Williams_NYY","Kendrys Morales_TOR","Andrew Romine_DET","Kevin Pillar_TOR","Starlin Castro_NYY","Deven Marrero_BOS","Victor Martinez_DET","Jhonny Peralta_BOS","Chase Headley_NYY","Brock Holt_BOS","Greg Bird_NYY","Dustin Fowler_NYY","Jose Bautista_TOR","Pablo Sandoval_BOS","Chris Carter_NYY","Ronald Torreyes_NYY","Rob Refsnyder_NYY","Tyler Austin_NYY","Jorge Mateo_NYY","Miguel Andujar_NYY","Miguel Montero_TOR","Steve Pearce_TOR","Alex Presley_DET","Dixon Machado_DET","JaCoby Jones_DET","James McCann_DET","Christian Vazquez_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Tyler Wade_NYY","Ezequiel Carrera_TOR","John Hicks_DET","Dalton Pompey_TOR","Mikie Mahtook_DET","Tyler Collins_DET","Rowdy Tellez_TOR","Sandy Leon_BOS","Ji-Man Choi_NYY","Sam Travis_BOS","Jarrod Saltalamacchia_TOR","Jose Iglesias_DET","Josh Rutledge_BOS","Gleyber Torres_NYY","Jim Adduci_DET","Darwin Barney_TOR","Ryan Goins_TOR","Darrell Ceciliani_TOR","Chris Coghlan_TOR","Anthony Alford_TOR","Austin Romine_NYY","Matt den Dekker_DET","Dwight Smith_TOR","Luke Maile_TOR","Kyle Higashioka_NYY","Tzu-Wei Lin_BOS","Mike Ohlman_TOR","Ian Parmley_TOR","Harold Ramirez_TOR","Richard Urena_TOR"
97.1947419668939,0,0,0,14.7699736611062,0,0,21.6730442176871,0,0,0,0,0,23.6627118644068,0,0,0,0,2.86466165413534,0,0,0,-1.3719512195122,0,0,0,6.1256038647343,0,0,0,0,29.6690079016681,0,0,0,-0.275440976933514,0,0,0,0,0,7.11969696969697,17.4711538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,107.282716049383,9.078125,0,0,20.1291925465839,0,0,0,11.1297667530544,27.9874551971326,0,0,0,0,0,24.7286713286713,0.580333625987709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.60162601626016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.078125,57.3179556761646,0,0,16.8363636363636,0,0,0,3.6016393442623,4.0930612244898,0,0,0,0,0,2.11111111111111,2.27564935064935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38138138138138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,95.1979648473636,0,0,19.7732558139535,0,0,0,0,0,0,0,18.5127627627628,11.7655913978495,0,0,0,0,0,0,0,32.8843434343434,0,0,0,0,0,0,0,0,0,23.2016129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.7699736611062,0,0,0,74.539710485133,0,0,6.91794217687075,0,0,0,0,0,14.955732946299,0,0,0,0,12.1334730957372,0,0,0,-5.08571428571429,0,0,0,15.8769230769231,0,0,0,0,5.44745762711864,0,0,0,-9.77786885245902,0,0,0,0,0,8.49207317073171,11.8591749644381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20.1291925465839,16.8363636363636,0,0,88.5193661971831,0,0,0,10.8978365384615,12.3702513150205,0,0,0,0,0,9.48441558441558,18.6481230212573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7297297297297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19.7732558139535,0,0,64.5954451345756,0,0,0,0,0,0,0,9.9961038961039,8.58048780487805,0,0,0,0,0,0,0,0.722092343658679,0,0,0,0,0,0,0,0,0,0.634252539912917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89129164231444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.6730442176871,0,0,0,6.91794217687075,0,0,89.553544494721,0,0,0,0,0,28.0327169274538,0,0,0,0,1.09468599033816,0,0,0,-11.4083333333333,0,0,0,18.179435483871,0,0,0,0,35.4589743589744,0,0,0,6.97885835095137,0,0,0,0,0,10.8427419354839,0.83399209486166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,57.9667774086379,0,0,20.1396761133603,11.4707661290323,0,0,0,0,0,0,0,0,-8.58241758241758,0,0,12.2298780487805,0,0,0,-0.448780487804878,0,14.3567073170732,0,0,0,0,0,0,0,0,9.18383167220377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.9649122807018,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.4117647058824,-0.661764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.1297667530544,3.6016393442623,0,0,10.8978365384615,0,0,0,52.9016216216216,6.67011278195489,0,0,0,0,0,-2.16578529878371,6.2826420890937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17354196301565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27.9874551971326,4.0930612244898,0,0,12.3702513150205,0,0,0,6.67011278195489,34.2677884615385,0,0,0,0,0,19.16,-2.80909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20.1396761133603,0,0,75.7560882800609,15.2210915818686,0,0,0,0,0,0,0,0,24.1315789473684,0,0,9.03030303030303,0,0,0,10.8575305291723,0,0.879156010230179,0,0,0,0,0,0,0,0,-1.58143074581431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81825396825397,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.14564564564565,-5.95454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11.4707661290323,0,0,15.2210915818686,46.962962962963,0,0,0,0,0,0,0,0,5.98461538461538,0,0,13.8628205128205,0,0,0,24.2473604826546,0,2.47206095791001,0,0,0,0,0,0,0,0,15.4297693920335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21343873517787,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1304347826087,1.86822660098522,0,0,0,0,0,0,0,0,0,0,0,0,0
23.6627118644068,0,0,0,14.955732946299,0,0,28.0327169274538,0,0,0,0,0,67.2683765203596,0,0,0,0,14.446088794926,0,0,0,20.6637931034483,0,0,0,7.90420819490587,0,0,0,0,24.1751412429379,0,0,0,0.154600301659125,0,0,0,0,0,0.19203413940256,1.14814814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
