Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
WR,Julio Jones (7725748),Julio Jones,7725748,9500,Atl@Phi 01:00PM ET,Atl
WR,Mike Evans (7725775),Mike Evans,7725775,9000,Chi@TB 01:00PM ET,TB
WR,Antonio Brown (7725827),Antonio Brown,7725827,8900,Dal@Pit 04:25PM ET,Pit
RB,David Johnson (7725686),David Johnson,7725686,8400,SF@Ari 04:25PM ET,Ari
RB,Ezekiel Elliott (7725697),Ezekiel Elliott,7725697,7900,Dal@Pit 04:25PM ET,Dal
RB,Le'Veon Bell (7725693),Le'Veon Bell,7725693,7700,Dal@Pit 04:25PM ET,Pit
QB,Aaron Rodgers (7725585),Aaron Rodgers,7725585,7600,GB@Ten 01:00PM ET,GB
WR,Larry Fitzgerald (7725813),Larry Fitzgerald,7725813,7600,SF@Ari 04:25PM ET,Ari
WR,Jordy Nelson (7725789),Jordy Nelson,7725789,7500,GB@Ten 01:00PM ET,GB
QB,Tom Brady (7725603),Tom Brady,7725603,7400,Sea@NE 08:30PM ET,NE
QB,Matt Ryan (7725564),Matt Ryan,7725564,7300,Atl@Phi 01:00PM ET,Atl
WR,Jarvis Landry (7725807),Jarvis Landry,7725807,7200,Mia@SD 04:05PM ET,Mia
WR,DeAndre Hopkins (7725714),DeAndre Hopkins,7725714,7100,Hou@Jax 01:00PM ET,Hou
RB,Melvin Gordon (7725675),Melvin Gordon,7725675,7100,Mia@SD 04:05PM ET,SD
WR,Allen Robinson (7725718),Allen Robinson,7725718,7000,Hou@Jax 01:00PM ET,Jax
RB,Devontae Booker (7725625),Devontae Booker,7725625,7000,Den@NO 01:00PM ET,Den
WR,Brandin Cooks (7725728),Brandin Cooks,7725728,7000,Den@NO 01:00PM ET,NO
RB,Jay Ajayi (7725674),Jay Ajayi,7725674,7000,Mia@SD 04:05PM ET,Mia
WR,Dez Bryant (7725826),Dez Bryant,7725826,7000,Dal@Pit 04:25PM ET,Dal
QB,Drew Brees (7725553),Drew Brees,7725553,6900,Den@NO 01:00PM ET,NO
WR,Brandon Marshall (7725733),Brandon Marshall,7725733,6900,LA@NYJ 01:00PM ET,NYJ
RB,DeMarco Murray (7725668),DeMarco Murray,7725668,6900,GB@Ten 01:00PM ET,Ten
TE,Rob Gronkowski (7725932),Rob Gronkowski,7725932,6900,Sea@NE 08:30PM ET,NE
WR,Emmanuel Sanders (7725722),Emmanuel Sanders,7725722,6800,Den@NO 01:00PM ET,Den
RB,Devonta Freeman (7725639),Devonta Freeman,7725639,6800,Atl@Phi 01:00PM ET,Atl
QB,Cam Newton (7725571),Cam Newton,7725571,6800,KC@Car 01:00PM ET,Car
WR,Kelvin Benjamin (7725762),Kelvin Benjamin,7725762,6800,KC@Car 01:00PM ET,Car
QB,Ben Roethlisberger (7725598),Ben Roethlisberger,7725598,6800,Dal@Pit 04:25PM ET,Pit
WR,Demaryius Thomas (7725723),Demaryius Thomas,7725723,6700,Den@NO 01:00PM ET,Den
RB,Spencer Ware (7725647),Spencer Ware,7725647,6700,KC@Car 01:00PM ET,KC
QB,Philip Rivers (7725590),Philip Rivers,7725590,6700,Mia@SD 04:05PM ET,SD
WR,Alshon Jeffery (7725770),Alshon Jeffery,7725770,6600,Chi@TB 01:00PM ET,Chi
WR,Ty Montgomery (7725796),Ty Montgomery,7725796,6500,GB@Ten 01:00PM ET,GB
QB,Carson Palmer (7725592),Carson Palmer,7725592,6500,SF@Ari 04:25PM ET,Ari
RB,Lamar Miller (7725609),Lamar Miller,7725609,6400,Hou@Jax 01:00PM ET,Hou
WR,Randall Cobb (7725793),Randall Cobb,7725793,6400,GB@Ten 01:00PM ET,GB
QB,Jameis Winston (7725578),Jameis Winston,7725578,6300,Chi@TB 01:00PM ET,TB
WR,Davante Adams (7725797),Davante Adams,7725797,6300,GB@Ten 01:00PM ET,GB
RB,Jacquizz Rodgers (7725653),Jacquizz Rodgers,7725653,6200,Chi@TB 01:00PM ET,TB
WR,Stefon Diggs (7725786),Stefon Diggs,7725786,6200,Min@Was 01:00PM ET,Min
TE,Jordan Reed (7725896),Jordan Reed,7725896,6200,Min@Was 01:00PM ET,Was
QB,Russell Wilson (7725604),Russell Wilson,7725604,6200,Sea@NE 08:30PM ET,Sea
WR,Michael Thomas (7725731),Michael Thomas,7725731,6100,Den@NO 01:00PM ET,NO
RB,Matt Forte (7725626),Matt Forte,7725626,6100,LA@NYJ 01:00PM ET,NYJ
QB,Dak Prescott (7725602),Dak Prescott,7725602,6100,Dal@Pit 04:25PM ET,Dal
RB,Jordan Howard (7725658),Jordan Howard,7725658,6000,Chi@TB 01:00PM ET,Chi
WR,Julian Edelman (7725838),Julian Edelman,7725838,6000,Sea@NE 08:30PM ET,NE
WR,Jordan Matthews (7725750),Jordan Matthews,7725750,5900,Atl@Phi 01:00PM ET,Phi
TE,Greg Olsen (7725873),Greg Olsen,7725873,5900,KC@Car 01:00PM ET,Car
RB,Christine Michael (7725704),Christine Michael,7725704,5900,Sea@NE 08:30PM ET,Sea
RB,Doug Martin (7725652),Doug Martin,7725652,5800,Chi@TB 01:00PM ET,TB
QB,Colin Kaepernick (7725594),Colin Kaepernick,7725594,5800,SF@Ari 04:25PM ET,SF
WR,Doug Baldwin (7725839),Doug Baldwin,7725839,5800,Sea@NE 08:30PM ET,Sea
QB,Marcus Mariota (7725587),Marcus Mariota,7725587,5700,GB@Ten 01:00PM ET,Ten
WR,Tyrell Williams (7725811),Tyrell Williams,7725811,5700,Mia@SD 04:05PM ET,SD
QB,Trevor Siemian (7725556),Trevor Siemian,7725556,5600,Den@NO 01:00PM ET,Den
WR,Jeremy Maclin (7725757),Jeremy Maclin,7725757,5600,KC@Car 01:00PM ET,KC
TE,Travis Kelce (7725875),Travis Kelce,7725875,5600,KC@Car 01:00PM ET,KC
QB,Blake Bortles (7725551),Blake Bortles,7725551,5500,Hou@Jax 01:00PM ET,Jax
WR,Will Fuller (7725720),Will Fuller,7725720,5500,Hou@Jax 01:00PM ET,Hou
RB,Carlos Hyde (7725685),Carlos Hyde,7725685,5500,SF@Ari 04:25PM ET,SF
QB,Tony Romo (7725597),Tony Romo,7725597,5500,Dal@Pit 04:25PM ET,Dal
QB,Brock Osweiler (7725549),Brock Osweiler,7725549,5400,Hou@Jax 01:00PM ET,Hou
RB,Mark Ingram (7725619),Mark Ingram,7725619,5400,Den@NO 01:00PM ET,NO
QB,Carson Wentz (7725567),Carson Wentz,7725567,5400,Atl@Phi 01:00PM ET,Phi
QB,Alex Smith (7725569),Alex Smith,7725569,5400,KC@Car 01:00PM ET,KC
QB,Kirk Cousins (7725582),Kirk Cousins,7725582,5400,Min@Was 01:00PM ET,Was
WR,Cole Beasley (7725830),Cole Beasley,7725830,5400,Dal@Pit 04:25PM ET,Dal
WR,Willie Snead (7725727),Willie Snead,7725727,5300,Den@NO 01:00PM ET,NO
RB,Todd Gurley (7725632),Todd Gurley,7725632,5300,LA@NYJ 01:00PM ET,LA
QB,Nick Foles (7725572),Nick Foles,7725572,5300,KC@Car 01:00PM ET,KC
QB,Jay Cutler (7725574),Jay Cutler,7725574,5300,Chi@TB 01:00PM ET,Chi
QB,Ryan Tannehill (7725591),Ryan Tannehill,7725591,5300,Mia@SD 04:05PM ET,Mia
TE,Jimmy Graham (7725930),Jimmy Graham,7725930,5300,Sea@NE 08:30PM ET,Sea
QB,Ryan Fitzpatrick (7725558),Ryan Fitzpatrick,7725558,5200,LA@NYJ 01:00PM ET,NYJ
RB,Charcandrick West (7725650),Charcandrick West,7725650,5200,KC@Car 01:00PM ET,KC
WR,Travis Benjamin (7725804),Travis Benjamin,7725804,5100,Mia@SD 04:05PM ET,SD
RB,DeAngelo Williams (7725688),DeAngelo Williams,7725688,5100,Dal@Pit 04:25PM ET,Pit
QB,Chad Henne (7725547),Chad Henne,7725547,5000,Hou@Jax 01:00PM ET,Jax
QB,Brandon Weeden (7725548),Brandon Weeden,7725548,5000,Hou@Jax 01:00PM ET,Hou
QB,Tom Savage (7725550),Tom Savage,7725550,5000,Hou@Jax 01:00PM ET,Hou
QB,Brandon Allen (7725552),Brandon Allen,7725552,5000,Hou@Jax 01:00PM ET,Jax
QB,Luke McCown (7725554),Luke McCown,7725554,5000,Den@NO 01:00PM ET,NO
QB,Austin Davis (7725555),Austin Davis,7725555,5000,Den@NO 01:00PM ET,Den
QB,Paxton Lynch (7725557),Paxton Lynch,7725557,5000,Den@NO 01:00PM ET,Den
QB,Case Keenum (7725559),Case Keenum,7725559,5000,LA@NYJ 01:00PM ET,LA
QB,Bryce Petty (7725560),Bryce Petty,7725560,5000,LA@NYJ 01:00PM ET,NYJ
QB,Sean Mannion (7725561),Sean Mannion,7725561,5000,LA@NYJ 01:00PM ET,LA
QB,Jared Goff (7725562),Jared Goff,7725562,5000,LA@NYJ 01:00PM ET,LA
QB,Christian Hackenberg (7725563),Christian Hackenberg,7725563,5000,LA@NYJ 01:00PM ET,NYJ
RB,Bilal Powell (7725629),Bilal Powell,7725629,5000,LA@NYJ 01:00PM ET,NYJ
QB,Matt Schaub (7725565),Matt Schaub,7725565,5000,Atl@Phi 01:00PM ET,Atl
QB,Chase Daniel (7725566),Chase Daniel,7725566,5000,Atl@Phi 01:00PM ET,Phi
QB,Derek Anderson (7725568),Derek Anderson,7725568,5000,KC@Car 01:00PM ET,Car
QB,Joe Webb (7725570),Joe Webb,7725570,5000,KC@Car 01:00PM ET,Car
QB,Tyler Bray (7725573),Tyler Bray,7725573,5000,KC@Car 01:00PM ET,KC
QB,Mike Glennon (7725575),Mike Glennon,7725575,5000,Chi@TB 01:00PM ET,TB
QB,Ryan Griffin (7725576),Ryan Griffin,7725576,5000,Chi@TB 01:00PM ET,TB
QB,Matt Barkley (7725577),Matt Barkley,7725577,5000,Chi@TB 01:00PM ET,Chi
QB,Shaun Hill (7725579),Shaun Hill,7725579,5000,Min@Was 01:00PM ET,Min
QB,Colt McCoy (7725580),Colt McCoy,7725580,5000,Min@Was 01:00PM ET,Was
QB,Sam Bradford (7725581),Sam Bradford,7725581,5000,Min@Was 01:00PM ET,Min
QB,Nate Sudfeld (7725583),Nate Sudfeld,7725583,5000,Min@Was 01:00PM ET,Was
WR,Jamison Crowder (7725783),Jamison Crowder,7725783,5000,Min@Was 01:00PM ET,Was
QB,Matt Cassel (7725584),Matt Cassel,7725584,5000,GB@Ten 01:00PM ET,Ten
QB,Brett Hundley (7725586),Brett Hundley,7725586,5000,GB@Ten 01:00PM ET,GB
RB,Derrick Henry (7725672),Derrick Henry,7725672,5000,GB@Ten 01:00PM ET,Ten
QB,Kellen Clemens (7725588),Kellen Clemens,7725588,5000,Mia@SD 04:05PM ET,SD
QB,Matt Moore (7725589),Matt Moore,7725589,5000,Mia@SD 04:05PM ET,Mia
QB,Drew Stanton (7725593),Drew Stanton,7725593,5000,SF@Ari 04:25PM ET,Ari
QB,Christian Ponder (7725595),Christian Ponder,7725595,5000,SF@Ari 04:25PM ET,SF
QB,Blaine Gabbert (7725596),Blaine Gabbert,7725596,5000,SF@Ari 04:25PM ET,SF
QB,Mark Sanchez (7725599),Mark Sanchez,7725599,5000,Dal@Pit 04:25PM ET,Dal
QB,Landry Jones (7725600),Landry Jones,7725600,5000,Dal@Pit 04:25PM ET,Pit
QB,Zach Mettenberger (7725601),Zach Mettenberger,7725601,5000,Dal@Pit 04:25PM ET,Pit
QB,Jimmy Garoppolo (7725605),Jimmy Garoppolo,7725605,5000,Sea@NE 08:30PM ET,NE
QB,Trevone Boykin (7725606),Trevone Boykin,7725606,5000,Sea@NE 08:30PM ET,Sea
WR,Kenny Britt (7725734),Kenny Britt,7725734,4900,LA@NYJ 01:00PM ET,LA
RB,Tevin Coleman (7725640),Tevin Coleman,7725640,4900,Atl@Phi 01:00PM ET,Atl
RB,Jonathan Stewart (7725643),Jonathan Stewart,7725643,4900,KC@Car 01:00PM ET,Car
WR,John Brown (7725818),John Brown,7725818,4900,SF@Ari 04:25PM ET,Ari
RB,Alfred Morris (7725690),Alfred Morris,7725690,4900,Dal@Pit 04:25PM ET,Dal
RB,LeGarrette Blount (7725700),LeGarrette Blount,7725700,4900,Sea@NE 08:30PM ET,NE
RB,Alfred Blue (7725611),Alfred Blue,7725611,4800,Hou@Jax 01:00PM ET,Hou
WR,DeSean Jackson (7725777),DeSean Jackson,7725777,4800,Min@Was 01:00PM ET,Was
WR,Quincy Enunwa (7725737),Quincy Enunwa,7725737,4700,LA@NYJ 01:00PM ET,NYJ
RB,Tim Hightower (7725616),Tim Hightower,7725616,4600,Den@NO 01:00PM ET,NO
WR,Mohamed Sanu (7725749),Mohamed Sanu,7725749,4600,Atl@Phi 01:00PM ET,Atl
TE,Delanie Walker (7725900),Delanie Walker,7725900,4600,GB@Ten 01:00PM ET,Ten
RB,James White (7725705),James White,7725705,4500,Sea@NE 08:30PM ET,NE
WR,Chris Hogan (7725842),Chris Hogan,7725842,4500,Sea@NE 08:30PM ET,NE
WR,Allen Hurns (7725712),Allen Hurns,7725712,4400,Hou@Jax 01:00PM ET,Jax
WR,Cameron Meredith (7725774),Cameron Meredith,7725774,4400,Chi@TB 01:00PM ET,Chi
RB,Darren Sproles (7725633),Darren Sproles,7725633,4300,Atl@Phi 01:00PM ET,Phi
WR,DeVante Parker (7725808),DeVante Parker,7725808,4300,Mia@SD 04:05PM ET,Mia
RB,James Starks (7725667),James Starks,7725667,4200,GB@Ten 01:00PM ET,GB
WR,Rishard Matthews (7725794),Rishard Matthews,7725794,4200,GB@Ten 01:00PM ET,Ten
WR,J.J. Nelson (7725820),J.J. Nelson,7725820,4200,SF@Ari 04:25PM ET,Ari
WR,Tavon Austin (7725736),Tavon Austin,7725736,4100,LA@NYJ 01:00PM ET,LA
WR,Kendall Wright (7725792),Kendall Wright,7725792,4100,GB@Ten 01:00PM ET,Ten
RB,DuJuan Harris (7725681),DuJuan Harris,7725681,4100,SF@Ari 04:25PM ET,SF
RB,Kapri Bibbs (7725622),Kapri Bibbs,7725622,4000,Den@NO 01:00PM ET,Den
RB,Knile Davis (7725646),Knile Davis,7725646,4000,KC@Car 01:00PM ET,KC
RB,Chris Thompson (7725661),Chris Thompson,7725661,4000,Min@Was 01:00PM ET,Was
WR,Sammie Coates (7725833),Sammie Coates,7725833,4000,Dal@Pit 04:25PM ET,Pit
TE,Jason Witten (7725923),Jason Witten,7725923,4000,Dal@Pit 04:25PM ET,Dal
WR,Marqise Lee (7725716),Marqise Lee,7725716,3900,Hou@Jax 01:00PM ET,Jax
RB,Peyton Barber (7725657),Peyton Barber,7725657,3900,Chi@TB 01:00PM ET,TB
WR,Russell Shepard (7725769),Russell Shepard,7725769,3900,Chi@TB 01:00PM ET,TB
RB,Damien Williams (7725678),Damien Williams,7725678,3900,Mia@SD 04:05PM ET,Mia
TE,Antonio Gates (7725907),Antonio Gates,7725907,3900,Mia@SD 04:05PM ET,SD
RB,Thomas Rawls (7725706),Thomas Rawls,7725706,3900,Sea@NE 08:30PM ET,Sea
RB,C.J. Prosise (7725708),C.J. Prosise,7725708,3900,Sea@NE 08:30PM ET,Sea
DST,Texans  (7726267),Texans ,7726267,3800,Hou@Jax 01:00PM ET,Hou
WR,Tyreek Hill (7725766),Tyreek Hill,7725766,3800,KC@Car 01:00PM ET,KC
RB,Matt Asiata (7725659),Matt Asiata,7725659,3800,Min@Was 01:00PM ET,Min
RB,Jerick McKinnon (7725664),Jerick McKinnon,7725664,3800,Min@Was 01:00PM ET,Min
RB,Matt Jones (7725666),Matt Jones,7725666,3800,Min@Was 01:00PM ET,Was
WR,Adam Thielen (7725787),Adam Thielen,7725787,3800,Min@Was 01:00PM ET,Min
WR,Torrey Smith (7725814),Torrey Smith,7725814,3800,SF@Ari 04:25PM ET,SF
WR,Michael Floyd (7725816),Michael Floyd,7725816,3800,SF@Ari 04:25PM ET,Ari
RB,T.J. Yeldon (7725615),T.J. Yeldon,7725615,3700,Hou@Jax 01:00PM ET,Jax
RB,Benny Cunningham (7725630),Benny Cunningham,7725630,3700,LA@NYJ 01:00PM ET,LA
WR,Brian Quick (7725735),Brian Quick,7725735,3700,LA@NYJ 01:00PM ET,LA
RB,Ryan Mathews (7725635),Ryan Mathews,7725635,3700,Atl@Phi 01:00PM ET,Phi
RB,Wendell Smallwood (7725641),Wendell Smallwood,7725641,3700,Atl@Phi 01:00PM ET,Phi
TE,Zach Ertz (7725868),Zach Ertz,7725868,3700,Atl@Phi 01:00PM ET,Phi
WR,Ted Ginn Jr. (7725756),Ted Ginn Jr.,7725756,3700,KC@Car 01:00PM ET,Car
RB,Jeremy Langford (7725655),Jeremy Langford,7725655,3700,Chi@TB 01:00PM ET,Chi
RB,Ka'Deem Carey (7725656),Ka'Deem Carey,7725656,3700,Chi@TB 01:00PM ET,Chi
WR,Eddie Royal (7725767),Eddie Royal,7725767,3700,Chi@TB 01:00PM ET,Chi
WR,Adam Humphries (7725776),Adam Humphries,7725776,3700,Chi@TB 01:00PM ET,TB
RB,Kenneth Farrow (7725677),Kenneth Farrow,7725677,3700,Mia@SD 04:05PM ET,SD
WR,Kenny Stills (7725805),Kenny Stills,7725805,3700,Mia@SD 04:05PM ET,Mia
WR,Jeremy Kerley (7725815),Jeremy Kerley,7725815,3700,SF@Ari 04:25PM ET,SF
DST,Cardinals  (7726285),Cardinals ,7726285,3700,SF@Ari 04:25PM ET,Ari
RB,Cameron Artis-Payne (7725649),Cameron Artis-Payne,7725649,3600,KC@Car 01:00PM ET,Car
TE,Zach Miller (7725881),Zach Miller,7725881,3600,Chi@TB 01:00PM ET,Chi
RB,Rob Kelley (7725665),Rob Kelley,7725665,3600,Min@Was 01:00PM ET,Was
WR,Pierre Garcon (7725779),Pierre Garcon,7725779,3600,Min@Was 01:00PM ET,Was
TE,Kyle Rudolph (7725895),Kyle Rudolph,7725895,3600,Min@Was 01:00PM ET,Min
DST,Vikings  (7726279),Vikings ,7726279,3600,Min@Was 01:00PM ET,Min
WR,Terrance Williams (7725829),Terrance Williams,7725829,3600,Dal@Pit 04:25PM ET,Dal
WR,Tyler Lockett (7725844),Tyler Lockett,7725844,3600,Sea@NE 08:30PM ET,Sea
TE,C.J. Fiedorowicz (7725849),C.J. Fiedorowicz,7725849,3500,Hou@Jax 01:00PM ET,Hou
RB,Terron Ward (7725638),Terron Ward,7725638,3500,Atl@Phi 01:00PM ET,Atl
WR,Chris Conley (7725761),Chris Conley,7725761,3500,KC@Car 01:00PM ET,KC
DST,Chiefs  (7726275),Chiefs ,7726275,3500,KC@Car 01:00PM ET,KC
TE,Cameron Brate (7725887),Cameron Brate,7725887,3500,Chi@TB 01:00PM ET,TB
RB,Ronnie Hillman (7725662),Ronnie Hillman,7725662,3500,Min@Was 01:00PM ET,Min
RB,Andre Ellington (7725682),Andre Ellington,7725682,3500,SF@Ari 04:25PM ET,Ari
RB,Mike Davis (7725687),Mike Davis,7725687,3500,SF@Ari 04:25PM ET,SF
WR,Brice Butler (7725828),Brice Butler,7725828,3500,Dal@Pit 04:25PM ET,Dal
WR,Eli Rogers (7725834),Eli Rogers,7725834,3500,Dal@Pit 04:25PM ET,Pit
RB,Chris Ivory (7725607),Chris Ivory,7725607,3400,Hou@Jax 01:00PM ET,Jax
WR,Taylor Gabriel (7725755),Taylor Gabriel,7725755,3400,Atl@Phi 01:00PM ET,Atl
WR,Cordarrelle Patterson (7725785),Cordarrelle Patterson,7725785,3400,Min@Was 01:00PM ET,Min
WR,Dontrelle Inman (7725802),Dontrelle Inman,7725802,3400,Mia@SD 04:05PM ET,SD
RB,Shaun Draughn (7725680),Shaun Draughn,7725680,3400,SF@Ari 04:25PM ET,SF
TE,Martellus Bennett (7725931),Martellus Bennett,7725931,3400,Sea@NE 08:30PM ET,NE
TE,Coby Fleener (7725854),Coby Fleener,7725854,3300,Den@NO 01:00PM ET,NO
WR,Albert Wilson (7725759),Albert Wilson,7725759,3300,KC@Car 01:00PM ET,KC
RB,Mike James (7725654),Mike James,7725654,3300,Chi@TB 01:00PM ET,TB
RB,Derek Watt (7725676),Derek Watt,7725676,3300,Mia@SD 04:05PM ET,SD
DST,Patriots  (7726289),Patriots ,7726289,3300,Sea@NE 08:30PM ET,NE
WR,Jalin Marshall (7725743),Jalin Marshall,7725743,3200,LA@NYJ 01:00PM ET,NYJ
RB,Fozzy Whittaker (7725644),Fozzy Whittaker,7725644,3200,KC@Car 01:00PM ET,Car
WR,Devin Funchess (7725764),Devin Funchess,7725764,3200,KC@Car 01:00PM ET,Car
DST,Panthers  (7726276),Panthers ,7726276,3200,KC@Car 01:00PM ET,Car
WR,Danny Amendola (7725837),Danny Amendola,7725837,3200,Sea@NE 08:30PM ET,NE
DST,Broncos  (7726269),Broncos ,7726269,3100,Den@NO 01:00PM ET,Den
WR,Nelson Agholor (7725754),Nelson Agholor,7725754,3100,Atl@Phi 01:00PM ET,Phi
TE,Austin Hooper (7725872),Austin Hooper,7725872,3100,Atl@Phi 01:00PM ET,Atl
WR,Jeff Janis (7725800),Jeff Janis,7725800,3100,GB@Ten 01:00PM ET,GB
RB,Jonathan Grimes (7725608),Jonathan Grimes,7725608,3000,Hou@Jax 01:00PM ET,Hou
RB,Denard Robinson (7725610),Denard Robinson,7725610,3000,Hou@Jax 01:00PM ET,Jax
RB,Jay Prosch (7725612),Jay Prosch,7725612,3000,Hou@Jax 01:00PM ET,Hou
RB,Corey Grant (7725613),Corey Grant,7725613,3000,Hou@Jax 01:00PM ET,Jax
RB,Tyler Ervin (7725614),Tyler Ervin,7725614,3000,Hou@Jax 01:00PM ET,Hou
WR,Bryan Walters (7725710),Bryan Walters,7725710,3000,Hou@Jax 01:00PM ET,Jax
WR,Arrelious Benn (7725711),Arrelious Benn,7725711,3000,Hou@Jax 01:00PM ET,Jax
WR,Keith Mumphery (7725713),Keith Mumphery,7725713,3000,Hou@Jax 01:00PM ET,Hou
WR,Braxton Miller (7725715),Braxton Miller,7725715,3000,Hou@Jax 01:00PM ET,Hou
WR,Rashad Greene Sr. (7725717),Rashad Greene Sr.,7725717,3000,Hou@Jax 01:00PM ET,Jax
WR,Jaelen Strong (7725719),Jaelen Strong,7725719,3000,Hou@Jax 01:00PM ET,Hou
RB,John Kuhn (7725617),John Kuhn,7725617,3000,Den@NO 01:00PM ET,NO
RB,Travaris Cadet (7725618),Travaris Cadet,7725618,3000,Den@NO 01:00PM ET,NO
RB,Marcus Murphy (7725620),Marcus Murphy,7725620,3000,Den@NO 01:00PM ET,NO
RB,Juwan Thompson (7725621),Juwan Thompson,7725621,3000,Den@NO 01:00PM ET,Den
RB,Daniel Lasco (7725623),Daniel Lasco,7725623,3000,Den@NO 01:00PM ET,NO
RB,Andy Janovich (7725624),Andy Janovich,7725624,3000,Den@NO 01:00PM ET,Den
WR,Jordan Norwood (7725721),Jordan Norwood,7725721,3000,Den@NO 01:00PM ET,Den
WR,Bennie Fowler (7725724),Bennie Fowler,7725724,3000,Den@NO 01:00PM ET,Den
WR,Jordan Taylor (7725725),Jordan Taylor,7725725,3000,Den@NO 01:00PM ET,Den
WR,Brandon Coleman (7725726),Brandon Coleman,7725726,3000,Den@NO 01:00PM ET,NO
WR,Tommylee Lewis (7725729),Tommylee Lewis,7725729,3000,Den@NO 01:00PM ET,NO
WR,Cody Latimer (7725730),Cody Latimer,7725730,3000,Den@NO 01:00PM ET,Den
WR,Jake Lampman (7725732),Jake Lampman,7725732,3000,Den@NO 01:00PM ET,NO
RB,Chase Reynolds (7725627),Chase Reynolds,7725627,3000,LA@NYJ 01:00PM ET,LA
RB,C.J. Spiller (7725628),C.J. Spiller,7725628,3000,LA@NYJ 01:00PM ET,NYJ
RB,Malcolm Brown (7725631),Malcolm Brown,7725631,3000,LA@NYJ 01:00PM ET,LA
WR,Charone Peake (7725738),Charone Peake,7725738,3000,LA@NYJ 01:00PM ET,NYJ
WR,Bradley Marquez (7725739),Bradley Marquez,7725739,3000,LA@NYJ 01:00PM ET,LA
WR,Devin Smith (7725740),Devin Smith,7725740,3000,LA@NYJ 01:00PM ET,NYJ
WR,Nelson Spruce (7725741),Nelson Spruce,7725741,3000,LA@NYJ 01:00PM ET,LA
WR,Robby Anderson (7725742),Robby Anderson,7725742,3000,LA@NYJ 01:00PM ET,NYJ
WR,Pharoh Cooper (7725744),Pharoh Cooper,7725744,3000,LA@NYJ 01:00PM ET,LA
WR,Mike Thomas (7725745),Mike Thomas,7725745,3000,LA@NYJ 01:00PM ET,LA
TE,Lance Kendricks (7725859),Lance Kendricks,7725859,3000,LA@NYJ 01:00PM ET,LA
