"Mike Trout_LAA","Paul Goldschmidt_ARI","Jake Lamb_ARI","AJ Pollock_ARI","Miguel Cabrera_DET","Justin Upton_DET","Gregory Polanco_PIT","Yasmany Tomas_ARI","Joey Votto_CIN","Ian Kinsler_DET","Chris Owings_ARI","Starling Marte_PIT","Billy Hamilton_CIN","Albert Pujols_LAA","JD Martinez_DET","Nicholas Castellanos_DET","Andrew McCutchen_PIT","Josh Harrison_PIT","Hunter Pence_SF","David Peralta_ARI","Brandon Drury_ARI","Eduardo Nunez_SF","Buster Posey_SF","Adam Duvall_CIN","Kole Calhoun_LAA","Francisco Cervelli_PIT","Brandon Belt_SF","Eugenio Suarez_CIN","Yunel Escobar_LAA","Alex Avila_DET","CJ Cron_LAA","Zack Cozart_CIN","Luis Valbuena_LAA","Cameron Maybin_LAA","Tyler Collins_DET","Josh Bell_PIT","Denard Span_SF","Joe Panik_SF","Christian Arroyo_SF","Jim Adduci_DET","Jefry Marte_LAA","James McCann_DET","Chris Iannetta_ARI","David Freese_PIT","Brandon Crawford_SF","Victor Martinez_DET","Andrew Romine_DET","Alen Hanson_PIT","Jose Peraza_CIN","Ben Revere_LAA","John Jaso_PIT","Jordy Mercer_PIT","Danny Ortiz_PIT","Socrates Brito_ARI","Kevin Newman_PIT","Scooter Gennett_CIN","Jarrett Parker_SF","Scott Schebler_CIN","Andrelton Simmons_LAA","Gregor Blanco_ARI","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Jose Osuna_PIT","Adam Frazier_PIT","Nick Hundley_SF","Danny Espinosa_LAA","Nick Ahmed_ARI","Arismendy Alcantara_CIN","Mac Williamson_SF","Elias Diaz_PIT","Phil Gosselin_PIT","Aaron Hill_SF","Gorkys Hernandez_SF","Kelby Tomlinson_SF","Jesse Winker_CIN","Phillip Ervin_CIN","Daniel Descalso_ARI","Gift Ngoepe_PIT","JaCoby Jones_DET","Max Moroff_PIT","Conor Gillaspie_SF","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Chris Stewart_PIT","Chris Bostick_PIT","John Bormann_PIT","Justin Ruggiano_SF","Drew Stubbs_SF","Devin Mesoraco_CIN","Martin Maldonado_LAA","Juan Graterol_LAA","Jose Iglesias_DET","Michael Morse_SF","Tucker Barnhart_CIN","Carlos Perez_LAA","Jeff Mathis_ARI","Tim Federowicz_SF","Patrick Kivlehan_CIN","Cliff Pennington_LAA","Chris Marrero_SF","Stuart Turner_CIN"
32.6177248677249,0,0,0,0,0,0,0,0,0,0,0,0,14.0698005698006,0,0,0,0,0,0,0,0,0,0,7.78769230769231,0,0,0,3.48290598290598,0,-6.17948717948718,0,0,-1.78947368421053,0,0,0,0,0,0,-1.71428571428571,0,0,0,0,0,0,0,0,15.4636363636364,0,0,0,0,0,0,0,0,-2.76780626780627,0,0,0,0,0,0,6.80434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.83201581027668,10.5,0,0,0,0,0,0,0,14.25,0,0
0,76.1960784313726,5.10537634408602,35.6933497536946,0,0,0,-1.72166666666667,0,0,3.59729064039409,0,0,0,0,0,0,0,0,20.8816666666667,14.1534391534392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.6363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9444444444444,-0.166666666666667,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,12.8397435897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35833333333333,0,0,0,0,0
0,5.10537634408602,50.4798387096774,-4.76353276353276,0,0,0,-1.10671936758893,0,0,-21.7222222222222,0,0,0,0,0,0,0,0,20.4166666666667,5.60615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9333333333333,6,0,0,0,0,-23.1043956043956,0,0,0,0,0,0,0,0,0,-25.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.125,0,0,0,0,0
0,35.6933497536946,-4.76353276353276,61.5919540229885,0,0,0,-12.6816666666667,0,0,-4.56084656084656,0,0,0,0,0,0,0,0,7.15,11.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,20.5757575757576,0,0,0,0,0,0,0,0,0,18.0416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0
0,0,0,0,51.1633986928105,12.6416666666667,0,0,0,-0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,0,0,0,0,-3.34615384615385,0,0,0,0,-8.4,0,-1.59090909090909,0,0,0,-4.95833333333333,-19.5604395604396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,0,0,-10,0,14,0,0,0,0,0,0,0,0,23.0416666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,12.6416666666667,64.1666666666667,0,0,0,25.1473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0909090909091,0,0,0,0,10.5980392156863,0,0,0,0,33.0777777777778,0,10.3,0,0,0,3.14229249011858,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13333333333333,0,0,0,22.0833333333333,26.1333333333333,0,0,0,0,0,0,0,0,-2.34502923976608,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,36.8717948717949,0,0,0,0,-2.97619047619048,0,0,0,0,-4.79538461538462,-14.3794466403162,0,0,0,0,0,0,0,-8.30994152046784,0,0,0,0,0,0,0,0,0,3.73122529644269,0,0,0,0,0,0,0,-2.07272727272727,0,0,0,1.25,0,0,4.55555555555556,5.18615384615385,0,0,0,0,0,0,0,0,0,0,0.977272727272727,-2.88095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.72166666666667,-1.10671936758893,-12.6816666666667,0,0,0,74.56,0,0,22.8333333333333,0,0,0,0,0,0,0,0,30.7647058823529,22.8201581027668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.8333333333333,0,0,0,0,0,5.06666666666667,0,0,0,0,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1043956043956,0,0,0,0,0
0,0,0,0,0,0,0,0,61.7903225806452,0,0,0,-0.851724137931035,0,0,0,0,0,0,0,0,0,0,-3.01108374384236,0,0,0,4.62192118226601,0,0,0,6.02645502645503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04433497536946,0,0,0,0,0,0,-11.9090909090909,0,0.189655172413793,0,0,0,0,0,0,0,0,0,54.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.2,0,0,0,0,2.2034632034632,0,0,0,-9.83333333333333,0,0,5.33333333333333
0,0,0,0,-0.0769230769230769,25.1473684210526,0,0,0,49.8961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8409090909091,0,0,0,0,12.7333333333333,0,0,0,0,31.8571428571429,0,33.3269230769231,0,0,0,12.7316017316017,27.6217948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.66666666666667,0,0,12.5,-6.5,-0.2,0,0,0,0,0,0,0,0,-13,0,0,0,0,0,0,0,0,0
0,3.59729064039409,-21.7222222222222,-4.56084656084656,0,0,0,22.8333333333333,0,0,90.064367816092,0,0,0,0,0,0,0,0,11.15,1.95289855072464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.9285714285714,0,0,0,0,0,-9.20909090909091,0,0,0,0,0,0,0,0,0,29.0444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.00833333333333,0,0,0,0,0
0,0,0,0,0,0,-2.97619047619048,0,0,0,0,107.672727272727,0,0,0,0,10.8272727272727,22.5833333333333,0,0,0,0,0,0,0,24.25,0,0,0,0,0,0,0,0,0,23.4166666666667,0,0,0,0,0,0,0,-21.5416666666667,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,40.4027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.851724137931035,0,0,0,76.2402298850575,0,0,0,0,0,0,0,0,0,0,15.3447293447293,0,0,0,26.3119658119658,0,0,0,9.29230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0925925925926,0,0,0,0,0,0,-41.2638888888889,0,0.105911330049261,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,-0.381578947368421,0,0,0,52.5,0,0,31
14.0698005698006,0,0,0,0,0,0,0,0,0,0,0,0,37.7161290322581,0,0,0,0,0,0,0,0,0,0,-3.52216748768473,0,0,0,14.0666666666667,0,-2.68181818181818,0,-2.75,-1.2481884057971,0,0,0,0,0,0,-3.59047619047619,0,0,0,0,0,0,0,0,7.92307692307692,0,0,0,0,0,0,0,0,7.73103448275862,0,0,0,0,0,0,-2.94166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51666666666667,-3.33333333333333,0,0,0,0,0,0,0,-3.33333333333333,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
